run,batch_size,valid_unique,invalid_or_empty,novel_unique,output_path,all_novel_unique,fcd_all_novel_vs_original,model_name,cond_criterion
31,1024,203,17,198,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_high/run_31_novel_smiles_condz_high.csv,2126,20.441049893856412,TransCVAE,condz_high
32,1024,177,15,173,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_high/run_32_novel_smiles_condz_high.csv,2126,20.441049893856412,TransCVAE,condz_high
33,1024,193,14,189,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_high/run_33_novel_smiles_condz_high.csv,2126,20.441049893856412,TransCVAE,condz_high
34,1024,201,11,195,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_high/run_34_novel_smiles_condz_high.csv,2126,20.441049893856412,TransCVAE,condz_high
35,1024,210,17,204,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_high/run_35_novel_smiles_condz_high.csv,2126,20.441049893856412,TransCVAE,condz_high
36,1024,191,7,186,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_high/run_36_novel_smiles_condz_high.csv,2126,20.441049893856412,TransCVAE,condz_high
37,1024,215,14,210,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_high/run_37_novel_smiles_condz_high.csv,2126,20.441049893856412,TransCVAE,condz_high
38,1024,191,8,187,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_high/run_38_novel_smiles_condz_high.csv,2126,20.441049893856412,TransCVAE,condz_high
39,1024,192,12,187,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_high/run_39_novel_smiles_condz_high.csv,2126,20.441049893856412,TransCVAE,condz_high
40,1024,198,16,193,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_high/run_40_novel_smiles_condz_high.csv,2126,20.441049893856412,TransCVAE,condz_high
41,1024,183,18,178,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_high/run_41_novel_smiles_condz_high.csv,2126,20.441049893856412,TransCVAE,condz_high
42,1024,185,13,179,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_high/run_42_novel_smiles_condz_high.csv,2126,20.441049893856412,TransCVAE,condz_high
43,1024,210,8,205,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_high/run_43_novel_smiles_condz_high.csv,2126,20.441049893856412,TransCVAE,condz_high
44,1024,204,13,198,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_high/run_44_novel_smiles_condz_high.csv,2126,20.441049893856412,TransCVAE,condz_high
45,1024,199,16,194,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_high/run_45_novel_smiles_condz_high.csv,2126,20.441049893856412,TransCVAE,condz_high
46,1024,195,7,189,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_high/run_46_novel_smiles_condz_high.csv,2126,20.441049893856412,TransCVAE,condz_high
47,1024,186,12,180,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_high/run_47_novel_smiles_condz_high.csv,2126,20.441049893856412,TransCVAE,condz_high
48,1024,181,18,175,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_high/run_48_novel_smiles_condz_high.csv,2126,20.441049893856412,TransCVAE,condz_high
49,1024,192,12,187,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_high/run_49_novel_smiles_condz_high.csv,2126,20.441049893856412,TransCVAE,condz_high
50,1024,178,17,173,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_high/run_50_novel_smiles_condz_high.csv,2126,20.441049893856412,TransCVAE,condz_high
