Trajectory ID,SMILES,PSMILES,CONDUCTIVITY,log10_cond,fold
9425,COCC(CNCC(CF)OC(=O)*)O*,COCC(CNCC(CF)OC(=O)[*])O[*],7.57e-05,-4.120904120499928,2
9426,O=C(CCNC(=O)COC(=O)*)NCCN*,O=C(CCNC(=O)COC(=O)[*])NCCN[*],6.95e-05,-4.158015195409886,2
9427,NC(=O)C(COC(=O)*)NC(=O)CCO*,NC(=O)C(COC(=O)[*])NC(=O)CCO[*],0.000104,-3.9829666607012197,3
9428,CC(COC(=O)*)COC(=O)C(C)(C)CO*,CC(COC(=O)[*])COC(=O)C(C)(C)CO[*],2.65e-05,-4.576754126063192,2
9429,COC(=O)CC(=O)NC(CO*)COC(=O)*,COC(=O)CC(=O)NC(CO[*])COC(=O)[*],3.85e-05,-4.414539270491499,1
9430,COC(=O)CC(=O)NCC(CO*)OC(=O)*,COC(=O)CC(=O)NCC(CO[*])OC(=O)[*],4.11e-05,-4.386158178123931,3
9431,CC(O*)C(=O)NC(C)C(C)(C)OC(=O)*,CC(O[*])C(=O)NC(C)C(C)(C)OC(=O)[*],2.77e-05,-4.557520230935552,3
9432,CC(CCN(C)C(=O)CCN*)OC(=O)*,CC(CCN(C)C(=O)CCN[*])OC(=O)[*],3.18e-05,-4.497572880015567,3
9433,CC(CNC(COC(=O)*)C(N)=O)O*,CC(CNC(COC(=O)[*])C(N)=O)O[*],8.46e-05,-4.0726296369609765,0
9434,CC(C)NC(=O)NCC(COC(=O)*)O*,CC(C)NC(=O)NCC(COC(=O)[*])O[*],7.25e-05,-4.139661993429006,1
9435,CC(CO*)(COC(=O)*)NC(=O)CC#N,CC(CO[*])(COC(=O)[*])NC(=O)CC#N,5.64e-05,-4.248720896016658,2
9436,CSCC(CNCC(C)O*)OC(=O)*,CSCC(CNCC(C)O[*])OC(=O)[*],6.82e-05,-4.166215625343521,1
9437,C#CCC(N*)C(=O)NCCNC(=O)*,C#CCC(N[*])C(=O)NCCNC(=O)[*],7.16e-05,-4.145086977692144,1
9438,CCCN(CC(C)OC(=O)*)C(C)CO*,CCCN(CC(C)OC(=O)[*])C(C)CO[*],3.39e-05,-4.469800301796918,1
9439,COCCC(COC(=O)*)NC(=O)CCO*,COCCC(COC(=O)[*])NC(=O)CCO[*],6.46e-05,-4.189767482004916,3
9440,CC(CN(C)CC(C)(O*)C(F)F)OC(=O)*,CC(CN(C)CC(C)(O[*])C(F)F)OC(=O)[*],8.85e-05,-4.053056729302175,2
9441,CCN(CCCCO*)CCNC(=O)*,CCN(CCCCO[*])CCNC(=O)[*],0.000119,-3.9244530386074694,0
9442,CCOCCNC(=O)C(CO*)NC(=O)*,CCOCCNC(=O)C(CO[*])NC(=O)[*],6.73e-05,-4.171984935776023,0
9443,CCCN(CCO*)CCC(C)(C)OC(=O)*,CCCN(CCO[*])CCC(C)(C)OC(=O)[*],5.65e-05,-4.247951552180561,1
9444,CCCC(CC)NCC(COC(=O)*)O*,CCCC(CC)NCC(COC(=O)[*])O[*],1.53e-05,-4.815308569182402,0
9445,COCNC(=S)NC(CO*)COC(=O)*,COCNC(=S)NC(CO[*])COC(=O)[*],7.37e-05,-4.132532512140949,3
9446,CCC(C(=O)N(C)CCOC(=O)*)C(C)O*,CCC(C(=O)N(C)CCOC(=O)[*])C(C)O[*],3.14e-05,-4.503070351926785,2
9447,CCCC(CC)N(CCN*)CCNC(=O)*,CCCC(CC)N(CCN[*])CCNC(=O)[*],8.89e-05,-4.051098239029787,3
9448,COC(=O)NC(CO*)COC(=O)*,COC(=O)NC(CO[*])COC(=O)[*],3.72e-05,-4.429457060118103,3
9449,C=C(CO*)C(=O)NC(C)(C)CCOC(=O)*,C=C(CO[*])C(=O)NC(C)(C)CCOC(=O)[*],5.74e-05,-4.241088107602026,1
9450,CCCCCC(=O)NC(CO*)COC(=O)*,CCCCCC(=O)NC(CO[*])COC(=O)[*],4.34e-05,-4.36251027048749,3
9451,CC(C)C(O*)C(=O)N(C)CCOC(=O)*,CC(C)C(O[*])C(=O)N(C)CCOC(=O)[*],5.73e-05,-4.24184537803261,2
9452,CN(CCO*)C(=O)CCOC(=O)*,CN(CCO[*])C(=O)CCOC(=O)[*],0.000129,-3.889410289700751,3
9453,COC(=O)C(C)N(C)CC(CO*)OC(=O)*,COC(=O)C(C)N(C)CC(CO[*])OC(=O)[*],6.21e-05,-4.20690839982342,1
9454,CNC(=S)NC(COC(=O)*)C(C)O*,CNC(=S)NC(COC(=O)[*])C(C)O[*],2.23e-05,-4.651695136951839,1
9455,CC(CNC(=O)CCCCCN*)NC(=O)*,CC(CNC(=O)CCCCCN[*])NC(=O)[*],6.54e-05,-4.184422251675732,1
9456,CC(CN*)C(=O)NC(C)(C)COC(=O)*,CC(CN[*])C(=O)NC(C)(C)COC(=O)[*],6.64e-05,-4.1778319206319825,0
9457,CC(COC(=O)*)CS(=O)(=O)CCCO*,CC(COC(=O)[*])CS(=O)(=O)CCCO[*],6.93e-05,-4.159266765388193,0
9458,COCC(NC(=O)*)C(=O)NCCC(C)N*,COCC(NC(=O)[*])C(=O)NCCC(C)N[*],3.98e-05,-4.400116927926312,3
9459,CCCCC(NC(=O)*)C(=O)NCCCO*,CCCCC(NC(=O)[*])C(=O)NCCCO[*],4.28e-05,-4.368556230986828,0
9460,CC(C)C(O*)C(=O)NC(C#N)COC(=O)*,CC(C)C(O[*])C(=O)NC(C#N)COC(=O)[*],2.7e-05,-4.568636235841013,3
9461,CC(CNC(=O)*)N(C)C(=O)COCCN*,CC(CNC(=O)[*])N(C)C(=O)COCCN[*],0.000116,-3.9355420107730814,2
9462,CNC(=O)C(CNCC(C)OC(=O)*)O*,CNC(=O)C(CNCC(C)OC(=O)[*])O[*],4.89e-05,-4.31069114087638,0
9463,CC(CCOC(=O)*)S(=O)(=O)CCO*,CC(CCOC(=O)[*])S(=O)(=O)CCO[*],9.73e-05,-4.011887159731648,0
9464,C=C(Cl)CN(C)CC(CNC(=O)*)O*,C=C(Cl)CN(C)CC(CNC(=O)[*])O[*],6.15e-05,-4.211124884224583,0
9465,CCC(C)(CO*)NC(=O)COC(=O)*,CCC(C)(CO[*])NC(=O)COC(=O)[*],4.19e-05,-4.377785977033705,2
9466,CC(C#N)C(=O)N(C)CC(COC(=O)*)O*,CC(C#N)C(=O)N(C)CC(COC(=O)[*])O[*],5.25e-05,-4.279840696594043,2
9467,CCC(CNC(=O)COCCN*)NC(=O)*,CCC(CNC(=O)COCCN[*])NC(=O)[*],7.62e-05,-4.1180450286604,2
9468,C=CC(CCNC(=O)*)O*,C=CC(CCNC(=O)[*])O[*],4.14e-05,-4.382999658879101,2
9469,CC(CC(=O)NCCCO*)NC(=O)*,CC(CC(=O)NCCCO[*])NC(=O)[*],4.82e-05,-4.31695296176115,3
9470,CC#CC(=O)NCC(COC(=O)*)O*,CC#CC(=O)NCC(COC(=O)[*])O[*],4.9e-05,-4.309803919971486,1
9471,CC(CO*)(COC(=O)*)C(=O)OCC(F)F,CC(CO[*])(COC(=O)[*])C(=O)OCC(F)F,3.67e-05,-4.435333935747911,3
9472,CCCC(CC)NCC(CN*)OC(=O)*,CCCC(CC)NCC(CN[*])OC(=O)[*],3.7e-05,-4.431798275933005,0
9473,CC(N*)C(=O)N(C)CCCNC(=O)*,CC(N[*])C(=O)N(C)CCCNC(=O)[*],3.51e-05,-4.454692883534176,0
9474,CC(C)(CO*)NC(=O)COC(=O)*,CC(C)(CO[*])NC(=O)COC(=O)[*],6.66e-05,-4.176525770829699,3
9475,CC(CCCNC(=O)C(C)OC(=O)*)O*,CC(CCCNC(=O)C(C)OC(=O)[*])O[*],5.25e-05,-4.279840696594043,1
9476,CC(COC(=O)CCCC(C)OC(=O)*)O*,CC(COC(=O)CCCC(C)OC(=O)[*])O[*],3.51e-05,-4.454692883534176,2
9477,CCCCC(CN*)NC(=O)CNC(=O)*,CCCCC(CN[*])NC(=O)CNC(=O)[*],4.51e-05,-4.345823458122039,3
9478,CCC(C)C(=O)N(C)CC(COC(=O)*)O*,CCC(C)C(=O)N(C)CC(COC(=O)[*])O[*],4.18e-05,-4.3788237182249645,2
9479,CC#CCOC(=O)C(C)(CO*)COC(=O)*,CC#CCOC(=O)C(C)(CO[*])COC(=O)[*],1.66e-05,-4.779891911959945,0
9480,CSCCN(C)CC(CO*)OC(=O)*,CSCCN(C)CC(CO[*])OC(=O)[*],0.000127,-3.896196279044043,2
9481,CCC(NC(=O)C(C)(C)OC(=O)*)C(C)O*,CCC(NC(=O)C(C)(C)OC(=O)[*])C(C)O[*],7.2e-05,-4.142667503568732,0
9482,CCCCCNC(CO*)COC(=O)*,CCCCCNC(CO[*])COC(=O)[*],3.13e-05,-4.504455662453552,1
9483,CCNC(C)C(=O)NCC(CN*)OC(=O)*,CCNC(C)C(=O)NCC(CN[*])OC(=O)[*],4.96e-05,-4.304518323509803,3
9484,CC(CCOC(=O)*)NC(=O)CCN*,CC(CCOC(=O)[*])NC(=O)CCN[*],6.4e-05,-4.1938200260161125,1
9486,CCNC(C)CNC(=O)C(CO*)NC(=O)*,CCNC(C)CNC(=O)C(CO[*])NC(=O)[*],4.55e-05,-4.341988603342887,2
9487,CC(COC(=O)C(C)(C)OC(=O)*)O*,CC(COC(=O)C(C)(C)OC(=O)[*])O[*],6.34e-05,-4.1979107421182675,3
9488,CC(CCNC(=O)C(OC(=O)*)C(C)C)O*,CC(CCNC(=O)C(OC(=O)[*])C(C)C)O[*],4.69e-05,-4.328827157284917,3
9489,COCC(C)(CO*)NCCC(C)OC(=O)*,COCC(C)(CO[*])NCCC(C)OC(=O)[*],5.93e-05,-4.226945306635738,0
9490,COCC(CNC(C)C(C)OC(=O)*)O*,COCC(CNC(C)C(C)OC(=O)[*])O[*],9.2e-05,-4.036212172654444,2
9491,O=C(O)CCCN(CCNC(=O)*)CCO*,O=C(O)CCCN(CCNC(=O)[*])CCO[*],6.03e-05,-4.219682687859849,3
9492,CC(OC(=O)*)C(=O)NC(CO*)CC(F)F,CC(OC(=O)[*])C(=O)NC(CO[*])CC(F)F,5.98e-05,-4.22329881601159,2
9493,CC(CN*)C(=O)N(C)C(C)CNC(=O)*,CC(CN[*])C(=O)N(C)C(C)CNC(=O)[*],3.18e-05,-4.497572880015567,2
9494,CCC(CO*)NCC(OC(=O)*)C(=O)OC,CCC(CO[*])NCC(OC(=O)[*])C(=O)OC,3.66e-05,-4.436518914605589,1
9496,COCC(CCO*)NC(C)CCOC(=O)*,COCC(CCO[*])NC(C)CCOC(=O)[*],0.000116,-3.9355420107730814,2
9497,CC(CN(C)C(=O)CC(C)(C)OC(=O)*)O*,CC(CN(C)C(=O)CC(C)(C)OC(=O)[*])O[*],1.17e-05,-4.931814138253839,0
9498,CC(CNC(=O)*)CNC(=O)C(C)(C)N*,CC(CNC(=O)[*])CNC(=O)C(C)(C)N[*],5.95e-05,-4.22548303427145,3
9499,CCCCCC(O*)C(OC(=O)*)C(=O)O,CCCCCC(O[*])C(OC(=O)[*])C(=O)O,1.04e-05,-4.982966660701219,1
9500,CC(CCN(C)CCN*)OC(=O)*,CC(CCN(C)CCN[*])OC(=O)[*],9.05e-05,-4.043351420794797,1
9501,CC(C)N(CC(=O)O)CC(CO*)OC(=O)*,CC(C)N(CC(=O)O)CC(CO[*])OC(=O)[*],5.78e-05,-4.2380721615794705,3
9502,CC(C)(CCC(=O)NCCN*)NC(=O)*,CC(C)(CCC(=O)NCCN[*])NC(=O)[*],9.01e-05,-4.045275209020937,1
9503,CC(COC(=O)*)N(C)C(=O)CC(C)(C)O*,CC(COC(=O)[*])N(C)C(=O)CC(C)(C)O[*],3.03e-05,-4.518557371497695,3
9504,CCC(CNC(=O)CNCCNC(=O)*)N*,CCC(CNC(=O)CNCCNC(=O)[*])N[*],6.76e-05,-4.1700533040583645,1
9505,CC(CO*)(COC(=O)*)CSCC(N)=O,CC(CO[*])(COC(=O)[*])CSCC(N)=O,0.000107,-3.9706162223147903,1
9506,CC(CNC(=O)*)CNC(=O)CC(C)N*,CC(CNC(=O)[*])CNC(=O)CC(C)N[*],4.6e-05,-4.337242168318426,3
9507,CC(O*)C(=O)N(C)CC(C)(C)OC(=O)*,CC(O[*])C(=O)N(C)CC(C)(C)OC(=O)[*],2.9e-05,-4.537602002101044,0
9508,CCC(NC(=O)*)C(=O)NCC(C)N*,CCC(NC(=O)[*])C(=O)NCC(C)N[*],3.59e-05,-4.444905551421681,3
9509,CC(O*)C(NC(=O)*)C(O)=NO,CC(O[*])C(NC(=O)[*])C(O)=NO,3.84e-05,-4.4156687756324695,0
9510,CC#CCC(COC(=O)*)NCC(C)O*,CC#CCC(COC(=O)[*])NCC(C)O[*],4.69e-05,-4.328827157284917,2
9511,CN(CC(=O)O)CC(COC(=O)*)O*,CN(CC(=O)O)CC(COC(=O)[*])O[*],3.83e-05,-4.416801226031377,0
9512,CC(C)C(=O)NC(C)(CO*)COC(=O)*,CC(C)C(=O)NC(C)(CO[*])COC(=O)[*],4.79e-05,-4.319664486585437,3
9513,CC(OC(=O)*)C(CO*)NC(=O)C(C)(C)C,CC(OC(=O)[*])C(CO[*])NC(=O)C(C)(C)C,4.8e-05,-4.318758762624412,0
9514,CC(CN(C)C(C)CO*)OC(=O)*,CC(CN(C)C(C)CO[*])OC(=O)[*],5.51e-05,-4.258848401148215,2
9515,CC(CS(=O)(=O)C(C)CO*)OC(=O)*,CC(CS(=O)(=O)C(C)CO[*])OC(=O)[*],5.32e-05,-4.274088367704952,1
9516,CC(OC(=O)*)C(=O)NCC(F)(F)CO*,CC(OC(=O)[*])C(=O)NCC(F)(F)CO[*],8.33e-05,-4.079354998593212,1
9517,CCC(CO*)NCC(CC)OC(=O)*,CCC(CO[*])NCC(CC)OC(=O)[*],5.35e-05,-4.2716462179787715,0
9518,CCC(COC(=O)*)NC(=O)C(C)(C)CN*,CCC(COC(=O)[*])NC(=O)C(C)(C)CN[*],3.12e-05,-4.505845405981558,1
9519,CC(CNCCCCCCO*)OC(=O)*,CC(CNCCCCCCO[*])OC(=O)[*],6.31e-05,-4.199970640755866,1
9521,CCC(CNC(=O)CC(CC)OC(=O)*)O*,CCC(CNC(=O)CC(CC)OC(=O)[*])O[*],6.51e-05,-4.186419011431808,3
9522,CCC(C)C(=O)NCC(CN*)OC(=O)*,CCC(C)C(=O)NCC(CN[*])OC(=O)[*],2.3e-05,-4.638272163982407,2
9523,CC(CNC(=O)C(C)CNC(=O)*)N*,CC(CNC(=O)C(C)CNC(=O)[*])N[*],4.16e-05,-4.380906669373258,3
9524,CC(CC(C)(C)CNC(=O)CO*)OC(=O)*,CC(CC(C)(C)CNC(=O)CO[*])OC(=O)[*],4.39e-05,-4.357535479757878,0
9525,CC(C)(CC#N)CNC(=O)C(CNC(=O)*)O*,CC(C)(CC#N)CNC(=O)C(CNC(=O)[*])O[*],3.56e-05,-4.448550002027125,3
9526,CN(C)CC(=O)NC(C)(CO*)COC(=O)*,CN(C)CC(=O)NC(C)(CO[*])COC(=O)[*],8.43e-05,-4.074172425375258,0
9527,CC(CNC(=O)C(C)C(C)NC(=O)*)N*,CC(CNC(=O)C(C)C(C)NC(=O)[*])N[*],3.08e-05,-4.511449283499556,0
9529,CC=CC=CC(=O)NC(CO*)C(C)OC(=O)*,CC=CC=CC(=O)NC(CO[*])C(C)OC(=O)[*],3.7e-05,-4.431798275933005,1
9530,CC(Cl)(CO*)COC(=O)*,CC(Cl)(CO[*])COC(=O)[*],5.5e-05,-4.259637310505756,1
9531,C=CCNC(=O)CNC(CO*)COC(=O)*,C=CCNC(=O)CNC(CO[*])COC(=O)[*],6.44e-05,-4.191114132640188,0
9532,COCC(C)NC(CN*)CNC(=O)*,COCC(C)NC(CN[*])CNC(=O)[*],7.29e-05,-4.137272471682025,2
9533,CCC(C)NCC(CC(C)(C)OC(=O)*)O*,CCC(C)NCC(CC(C)(C)OC(=O)[*])O[*],2.07e-05,-4.684029654543083,3
9534,CC(NC(=O)*)C(C)C(=O)NCCN*,CC(NC(=O)[*])C(C)C(=O)NCCN[*],5.11e-05,-4.291579099865287,3
9536,C=CC(CNC(COC(=O)*)C(F)(F)F)O*,C=CC(CNC(COC(=O)[*])C(F)(F)F)O[*],5.66e-05,-4.247183568811729,1
9537,CC(C)C(OC(=O)*)C(=O)NC(C)(C)CO*,CC(C)C(OC(=O)[*])C(=O)NC(C)(C)CO[*],3.22e-05,-4.492144128304169,2
9538,C#CC(CO*)NC(=O)*,C#CC(CO[*])NC(=O)[*],6.1e-05,-4.214670164989233,0
9539,CN(CC(C)(C)CN*)C(=O)CCNC(=O)*,CN(CC(C)(C)CN[*])C(=O)CCNC(=O)[*],2.57e-05,-4.590066876668706,2
9540,CC(CN(CCCF)CCOC(=O)*)O*,CC(CN(CCCF)CCOC(=O)[*])O[*],7.24e-05,-4.140261433802853,3
9541,CNCC(C)CNC(=O)C(COC(=O)*)N*,CNCC(C)CNC(=O)C(COC(=O)[*])N[*],7.64e-05,-4.11690664142431,2
9542,CC(CO*)(COC(=O)*)NC(=O)C(C)(C)C,CC(CO[*])(COC(=O)[*])NC(=O)C(C)(C)C,6.46e-05,-4.189767482004916,3
9543,CCC(C#CC#CC=CCO*)OC(=O)*,CCC(C#CC#CC=CCO[*])OC(=O)[*],3.3e-05,-4.481486060122113,2
9544,CC(C)CN(C)C(=O)CC(CNC(=O)*)O*,CC(C)CN(C)C(=O)CC(CNC(=O)[*])O[*],1.76e-05,-4.7544873321858505,1
9545,CSC=CC(=O)NC(CO*)COC(=O)*,CSC=CC(=O)NC(CO[*])COC(=O)[*],6.44e-05,-4.191114132640188,0
9546,CC=CCC(CO*)NC(=O)C(C)OC(=O)*,CC=CCC(CO[*])NC(=O)C(C)OC(=O)[*],3.47e-05,-4.459670525209126,1
9547,CC(C)CC(CNC(=O)*)NC(=O)C(C)N*,CC(C)CC(CNC(=O)[*])NC(=O)C(C)N[*],3.77e-05,-4.423658649794207,0
9548,CCCN(CCOC(=O)*)CC(C)(C)O*,CCCN(CCOC(=O)[*])CC(C)(C)O[*],3.84e-05,-4.4156687756324695,3
9549,CC(CO*)(COC(=O)*)NC(=O)C(C)(F)F,CC(CO[*])(COC(=O)[*])NC(=O)C(C)(F)F,7.62e-05,-4.1180450286604,2
9551,CCCC(C)(O*)C(=O)NCCOC(=O)*,CCCC(C)(O[*])C(=O)NCCOC(=O)[*],5.4e-05,-4.267606240177032,2
9552,COCC(NC(=O)*)C(=O)NC(C)CCN*,COCC(NC(=O)[*])C(=O)NC(C)CCN[*],4.86e-05,-4.313363730737707,3
9553,CCC(C)CC(=O)NCC(CN*)OC(=O)*,CCC(C)CC(=O)NCC(CN[*])OC(=O)[*],3.82e-05,-4.4179366370882915,0
9555,CCC(CC)(CNC(=O)C(C)NC(=O)*)N*,CCC(CC)(CNC(=O)C(C)NC(=O)[*])N[*],4.55e-05,-4.341988603342887,2
9556,CCCC(COC(=O)*)N*,CCCC(COC(=O)[*])N[*],6.36e-05,-4.196542884351586,3
9557,CC(NC(=O)CCNC(=O)*)C(C)(C)O*,CC(NC(=O)CCNC(=O)[*])C(C)(C)O[*],4.51e-05,-4.345823458122039,1
9559,CCC(C)C(N*)C(=O)NCC(C)NC(=O)*,CCC(C)C(N[*])C(=O)NCC(C)NC(=O)[*],2.8e-05,-4.552841968657781,1
9560,CC=CC=CC(=O)NCC(COC(=O)*)O*,CC=CC=CC(=O)NCC(COC(=O)[*])O[*],9.62e-05,-4.016824927962187,0
9562,CCCNC(=O)NC(CO*)C(C)OC(=O)*,CCCNC(=O)NC(CO[*])C(C)OC(=O)[*],5.87e-05,-4.231361898752386,3
9563,CC(CCO*)NCCCOC(=O)*,CC(CCO[*])NCCCOC(=O)[*],0.000122,-3.9136401693252516,0
9564,CC(C)(COC(=O)*)C(=O)NCCO*,CC(C)(COC(=O)[*])C(=O)NCCO[*],4.68e-05,-4.329754146925876,0
9565,CC(C)CC(OC(=O)*)C(=O)NCCO*,CC(C)CC(OC(=O)[*])C(=O)NCCO[*],6.14e-05,-4.211831628858833,1
9566,CCNC(=O)NC(CO*)C(C)OC(=O)*,CCNC(=O)NC(CO[*])C(C)OC(=O)[*],6.86e-05,-4.163675884293248,1
9567,CC(CCN(C)C(=O)C(C)O*)OC(=O)*,CC(CCN(C)C(=O)C(C)O[*])OC(=O)[*],3.32e-05,-4.478861916295964,1
9568,CCN(CC(C)OC)CC(CO*)OC(=O)*,CCN(CC(C)OC)CC(CO[*])OC(=O)[*],7.69e-05,-4.114073660198569,2
9569,CC(C)C(C)C(=O)NCC(CNC(=O)*)O*,CC(C)C(C)C(=O)NCC(CNC(=O)[*])O[*],3.82e-05,-4.4179366370882915,0
9570,CC(CNC(=O)C(CC(F)F)NC(=O)*)N*,CC(CNC(=O)C(CC(F)F)NC(=O)[*])N[*],5.57e-05,-4.2541448048262716,3
9571,CC(CNC(=O)*)N(C)C(=O)CCCCN*,CC(CNC(=O)[*])N(C)C(=O)CCCCN[*],4.77e-05,-4.3214816209598865,1
9572,CC(C)C(CCN(C)C(=O)CN*)NC(=O)*,CC(C)C(CCN(C)C(=O)CN[*])NC(=O)[*],4.1e-05,-4.3872161432802645,1
9573,C=CC(CO*)NCC(C)(OC(=O)*)C(F)F,C=CC(CO[*])NCC(C)(OC(=O)[*])C(F)F,6.34e-05,-4.1979107421182675,1
9574,C=CC(CNCCC(C)N*)OC(=O)*,C=CC(CNCCC(C)N[*])OC(=O)[*],4.76e-05,-4.3223930472795065,2
9575,CN(CCNC(=O)*)C(=O)CCN*,CN(CCNC(=O)[*])C(=O)CCN[*],5.58e-05,-4.253365801062421,2
9577,CC(C)(CNC(=O)CCCCNC(=O)*)N*,CC(C)(CNC(=O)CCCCNC(=O)[*])N[*],4.82e-05,-4.31695296176115,1
9578,COC(=O)N(CCCN*)CCCNC(=O)*,COC(=O)N(CCCN[*])CCCNC(=O)[*],7.11e-05,-4.148130399270234,0
9579,CC=C(C)C(=O)N(C)CC(COC(=O)*)O*,CC=C(C)C(=O)N(C)CC(COC(=O)[*])O[*],4.28e-05,-4.368556230986828,1
9580,CC(CC#N)C(=O)NCC(CNC(=O)*)O*,CC(CC#N)C(=O)NCC(CNC(=O)[*])O[*],5.96e-05,-4.2247537402597635,3
9581,CN(CC(C)(C)N*)C(=O)CNC(=O)*,CN(CC(C)(C)N[*])C(=O)CNC(=O)[*],4.18e-05,-4.3788237182249645,0
9583,COCC(CCNC(C)CCO*)OC(=O)*,COCC(CCNC(C)CCO[*])OC(=O)[*],8.85e-05,-4.053056729302175,1
9584,CC(CCNCC(C)OC(=O)*)O*,CC(CCNCC(C)OC(=O)[*])O[*],4.93e-05,-4.30715308072277,2
9585,C=CC=CCCN(CCCO*)CCOC(=O)*,C=CC=CCCN(CCCO[*])CCOC(=O)[*],9.45e-05,-4.024568191490737,3
9586,CCC(CNCCC(C)(C)O*)OC(=O)*,CCC(CNCCC(C)(C)O[*])OC(=O)[*],4.1e-05,-4.3872161432802645,0
9587,CC(CCNC(=O)C(C)C(C)N*)NC(=O)*,CC(CCNC(=O)C(C)C(C)N[*])NC(=O)[*],4.94e-05,-4.306273051076353,0
9588,CC(CO*)NC(=O)C(C)(C)COC(=O)*,CC(CO[*])NC(=O)C(C)(C)COC(=O)[*],6.14e-05,-4.211831628858833,2
9589,CCN(CCNC(=O)*)C(=O)C(C)(C)N*,CCN(CCNC(=O)[*])C(=O)C(C)(C)N[*],3.12e-05,-4.505845405981558,2
9590,CC(NC(=O)*)C(=O)NC(C)(CN*)C(C)C,CC(NC(=O)[*])C(=O)NC(C)(CN[*])C(C)C,3.93e-05,-4.405607449624573,1
9591,CC(C)C(CO*)NC(=O)C(C)(C)OC(=O)*,CC(C)C(CO[*])NC(=O)C(C)(C)OC(=O)[*],7.74e-05,-4.111259039317107,2
9592,CCCCCC(O*)C(C)COC(=O)*,CCCCCC(O[*])C(C)COC(=O)[*],2.84e-05,-4.546681659952962,0
9594,CCC(CO*)N(C)C(=O)COC(=O)*,CCC(CO[*])N(C)C(=O)COC(=O)[*],5.1e-05,-4.292429823902063,1
9595,CCC(C)(CCO*)NC(=O)COC(=O)*,CCC(C)(CCO[*])NC(=O)COC(=O)[*],2.85e-05,-4.54515513999149,0
9596,O=C(CCCCCOC(=O)*)NCCN*,O=C(CCCCCOC(=O)[*])NCCN[*],6.26e-05,-4.20342566678957,3
9597,CCN(C(=O)C(C)(C)O*)C(C)COC(=O)*,CCN(C(=O)C(C)(C)O[*])C(C)COC(=O)[*],2.86e-05,-4.543633966870957,3
9598,CCC=CNCC(CO*)OC(=O)*,CCC=CNCC(CO[*])OC(=O)[*],1.58e-05,-4.801342913045578,0
9599,CCCC(C)(NC(=O)*)C(=O)NC(C)CN*,CCCC(C)(NC(=O)[*])C(=O)NC(C)CN[*],5.38e-05,-4.269217724333611,0
9601,CCC(CC)(CNC(=O)CN*)NC(=O)*,CCC(CC)(CNC(=O)CN[*])NC(=O)[*],4.87e-05,-4.3124710387853655,2
9602,CCOCC(C)(CO*)CC(C)COC(=O)*,CCOCC(C)(CO[*])CC(C)COC(=O)[*],3.61e-05,-4.442492798094342,2
9603,CCC(C)(CNC(=O)C(C)O*)OC(=O)*,CCC(C)(CNC(=O)C(C)O[*])OC(=O)[*],4.25e-05,-4.371611069949688,2
9604,CC(CCO*)NC(=O)C(C)(C)OC(=O)*,CC(CCO[*])NC(=O)C(C)(C)OC(=O)[*],3.77e-05,-4.423658649794207,2
9605,CC(C)C(OC(=O)*)C(=O)NOCCO*,CC(C)C(OC(=O)[*])C(=O)NOCCO[*],7.78e-05,-4.1090204030103115,0
9607,CC(CN*)NC(=O)C(CC(F)F)NC(=O)*,CC(CN[*])NC(=O)C(CC(F)F)NC(=O)[*],4.93e-05,-4.30715308072277,2
9608,CC(CNC(=O)*)C(=O)N(C)CCCN*,CC(CNC(=O)[*])C(=O)N(C)CCCN[*],3.84e-05,-4.4156687756324695,0
9609,CC(CCCNC(=O)*)NC(=O)C(C)(C)N*,CC(CCCNC(=O)[*])NC(=O)C(C)(C)N[*],3.01e-05,-4.521433504406157,1
9610,CCC(CC)CNC(=O)C(CO*)NC(=O)*,CCC(CC)CNC(=O)C(CO[*])NC(=O)[*],5.04e-05,-4.297569463554475,3
9611,CC(C)(C)CC(CCO*)OC(=O)*,CC(C)(C)CC(CCO[*])OC(=O)[*],3.87e-05,-4.412289034981089,0
9612,CNCCN(C)C(=O)CC(CNC(=O)*)O*,CNCCN(C)C(=O)CC(CNC(=O)[*])O[*],5.08e-05,-4.294136287716081,1
9613,CC(CNC(=O)C(C)(C)CNC(=O)*)N*,CC(CNC(=O)C(C)(C)CNC(=O)[*])N[*],4.14e-05,-4.382999658879101,0
9614,CCCCC(CN*)NC(=O)C(C)NC(=O)*,CCCCC(CN[*])NC(=O)C(C)NC(=O)[*],6.24e-05,-4.204815410317576,1
9616,CC(CCNC(=O)*)NC(=O)C(N*)C(C)C,CC(CCNC(=O)[*])NC(=O)C(N[*])C(C)C,3.98e-05,-4.400116927926312,1
9619,CCC(CO*)C(=O)NCCCCOC(=O)*,CCC(CO[*])C(=O)NCCCCOC(=O)[*],9.13e-05,-4.039529222465701,1
9620,CC(CCN*)NC(=O)C(C)CNC(=O)*,CC(CCN[*])NC(=O)C(C)CNC(=O)[*],4.21e-05,-4.375717904164332,1
9621,CC(CN(C)C(C)CNC(=O)*)N*,CC(CN(C)C(C)CNC(=O)[*])N[*],5.4e-05,-4.267606240177032,3
9622,CN(CC(C)(C)NC(=O)*)C(=O)C(C)(C)N*,CN(CC(C)(C)NC(=O)[*])C(=O)C(C)(C)N[*],2.43e-05,-4.614393726401688,2
