Trajectory ID,SMILES,PSMILES,CONDUCTIVITY,log10_cond,fold
29160,CCCN(CC)C(=O)CC(CNC(=O)*)O*,CCCN(CC)C(=O)CC(CNC(=O)[*])O[*],4.17e-05,-4.379863945026242,0
29161,CCC(CNC(COC(=O)*)CN(C)C)O*,CCC(CNC(COC(=O)[*])CN(C)C)O[*],8.59e-05,-4.066006836168758,3
29162,CC(NCC(CN(C)C)OC(=O)*)C(C)O*,CC(NCC(CN(C)C)OC(=O)[*])C(C)O[*],4.68e-05,-4.329754146925876,2
29163,C=CCOC(=O)NC(CO*)COC(=O)*,C=CCOC(=O)NC(CO[*])COC(=O)[*],3.34e-05,-4.476253533188435,1
29164,CC(C)CNC(=O)NC(CO*)COC(=O)*,CC(C)CNC(=O)NC(CO[*])COC(=O)[*],5.43e-05,-4.265200170411153,1
29165,CC(C)(C#N)C(=O)NCC(CO*)OC(=O)*,CC(C)(C#N)C(=O)NCC(CO[*])OC(=O)[*],4.49e-05,-4.347753658996677,3
29166,CC(C)N(CCOC(=O)*)CC(CC#N)O*,CC(C)N(CCOC(=O)[*])CC(CC#N)O[*],2.61e-05,-4.583359492661719,3
29167,COC(C)CN(C)CC(COC(=O)*)O*,COC(C)CN(C)CC(COC(=O)[*])O[*],0.000122,-3.9136401693252516,3
29168,CC(C)CC(=O)N(C)CC(COC(=O)*)O*,CC(C)CC(=O)N(C)CC(COC(=O)[*])O[*],4.71e-05,-4.326979092871104,3
29169,C=CC(O*)C(=O)NC(CC)C(C)OC(=O)*,C=CC(O[*])C(=O)NC(CC)C(C)OC(=O)[*],5.74e-05,-4.241088107602026,0
29170,C=CC(O*)C(=O)NCC(C)COC(=O)*,C=CC(O[*])C(=O)NCC(C)COC(=O)[*],4.31e-05,-4.3655227298392685,3
29171,CC(C#N)CN(C)CC(COC(=O)*)O*,CC(C#N)CN(C)CC(COC(=O)[*])O[*],9.45e-05,-4.024568191490737,0
29172,CCCC(O*)C(COC(=O)*)NC(C)C,CCCC(O[*])C(COC(=O)[*])NC(C)C,1.74e-05,-4.7594507517174005,0
29173,CC(C)(CNCC(CF)OC(=O)*)O*,CC(C)(CNCC(CF)OC(=O)[*])O[*],4.21e-05,-4.375717904164332,1
29174,CN(CC(C)(C)N*)C(=O)CCNC(=O)*,CN(CC(C)(C)N[*])C(=O)CCNC(=O)[*],7.15e-05,-4.145693958198919,1
29175,CC(C)(COC(=O)*)C(=O)NCC#CCO*,CC(C)(COC(=O)[*])C(=O)NCC#CCO[*],3.2e-05,-4.494850021680094,3
29176,CSCC(CNC(C)COC(=O)*)O*,CSCC(CNC(C)COC(=O)[*])O[*],5.58e-05,-4.253365801062421,3
29177,CCOCC(C)N(CCO*)CCOC(=O)*,CCOCC(C)N(CCO[*])CCOC(=O)[*],8.26e-05,-4.083019952679618,0
29178,CC(=O)CN(CC(C)OC(=O)*)C(C)CO*,CC(=O)CN(CC(C)OC(=O)[*])C(C)CO[*],8.51e-05,-4.070070439915412,2
29179,C#CCCC(CNCC(C)OC(=O)*)O*,C#CCCC(CNCC(C)OC(=O)[*])O[*],4.78e-05,-4.320572103387881,0
29180,CC(C)C(C)(O*)C(=O)NCC#CCOC(=O)*,CC(C)C(C)(O[*])C(=O)NCC#CCOC(=O)[*],4.1e-05,-4.3872161432802645,0
29181,C#CCC(CO*)NC(=O)C(CC)COC(=O)*,C#CCC(CO[*])NC(=O)C(CC)COC(=O)[*],4.93e-05,-4.30715308072277,1
29182,CCOCC(CN(C)CC(C)NC(=O)*)O*,CCOCC(CN(C)CC(C)NC(=O)[*])O[*],8.17e-05,-4.087777943467585,0
29183,CC(CCOC(=O)*)CNC(=O)C(C)(C)O*,CC(CCOC(=O)[*])CNC(=O)C(C)(C)O[*],6.04e-05,-4.218963061378868,0
29184,C=CCC(CNC(=O)COC(=O)*)CO*,C=CCC(CNC(=O)COC(=O)[*])CO[*],0.00011,-3.958607314841775,2
29185,CC(C)C(C)(CNC(=O)COC(=O)*)O*,CC(C)C(C)(CNC(=O)COC(=O)[*])O[*],2.32e-05,-4.634512015109101,0
29186,C#CCCCNC(=O)CC(CN*)OC(=O)*,C#CCCCNC(=O)CC(CN[*])OC(=O)[*],8.04e-05,-4.094743951251549,2
29187,C=CCCN(CCN*)CCOC(=O)*,C=CCCN(CCN[*])CCOC(=O)[*],8.51e-05,-4.070070439915412,3
29188,C#CCC(COC(=O)*)NC(=O)C(O*)C(C)C,C#CCC(COC(=O)[*])NC(=O)C(O[*])C(C)C,4.84e-05,-4.315154638355588,0
29189,C=CC(OC(=O)*)C(=O)NCC(O*)C(C)C,C=CC(OC(=O)[*])C(=O)NCC(O[*])C(C)C,3.94e-05,-4.404503778174426,1
29190,O=C(*)NCCC(NC(=O)CCN*)C(F)F,O=C([*])NCCC(NC(=O)CCN[*])C(F)F,6.88e-05,-4.162411561764489,3
29191,CC(C)(C)C(CNC(=O)*)NC(=O)CN*,CC(C)(C)C(CNC(=O)[*])NC(=O)CN[*],2.76e-05,-4.559090917934783,3
29193,C#CCCCNCC(CO*)OC(=O)*,C#CCCCNCC(CO[*])OC(=O)[*],8.53e-05,-4.069050968832477,3
29194,CCOCCC(CNC(C)CO*)OC(=O)*,CCOCCC(CNC(C)CO[*])OC(=O)[*],0.000196,-3.707743928643524,2
29195,C=CC(C)(O*)C(=O)NCC=CCOC(=O)*,C=CC(C)(O[*])C(=O)NCC=CCOC(=O)[*],7.42e-05,-4.129596094720973,3
29196,CC(COC(=O)*)NCC(C)(O*)C(F)F,CC(COC(=O)[*])NCC(C)(O[*])C(F)F,6.14e-05,-4.211831628858833,2
29197,C#CCC(C)(C)C(=O)NC(CO*)COC(=O)*,C#CCC(C)(C)C(=O)NC(CO[*])COC(=O)[*],1.91e-05,-4.718966632752273,0
29198,CC(CNC(=O)*)C(=O)NCC(F)(F)CN*,CC(CNC(=O)[*])C(=O)NCC(F)(F)CN[*],6.79e-05,-4.168130225719499,0
29199,CNC(=O)N(CC(C)O*)C(C)COC(=O)*,CNC(=O)N(CC(C)O[*])C(C)COC(=O)[*],3.44e-05,-4.46344155742847,1
29200,CC(CN(CC#N)CCO*)OC(=O)*,CC(CN(CC#N)CCO[*])OC(=O)[*],9.65e-05,-4.015472686656207,2
29201,CC(CCN(C)CC(CC#N)O*)OC(=O)*,CC(CCN(C)CC(CC#N)O[*])OC(=O)[*],6.72e-05,-4.172630726946175,1
29202,CC(NCC#CCO*)C(C)OC(=O)*,CC(NCC#CCO[*])C(C)OC(=O)[*],4.68e-05,-4.329754146925876,2
29203,C=CC(COC(=O)*)NC(=O)C(C)(C=C)O*,C=CC(COC(=O)[*])NC(=O)C(C)(C=C)O[*],5.08e-05,-4.294136287716081,1
29204,CCC(COC)N(CCO*)CCOC(=O)*,CCC(COC)N(CCO[*])CCOC(=O)[*],8.27e-05,-4.082494490447453,0
29205,CCCC(=O)NCC(CNC(=O)*)O*,CCCC(=O)NCC(CNC(=O)[*])O[*],9.69e-05,-4.013676222949234,1
29206,C=CC(O*)C(=O)N(C)CCC(C)OC(=O)*,C=CC(O[*])C(=O)N(C)CCC(C)OC(=O)[*],5.85e-05,-4.23284413391782,2
29207,C=CC(O*)C(=O)N(C)CC(C)OC(=O)*,C=CC(O[*])C(=O)N(C)CC(C)OC(=O)[*],2.71e-05,-4.567030709125595,2
29208,CCN(CCC#N)C(=O)CC(CN*)OC(=O)*,CCN(CCC#N)C(=O)CC(CN[*])OC(=O)[*],0.000101,-3.9956786262173574,2
29209,C=CC(O*)C(=O)NC(C)(CC)COC(=O)*,C=CC(O[*])C(=O)NC(C)(CC)COC(=O)[*],7.14e-05,-4.146301788223826,1
29210,COCCCCN(C)CC(CO*)OC(=O)*,COCCCCN(C)CC(CO[*])OC(=O)[*],0.000154,-3.812479279163537,3
29211,CC(C)(C#N)CC(CNCCOC(=O)*)O*,CC(C)(C#N)CC(CNCCOC(=O)[*])O[*],6.18e-05,-4.209011524911184,1
29212,CCC(CNC(=O)C(C)(C)N*)NC(=O)*,CCC(CNC(=O)C(C)(C)N[*])NC(=O)[*],0.0001,-4.0,2
29213,CC(CCOC(=O)*)N(C)CCO*,CC(CCOC(=O)[*])N(C)CCO[*],7.43e-05,-4.129011186239425,1
29214,CCCCN(C)C(=O)CC(CNC(=O)*)O*,CCCCN(C)C(=O)CC(CNC(=O)[*])O[*],3.45e-05,-4.462180904926726,1
29215,C=CC(OC(=O)*)C(=O)NCCCCCO*,C=CC(OC(=O)[*])C(=O)NCCCCCO[*],6.72e-05,-4.172630726946175,1
29216,C=CC(C)(CC(=O)N(C)CCOC(=O)*)O*,C=CC(C)(CC(=O)N(C)CCOC(=O)[*])O[*],5.7e-05,-4.2441251443275085,2
29217,C=CC(C)(OC(=O)*)C(=O)NCC(CC)O*,C=CC(C)(OC(=O)[*])C(=O)NCC(CC)O[*],7.21e-05,-4.142064735280571,0
29218,CC(CNC(=O)C(C)(C)CO*)OC(=O)*,CC(CNC(=O)C(C)(C)CO[*])OC(=O)[*],8.52e-05,-4.0695604052333,0
29219,CC(C)C(F)C(=O)NC(CO*)COC(=O)*,CC(C)C(F)C(=O)NC(CO[*])COC(=O)[*],3.55e-05,-4.449771646944906,3
29220,CCC(CN(CCO*)CCOC(=O)*)OC,CCC(CN(CCO[*])CCOC(=O)[*])OC,0.000154,-3.812479279163537,3
29221,C=CC(C)(CC(=O)NCC=CCOC(=O)*)O*,C=CC(C)(CC(=O)NCC=CCOC(=O)[*])O[*],5.18e-05,-4.285670240254767,1
29222,CC(CC(=O)N(C)CCCN*)NC(=O)*,CC(CC(=O)N(C)CCCN[*])NC(=O)[*],5.11e-05,-4.291579099865287,3
29223,CCC(CC)(COC(=O)*)C(=O)NCCO*,CCC(CC)(COC(=O)[*])C(=O)NCCO[*],3.71e-05,-4.430626090384954,0
29224,C=C(C)CNC(=O)CC(CNC(=O)*)O*,C=C(C)CNC(=O)CC(CNC(=O)[*])O[*],6.33e-05,-4.198596289982645,1
29225,CCCC(C)C(=O)NCC(CNC(=O)*)O*,CCCC(C)C(=O)NCC(CNC(=O)[*])O[*],7.23e-05,-4.140861702705469,2
29226,C#CCN(C)CC(C)(CO*)COC(=O)*,C#CCN(C)CC(C)(CO[*])COC(=O)[*],4.45e-05,-4.351639989019069,3
29227,CC(C)(CCN*)NC(=O)CCCNC(=O)*,CC(C)(CCN[*])NC(=O)CCCNC(=O)[*],3.41e-05,-4.467245621007502,1
29228,CC(O*)C(CNC(=O)CCCF)OC(=O)*,CC(O[*])C(CNC(=O)CCCF)OC(=O)[*],6.47e-05,-4.189095719331299,0
29229,C=C(CO*)C(=O)N(CC)C(C)COC(=O)*,C=C(CO[*])C(=O)N(CC)C(C)COC(=O)[*],7.02e-05,-4.153662887870195,0
29230,C=CCN(CC=C)C(=O)CC(CN*)OC(=O)*,C=CCN(CC=C)C(=O)CC(CN[*])OC(=O)[*],7.44e-05,-4.128427064454121,0
29231,CCC(CC)(CNC(=O)CO*)COC(=O)*,CCC(CC)(CNC(=O)CO[*])COC(=O)[*],4.11e-05,-4.386158178123931,1
29232,CC(CNC(=O)CC#N)(CO*)COC(=O)*,CC(CNC(=O)CC#N)(CO[*])COC(=O)[*],3.91e-05,-4.407823242604133,0
29233,CN(CCNC(=O)*)C(=O)CCC(C)(C)N*,CN(CCNC(=O)[*])C(=O)CCC(C)(C)N[*],4.88e-05,-4.311580177997289,1
29234,CC(CN*)C(=O)NCC(C)(C)NC(=O)*,CC(CN[*])C(=O)NCC(C)(C)NC(=O)[*],3.87e-05,-4.412289034981089,1
29235,CC(CNC(=O)C(F)F)(CO*)COC(=O)*,CC(CNC(=O)C(F)F)(CO[*])COC(=O)[*],4.76e-05,-4.3223930472795065,2
29236,CC(CN(C)C(=O)C(C)(C)COC(=O)*)O*,CC(CN(C)C(=O)C(C)(C)COC(=O)[*])O[*],3.33e-05,-4.47755576649368,0
29237,C=CC(OC(=O)*)C(=O)NC(C)C(C)(C)O*,C=CC(OC(=O)[*])C(=O)NC(C)C(C)(C)O[*],4.91e-05,-4.308918507877031,1
29238,CC(C)(C)C(OC(=O)*)C(=O)NCCCO*,CC(C)(C)C(OC(=O)[*])C(=O)NCCCO[*],2.75e-05,-4.560667306169737,0
29239,O=C(CCCCOC(=O)*)NCC#CCO*,O=C(CCCCOC(=O)[*])NCC#CCO[*],6.49e-05,-4.187755303199631,0
29240,CC(C)C(OC(=O)*)C(=O)NCC#CCO*,CC(C)C(OC(=O)[*])C(=O)NCC#CCO[*],3.78e-05,-4.422508200162775,1
29241,CCN(C)C(=O)CC(CNC(=O)*)O*,CCN(C)C(=O)CC(CNC(=O)[*])O[*],5.79e-05,-4.2373214362725635,1
29242,CN(CC(CO*)OC(=O)*)C(=O)C(F)F,CN(CC(CO[*])OC(=O)[*])C(=O)C(F)F,3.31e-05,-4.480172006224281,1
29243,CC(CNC(=O)CCCNC(=O)*)N*,CC(CNC(=O)CCCNC(=O)[*])N[*],4e-05,-4.3979400086720375,1
29244,C=CC(C)(OC(=O)*)C(=O)N(C)CCCO*,C=CC(C)(OC(=O)[*])C(=O)N(C)CCCO[*],2.41e-05,-4.617982957425132,1
29245,C=C(CO*)C(=O)N(C)C(C)CCOC(=O)*,C=C(CO[*])C(=O)N(C)C(C)CCOC(=O)[*],5.98e-05,-4.22329881601159,0
29246,CCC(O*)C(=O)OCC(C)COC(=O)*,CCC(O[*])C(=O)OCC(C)COC(=O)[*],3.41e-05,-4.467245621007502,2
29247,CN(CC(COC(=O)*)O*)C(=O)C(C)(F)F,CN(CC(COC(=O)[*])O[*])C(=O)C(C)(F)F,6.34e-05,-4.1979107421182675,1
29248,CC(CC(C)(C)CNC(=O)CNC(=O)*)O*,CC(CC(C)(C)CNC(=O)CNC(=O)[*])O[*],5.11e-05,-4.291579099865287,0
29249,CSCCC(O*)C(=O)NCCOC(=O)*,CSCCC(O[*])C(=O)NCCOC(=O)[*],7.53e-05,-4.1232050237993,3
29250,CC(CNCCO*)(OC(=O)*)C(F)F,CC(CNCCO[*])(OC(=O)[*])C(F)F,5.15e-05,-4.288192770958809,2
29251,CCC(CO*)C(=O)NCCC(C)OC(=O)*,CCC(CO[*])C(=O)NCCC(C)OC(=O)[*],2.75e-05,-4.560667306169737,2
29252,CC=CC=CC(=O)N(C)CC(CO*)OC(=O)*,CC=CC=CC(=O)N(C)CC(CO[*])OC(=O)[*],2.53e-05,-4.5968794788241825,2
29253,CC(C)CC(CNC(=O)*)NC(=O)CCN*,CC(C)CC(CNC(=O)[*])NC(=O)CCN[*],5.17e-05,-4.286509456906058,2
29254,CC(C)(CCCNC(=O)COC(=O)*)CO*,CC(C)(CCCNC(=O)COC(=O)[*])CO[*],5.38e-05,-4.269217724333611,1
29255,CCCC(C)(N*)C(=O)NCC(C)NC(=O)*,CCCC(C)(N[*])C(=O)NCC(C)NC(=O)[*],4.91e-05,-4.308918507877031,2
29256,CCC(=O)NCC(C)(CO*)COC(=O)*,CCC(=O)NCC(C)(CO[*])COC(=O)[*],2.8e-05,-4.552841968657781,3
29257,CC(CN*)CNC(=O)CCCCNC(=O)*,CC(CN[*])CNC(=O)CCCCNC(=O)[*],8.12e-05,-4.090443970758825,0
29258,C=C(COC(=O)*)C(=O)NCC(CC)O*,C=C(COC(=O)[*])C(=O)NCC(CC)O[*],9.24e-05,-4.0343280287798935,1
29259,CCN(CCOC(=O)*)C(=O)CC(C)(C)O*,CCN(CCOC(=O)[*])C(=O)CC(C)(C)O[*],5.01e-05,-4.300162274132754,3
29260,N#CCCCC(NC(=O)*)C(=O)NCCCO*,N#CCCCC(NC(=O)[*])C(=O)NCCCO[*],7.29e-05,-4.137272471682025,2
29261,CC(N*)C(C)C(=O)NC(C)(C)CNC(=O)*,CC(N[*])C(C)C(=O)NC(C)(C)CNC(=O)[*],3.27e-05,-4.485452247339714,1
29262,CN(CCNC(=O)*)CC(C)(C)N*,CN(CCNC(=O)[*])CC(C)(C)N[*],6.49e-05,-4.187755303199631,3
29263,CC(CCNC(=O)C(C)(C)CNC(=O)*)N*,CC(CCNC(=O)C(C)(C)CNC(=O)[*])N[*],3.4e-05,-4.468521082957745,1
29264,CCC(CO*)C(=O)NCC(C)(C)OC(=O)*,CCC(CO[*])C(=O)NCC(C)(C)OC(=O)[*],5.62e-05,-4.250263684430939,1
29265,CC(CCN*)NC(=O)CC(C)(C)NC(=O)*,CC(CCN[*])NC(=O)CC(C)(C)NC(=O)[*],6.54e-05,-4.184422251675732,0
29266,CCCCC(=O)N(C)CC(COC(=O)*)O*,CCCCC(=O)N(C)CC(COC(=O)[*])O[*],4.15e-05,-4.3819519032879075,0
29267,CC(COC(=O)*)CS(=O)(=O)CCO*,CC(COC(=O)[*])CS(=O)(=O)CCO[*],4.72e-05,-4.3260580013659125,2
29268,CC(C)CC(NC(=O)*)C(=O)NCC#CCO*,CC(C)CC(NC(=O)[*])C(=O)NCC#CCO[*],3.04e-05,-4.517126416391246,1
29269,COCC(CN(C)C(C)CCOC(=O)*)O*,COCC(CN(C)C(C)CCOC(=O)[*])O[*],8.56e-05,-4.0675262353228465,2
29270,C=CCC(C)NC(=O)CC(CN*)OC(=O)*,C=CCC(C)NC(=O)CC(CN[*])OC(=O)[*],5.35e-05,-4.2716462179787715,0
29271,CCC(C)(C)C(=O)NCC(CN*)OC(=O)*,CCC(C)(C)C(=O)NCC(CN[*])OC(=O)[*],5.24e-05,-4.280668713016273,1
29272,CC(C)(CCOC(=O)*)CNC(=O)CO*,CC(C)(CCOC(=O)[*])CNC(=O)CO[*],6.87e-05,-4.16304326294045,1
29273,CC(C)(F)C(=O)NC(CO*)COC(=O)*,CC(C)(F)C(=O)NC(CO[*])COC(=O)[*],6.02e-05,-4.220403508742176,0
29274,CC(C)(C)CC(=O)NCC(CNC(=O)*)O*,CC(C)(C)CC(=O)NCC(CNC(=O)[*])O[*],6.32e-05,-4.199282921717615,0
29275,CC(=O)CN(CCCO*)CCOC(=O)*,CC(=O)CN(CCCO[*])CCOC(=O)[*],0.000146,-3.835647144215563,1
29276,CCC(CO*)N(C)C(=O)C(C)OC(=O)*,CCC(CO[*])N(C)C(=O)C(C)OC(=O)[*],4.75e-05,-4.323306390375134,1
29277,CN(CCO*)C(=O)C(OC(=O)*)C(C)(C)C,CN(CCO[*])C(=O)C(OC(=O)[*])C(C)(C)C,2e-05,-4.698970004336019,3
29278,CCOC=CC(=O)NC(CO*)COC(=O)*,CCOC=CC(=O)NC(CO[*])COC(=O)[*],6.24e-05,-4.204815410317576,0
29279,C=CC(OC(=O)*)C(=O)N(C)C(CC)CO*,C=CC(OC(=O)[*])C(=O)N(C)C(CC)CO[*],3.63e-05,-4.440093374963888,0
29280,C=CC(C)(C)C(=O)NC(CO*)COC(=O)*,C=CC(C)(C)C(=O)NC(CO[*])COC(=O)[*],6.78e-05,-4.168770306132937,2
29281,CCC(CNCC(CF)OC(=O)*)O*,CCC(CNCC(CF)OC(=O)[*])O[*],5.11e-05,-4.291579099865287,1
29282,CC(CNCCCO*)(OC(=O)*)C(F)F,CC(CNCCCO[*])(OC(=O)[*])C(F)F,6.43e-05,-4.191789027075778,1
29283,CC(C)(C#N)CNC(=O)CC(CNC(=O)*)O*,CC(C)(C#N)CNC(=O)CC(CNC(=O)[*])O[*],8.54e-05,-4.068542129310995,1
29284,COCC(O*)C(=O)OCCC(C)OC(=O)*,COCC(O[*])C(=O)OCCC(C)OC(=O)[*],3.76e-05,-4.424812155072339,0
29285,O=C(*)OCCN(CCO*)C(=O)OCCF,O=C([*])OCCN(CCO[*])C(=O)OCCF,4.63e-05,-4.334419008982047,3
29286,CCSCCNC(CN*)CNC(=O)*,CCSCCNC(CN[*])CNC(=O)[*],0.000182,-3.7399286120149253,0
29287,CN(CCCN*)C(=O)C(C)(C)CNC(=O)*,CN(CCCN[*])C(=O)C(C)(C)CNC(=O)[*],3.87e-05,-4.412289034981089,3
29288,CC(C)(CNC(=O)CO*)C(C)(C)OC(=O)*,CC(C)(CNC(=O)CO[*])C(C)(C)OC(=O)[*],2.04e-05,-4.690369832574102,1
29289,CCN(CCNC(=O)*)C(=O)CC(C)N*,CCN(CCNC(=O)[*])C(=O)CC(C)N[*],4.18e-05,-4.3788237182249645,2
29290,CCCCN(CCO*)C(=O)COC(=O)*,CCCCN(CCO[*])C(=O)COC(=O)[*],4.52e-05,-4.3448615651886175,1
29291,O=C(CO*)NCCSCCCOC(=O)*,O=C(CO[*])NCCSCCCOC(=O)[*],0.000105,-3.9788107009300617,2
29292,CC(CNC(=O)CCC(C)(C)NC(=O)*)N*,CC(CNC(=O)CCC(C)(C)NC(=O)[*])N[*],5.71e-05,-4.243363891754152,1
29293,C[Si](C)(C)CNC(CO*)COC(=O)*,C[Si](C)(C)CNC(CO[*])COC(=O)[*],2.29e-05,-4.640164517660112,2
29294,O=C(*)OCC(CO*)NCCCCF,O=C([*])OCC(CO[*])NCCCCF,7.39e-05,-4.131355561605174,0
29295,C=CC(CO*)NC(C)CCOC(=O)*,C=CC(CO[*])NC(C)CCOC(=O)[*],0.000119,-3.9244530386074694,1
29296,CC(C)C(C)(OC(=O)*)C(=O)OCCO*,CC(C)C(C)(OC(=O)[*])C(=O)OCCO[*],3.89e-05,-4.410050398674293,1
29297,CC(O*)C(=O)N(C)C(C)C(C)(C)OC(=O)*,CC(O[*])C(=O)N(C)C(C)C(C)(C)OC(=O)[*],4.5e-05,-4.346787486224656,1
29298,CCC(COC(=O)*)NC(=O)C(C)(C)CO*,CCC(COC(=O)[*])NC(=O)C(C)(C)CO[*],4.12e-05,-4.3851027839668655,1
29299,CC(C)(CCC(=O)NOCCO*)OC(=O)*,CC(C)(CCC(=O)NOCCO[*])OC(=O)[*],6.38e-05,-4.195179321278838,1
29300,CC(CCNC(=O)*)NC(=O)CCCN*,CC(CCNC(=O)[*])NC(=O)CCCN[*],4.84e-05,-4.315154638355588,2
29301,CN(CCOC(=O)*)C(=O)CC(C)(C)O*,CN(CCOC(=O)[*])C(=O)CC(C)(C)O[*],2.57e-05,-4.590066876668706,0
29302,C=CCCCNC(=O)CC(CNC(=O)*)O*,C=CCCCNC(=O)CC(CNC(=O)[*])O[*],5.49e-05,-4.2604276555499085,1
29303,CCOCC(CN(C)C(C)CN*)OC(=O)*,CCOCC(CN(C)C(C)CN[*])OC(=O)[*],9.6e-05,-4.017728766960432,3
29304,CC(C)(C)C(CO*)NC(=O)CNC(=O)*,CC(C)(C)C(CO[*])NC(=O)CNC(=O)[*],3.2e-05,-4.494850021680094,1
29305,CCCCS(=O)(=O)CC(CO*)OC(=O)*,CCCCS(=O)(=O)CC(CO[*])OC(=O)[*],7.81e-05,-4.1073489661227,1
29306,CC(CC(=O)N(C)CCN*)NC(=O)*,CC(CC(=O)N(C)CCN[*])NC(=O)[*],6.04e-05,-4.218963061378868,0
29307,CN(CCO*)C(=O)CCC(C)(C)OC(=O)*,CN(CCO[*])C(=O)CCC(C)(C)OC(=O)[*],3.97e-05,-4.401209493236885,3
29308,CC(O*)C(=O)NC(CCOC(=O)*)C(C)C,CC(O[*])C(=O)NC(CCOC(=O)[*])C(C)C,4.84e-05,-4.315154638355588,1
29309,CCC(NCC(COC)O*)C(C)OC(=O)*,CCC(NCC(COC)O[*])C(C)OC(=O)[*],6.34e-05,-4.1979107421182675,0
29310,CC(CO*)(COC(=O)*)NC(=O)CCCF,CC(CO[*])(COC(=O)[*])NC(=O)CCCF,5.76e-05,-4.239577516576788,2
29311,COCC(C)(CO*)NCC(C)COC(=O)*,COCC(C)(CO[*])NCC(C)COC(=O)[*],5.8e-05,-4.236572006437063,2
29312,CCN(CCNC(=O)*)C(=O)NCC(C)N*,CCN(CCNC(=O)[*])C(=O)NCC(C)N[*],3.07e-05,-4.512861624522814,0
29313,CCC(NC(=O)CO*)C(C)(C)OC(=O)*,CCC(NC(=O)CO[*])C(C)(C)OC(=O)[*],4.76e-05,-4.3223930472795065,3
29314,CC(C)(CC(=O)NOCCOC(=O)*)O*,CC(C)(CC(=O)NOCCOC(=O)[*])O[*],4.84e-05,-4.315154638355588,1
29315,CC(C)(CC(=O)NC(C)(C)CN*)NC(=O)*,CC(C)(CC(=O)NC(C)(C)CN[*])NC(=O)[*],3.74e-05,-4.42712839779952,0
29316,COCC(CNCC=CCOC(=O)*)O*,COCC(CNCC=CCOC(=O)[*])O[*],8.38e-05,-4.076755981369724,1
29317,O=C(*)OCCN(CC=CCl)CCN*,O=C([*])OCCN(CC=CCl)CCN[*],9.42e-05,-4.025949097207123,2
29318,CCC(CC)(CN*)NC(=O)CNC(=O)*,CCC(CC)(CN[*])NC(=O)CNC(=O)[*],3.53e-05,-4.452225294612178,3
29319,CCC(CCOC(=O)*)CNC(=O)CO*,CCC(CCOC(=O)[*])CNC(=O)CO[*],4.97e-05,-4.303643611266668,2
29320,CCC(CNC(=O)CCCCN*)NC(=O)*,CCC(CNC(=O)CCCCN[*])NC(=O)[*],4.96e-05,-4.304518323509803,0
29321,CCC(NC(=O)*)C(=O)N(CC)CCN*,CCC(NC(=O)[*])C(=O)N(CC)CCN[*],3.32e-05,-4.478861916295964,2
29323,CC(N*)C(=O)N(C)CC(C)(C)NC(=O)*,CC(N[*])C(=O)N(C)CC(C)(C)NC(=O)[*],2.34e-05,-4.6307841425898575,1
29324,CCN(CCNC(=O)*)C(=O)C(C)N*,CCN(CCNC(=O)[*])C(=O)C(C)N[*],4.4e-05,-4.356547323513813,1
29325,CC(C)(C)CC(COC(=O)*)NC(=O)CO*,CC(C)(C)CC(COC(=O)[*])NC(=O)CO[*],5.93e-05,-4.226945306635738,1
29326,CC(C)C(CNC(=O)C(C)(C)N*)NC(=O)*,CC(C)C(CNC(=O)C(C)(C)N[*])NC(=O)[*],4.67e-05,-4.330683119433888,3
29327,CC(C)(CNC(=O)C(C)(C)OC(=O)*)CO*,CC(C)(CNC(=O)C(C)(C)OC(=O)[*])CO[*],4.5e-05,-4.346787486224656,1
29328,CCC(C)C(CNC(=O)C(C)N*)OC(=O)*,CCC(C)C(CNC(=O)C(C)N[*])OC(=O)[*],2.5e-05,-4.6020599913279625,0
29329,CC(CNC(=O)CN*)CC(C)OC(=O)*,CC(CNC(=O)CN[*])CC(C)OC(=O)[*],4.43e-05,-4.3535962737769305,1
29330,CC(NC(=O)*)C(C)C(=O)NCC(C)(C)N*,CC(NC(=O)[*])C(C)C(=O)NCC(C)(C)N[*],3.83e-05,-4.416801226031377,2
29331,CCCC(CCO*)NC(=O)COC(=O)*,CCCC(CCO[*])NC(=O)COC(=O)[*],6.9e-05,-4.161150909262744,0
29332,CCCOC(=O)NC(COC(=O)*)C(C)O*,CCCOC(=O)NC(COC(=O)[*])C(C)O[*],2.75e-05,-4.560667306169737,1
29333,CC(C)CC(CO*)NC(=O)C(C)OC(=O)*,CC(C)CC(CO[*])NC(=O)C(C)OC(=O)[*],4.03e-05,-4.394694953858891,2
29334,CC(C)(CCCN*)NC(=O)CCNC(=O)*,CC(C)(CCCN[*])NC(=O)CCNC(=O)[*],3.51e-05,-4.454692883534176,2
29335,CC(C)(CNC(=O)*)NC(=O)CCCCN*,CC(C)(CNC(=O)[*])NC(=O)CCCCN[*],5.2e-05,-4.2839966563652006,1
29336,CC(C)C(CNC(=O)CCNC(=O)*)CO*,CC(C)C(CNC(=O)CCNC(=O)[*])CO[*],4.18e-05,-4.3788237182249645,2
29337,CCC(CNC(=O)CCN*)NC(=O)*,CCC(CNC(=O)CCN[*])NC(=O)[*],0.000103,-3.987162775294828,2
29338,CCN(CCN*)C(=O)CC(C)(C)NC(=O)*,CCN(CCN[*])C(=O)CC(C)(C)NC(=O)[*],5.88e-05,-4.230622673923862,0
