condition,n,mae_cond,rmse_cond,mae_log10,rmse_log10,mae_factor_approx,rmse_factor_approx
CONDUCTIVITY >= 0.0001,701,5.281150057616725e-05,0.0001032432580361541,0.1705610440824527,0.21136460763790554,1.4810204116737826,1.6269140421608388
