model_id,scheme_id,scheme_name,scheme_params,regressor,ridge_alpha,n_samples,n_high_true_ge_1e4,mae_log10,rmse_log10,r2,pearson,spearman,median_abs_error_log10,p90_abs_error_log10,max_abs_error_log10,precision_at_1e4,recall_at_1e4,f1_at_1e4,threshold_enrichment_at_1e4,top100_true_ge_1e4_hit_rate,top100_enrichment,top100_mean_true_log10_cond,top100_median_true_log10_cond,tail_mae_true_ge_1e4,tail_rmse_true_ge_1e4,baseline_model_id,delta_mae_vs_baseline,delta_rmse_vs_baseline,delta_spearman_vs_baseline,delta_recall_at_1e4_vs_baseline,delta_top100_enrichment_vs_baseline,passes_screening_constraints,score_recall_at_1e4,score_top100_enrichment,score_spearman,score_tail_mae_inverse,score_global_mae_inverse,cej_screening_score,pareto_candidate,recommended_role
smooth_sigmoid_tail_a2_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a2_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.1,Ridge,100.0,6270,701,0.13370910672925804,0.17606828597418675,0.4696634048792001,0.6958261681088983,0.6534024979322697,0.10768089078586263,0.27473618040959896,1.0270824766830682,0.6539130434782608,0.536376604850214,0.5893416927899686,5.848837065062333,0.95,8.497146932952925,-3.6276598076681,-3.688246138944246,0.1485867906159986,0.18909088237663332,baseline_unweighted__ridge_alpha_1,-0.003342740705155306,-0.0021172959501866706,0.014253455235442747,0.08559201141226819,0.08944365192582104,True,0.5539568345323741,0.5999999999999992,0.9555509259251351,0.5681912965616894,0.9019937409985165,0.7001271494521513,True,not recommended
aggressive_high_tail_step__ridge_alpha_100,aggressive_high_tail_step,Scheme D: aggressive_high_tail_step,,Ridge,100.0,6270,701,0.13449795982709634,0.1774453999259576,0.46133493090091093,0.6937872625068362,0.6503929595719686,0.10656993164342032,0.2775661259484289,1.148976113117083,0.6523235800344234,0.5406562054208274,0.5912636505460218,5.834620323560392,0.95,8.497146932952925,-3.628318101471228,-3.688246138944246,0.1456376867312709,0.18540430980087877,baseline_unweighted__ridge_alpha_1,-0.002553887607317007,-0.0007401819984158287,0.011243916875141702,0.08987161198288157,0.08944365192582104,True,0.5755395683453236,0.5999999999999992,0.8225186220308576,0.6308010744025813,0.8353088373950329,0.6783051032621444,True,not recommended
recall_focused_near_threshold__ridge_alpha_100,recall_focused_near_threshold,Scheme F: recall_focused_near_threshold,,Ridge,100.0,6270,701,0.13775813948305243,0.18263138887814906,0.4293889639998414,0.6923620212602296,0.6482242840667554,0.11003802286848385,0.28557124732914235,1.1479447792654724,0.6550522648083623,0.536376604850214,0.5898039215686274,5.85902667667394,0.96,8.586590584878744,-3.6220645163652616,-3.688246138944246,0.14094355666018027,0.17808313502444587,baseline_unweighted__ridge_alpha_1,0.00070629204863909,0.004445806953775638,0.009075241369928433,0.08559201141226819,0.1788873038516403,True,0.5539568345323741,0.7999999999999976,0.7266554482420547,0.7304579370954221,0.5597128275888641,0.6773459129841468,False,not recommended
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,1.0,6270,701,0.14395678513178242,0.1881407454367379,0.39444297865498334,0.6731435208149774,0.6366410963594673,0.11561257518038559,0.2958190887418054,0.9210244441698645,0.5530012771392082,0.6176890156918687,0.5835579514824798,4.94624537469734,0.97,8.676034236804565,-3.6367589417642163,-3.714466010694877,0.13245482930308677,0.17545638232099864,baseline_unweighted__ridge_alpha_1,0.006904937697369079,0.009955163512364473,-0.0025079463373596234,0.16690442225392293,0.26833095577746136,True,0.964028776978417,1.0,0.21463733693734802,0.9106744892256615,0.03571654907967724,0.6758933173778747,False,not recommended
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,100.0,6270,701,0.1353961937465611,0.1793345420595857,0.4498042650189601,0.6941907813308379,0.650503372565283,0.10803033182987543,0.27857435164965,1.1405998735693892,0.6523235800344234,0.5406562054208274,0.5912636505460218,5.834620323560392,0.95,8.497146932952925,-3.6260924414799263,-3.688246138944246,0.14318543299682837,0.1816706576991466,baseline_unweighted__ridge_alpha_1,-0.0016556536878522543,0.0011489601352122902,0.011354329868456081,0.08987161198288157,0.08944365192582104,True,0.5755395683453236,0.5999999999999992,0.8273992692006136,0.6828626726114619,0.7593775359942689,0.6757007772173131,True,not recommended
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_100,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,100.0,6270,701,0.13422159096191374,0.1774069103630038,0.46156858851624516,0.6954049314567369,0.6518965666840627,0.107095392320526,0.27661396968859836,1.0941422685387305,0.6642728904847397,0.5278174037089871,0.5882352941176471,5.941499320027558,0.95,8.497146932952925,-3.6276598076681,-3.688246138944246,0.14734470662371246,0.1863399711371401,baseline_unweighted__ridge_alpha_1,-0.0028302564724995982,-0.000778671561369626,0.012747523987235776,0.07703281027104131,0.08944365192582104,True,0.5107913669064745,0.5999999999999992,0.8889834064350965,0.5945608670673224,0.8586714015837369,0.6734793633112967,False,not recommended
high_tail_step__ridge_alpha_100,high_tail_step,Scheme C: high_tail_step,,Ridge,100.0,6270,701,0.13327069049376256,0.17534068604263345,0.4740375664249662,0.6960680054482792,0.6527363824121362,0.10670986798949977,0.27325092354484126,1.0634710646370573,0.6605839416058394,0.5164051355206848,0.579663730984788,5.9085040140779075,0.95,8.497146932952925,-3.6276598076680995,-3.688246138944246,0.15251448063823775,0.19269712304943015,baseline_unweighted__ridge_alpha_1,-0.0037811569406507872,-0.0028448958817399728,0.013587339715309232,0.06562054208273899,0.08944365192582104,True,0.4532374100719426,0.5999999999999992,0.9261062498007104,0.4848060346881545,0.9390548167328113,0.6621097301912724,True,not recommended
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,0.1,6270,701,0.1443382483969835,0.18857602919480068,0.39163769523587555,0.6718031532748922,0.6352145740606708,0.1158790982119684,0.29586876613611174,0.9240364449780012,0.5524296675191815,0.6162624821683309,0.5826028320971005,4.941132689508229,0.97,8.676034236804565,-3.63630136685861,-3.714466010694877,0.1327767163804936,0.17597778884422766,baseline_unweighted__ridge_alpha_1,0.007286400962570161,0.010390447270427261,-0.0039344686361560965,0.1654778887303851,0.26833095577746136,True,0.9568345323741004,1.0,0.15157997555968053,0.9038407935696146,0.003469935435246147,0.6556212375561903,False,not recommended
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,0.01,6270,701,0.14437929620794937,0.18862371571196923,0.3913299748147836,0.6716570399647513,0.635049871920465,0.11591581843708898,0.29610725233958746,0.9242982543332543,0.5512820512820513,0.6134094151212554,0.5806887238352465,4.930867990782399,0.97,8.676034236804565,-3.6363013668586097,-3.714466010694877,0.13281137973689747,0.176034674689413,baseline_unweighted__ridge_alpha_1,0.007327448773536027,0.01043813378759581,-0.0040991707763619045,0.16262482168330955,0.26833095577746136,True,0.9424460431654675,1.0,0.14429955492875518,0.9031048869591676,0.0,0.649937154820993,False,not recommended
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,1.0,6270,701,0.14031246703942185,0.18360394708957697,0.4232954870472282,0.6788071723511038,0.6386569840621205,0.111510571785987,0.28882487513164645,0.8935296099135468,0.5884101040118871,0.5649072753209701,0.5764192139737992,5.262954853287493,0.97,8.676034236804565,-3.6376913356444875,-3.709965388637482,0.13982859656478813,0.1804203268440523,baseline_unweighted__ridge_alpha_1,0.003260619605008508,0.005418365165203554,-0.0004920586347064715,0.11412268188302427,0.26833095577746136,True,0.6978417266187051,1.0,0.3037467462120865,0.7541286542361328,0.34378531543864616,0.6498968763483105,False,not recommended
