dataset,sample_id,traj_id,replica,group,cutoff_source,cutoff_nm,method_id,method,parameter,n_frames,sigma_cNE0_corrected_S_cm,sigma_NE_S_cm,sigma_ref_S_cm,pred_ref,NE_ref,cNE_over_NE,abs_log_error,D_Li_cm2s,D_an_cm2s,V_nm3,N_LI,N_AN,neutral_pop,charged_pop,free_cation_count,free_anion_count,free_cation_fraction,free_anion_fraction,largest_cluster_size,pop_1_0,pop_0_1,pop_1_1,pop_2_1,pop_1_2,pop_2_2,alpha_Li_sum,alpha_AN_sum
ref,Traj_26491,26491,1,middle_stratified,rdf_min,0.33,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,2.79807147377846e-05,0.0001021471751995,2.87e-05,0.9749377957416236,3.5591350243728224,0.2739254872504938,0.0110230928429683,1.1628462953112492e-08,5.936579736847728e-09,90.57026698768912,100,100,50.68572570971611,54.26549380247901,25.03558576569372,13.243502598960417,0.2503558576569372,0.1324350259896041,13,25.03558576569372,13.243502598960417,46.87764894042383,2.0167932826869253,12.114754098360656,3.46781287485006,100.0,100.0
ref,Traj_26556,26556,1,middle_stratified,rdf_min,0.328,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,1.619709476221125e-05,5.108757715538588e-05,1.74e-05,0.930867515069612,2.936067652608384,0.3170456628418065,0.0311121252146774,5.909306226346697e-09,4.226915073090582e-09,104.50175318990264,100,100,42.78688524590164,61.9000399840064,29.534586165533785,12.631347461015594,0.2953458616553378,0.1263134746101559,15,29.534586165533785,12.631347461015594,39.34106357457017,1.5533786485405838,15.83046781287485,3.0851659336265493,100.0,100.0
ref,Traj_26584,26584,1,middle_stratified,rdf_min,0.328,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,6.707747023456595e-05,0.0002272704091784,6.57e-05,1.0209660614089189,3.4592147515738203,0.2951438793860413,0.0090113056639842,2.1734124118678105e-08,1.901373667546788e-08,94.43320277507136,100,100,48.77648940423831,57.62375049980009,27.251499400239904,13.666133546581367,0.272514994002399,0.1366613354658136,14,27.251499400239904,13.666133546581367,45.659736105557776,1.6485405837664937,12.925229908036783,2.8480607756897243,100.0,100.0
ref,Traj_26662,26662,1,middle_stratified,rdf_min,0.328,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,9.27166071301982e-05,0.0003243419960975,3.67e-05,2.5263380689427306,8.83765656941417,0.2858606293534889,0.402491466430013,2.8226256089520807e-08,1.9640863969708494e-08,77.73147576423439,100,100,49.09716113554578,56.49820071971212,25.958016793282688,14.00359856057577,0.2595801679328269,0.1400359856057577,12,25.958016793282688,14.00359856057577,45.50379848060776,2.173530587764894,12.351459416233508,3.2722910835665733,100.0,100.0
ref,Traj_26742,26742,1,middle_stratified,rdf_min,0.326,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,3.337295921233183e-05,0.0001169578701967,3.18e-05,1.0494641261739568,3.677920446437107,0.2853417145524718,0.0209675976864283,1.5199243321507466e-08,9.317956407247866e-09,110.40893310539036,100,100,49.470211915233904,55.6233506597361,26.124750099960018,13.225109956017594,0.2612475009996002,0.1322510995601759,12,26.124750099960018,13.225109956017594,46.15793682526989,1.7928828468612554,12.065573770491802,2.98000799680128,100.0,100.0
ref,Traj_26863,26863,1,middle_stratified,rdf_min,0.33,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,2.0427468325045115e-05,6.316593038588626e-05,4.59e-05,0.4450428828985864,1.37616406069469,0.3233937693983434,0.3515981397855172,5.9863947425951725e-09,5.315664492472342e-09,94.24047820632288,100,100,45.69092363054778,63.514594162335065,30.083966413434627,16.20671731307477,0.3008396641343462,0.1620671731307477,13,30.083966413434627,16.20671731307477,42.8468612554978,1.7185125949620152,13.395441823270692,2.6053578568572573,100.0,100.0
ref,Traj_26927,26927,1,middle_stratified,rdf_min,0.336,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,0.0001087631695361,0.0003426593196581,1.99e-05,5.465485906340164,17.21906128935176,0.3174090511960725,0.7376287787397703,3.931898402698055e-08,1.453875569275582e-08,82.7843749942278,100,100,48.4938024790084,62.70851659336265,29.80607756897241,17.71331467413035,0.2980607756897241,0.1771331467413034,11,29.80607756897241,17.71331467413035,45.59296281487405,1.6185525789684123,11.858056777289084,2.689724110355858,100.0,100.0
ref,Traj_27141,27141,1,middle_stratified,rdf_min,0.334,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,1.9468085067803147e-05,6.26074453016347e-05,3.52e-05,0.5530705985171348,1.7786206051600766,0.3109547909838581,0.25721942820804,6.1649323995234506e-09,5.187036536703574e-09,95.50102013100457,100,100,49.06637345061975,61.24670131947221,29.1359456217513,17.227109156337466,0.291359456217513,0.1722710915633746,12,29.1359456217513,17.227109156337466,45.78528588564574,1.536985205917633,11.540983606557376,3.039984006397441,100.0,100.0
ref,Traj_27154,27154,1,middle_stratified,rdf_min,0.334,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,1.3910731535437057e-05,3.5242963612550714e-05,6.03e-05,0.2306920652642961,0.5844604247520848,0.394709471325027,0.6369673429353186,2.902808421247609e-09,2.748153827216434e-09,84.45255320838154,100,100,45.65653738504599,77.1643342662935,37.48700519792083,27.128348660535785,0.3748700519792083,0.2712834866053578,11,37.48700519792083,27.128348660535785,43.93762495002,1.3134746101559376,9.682926829268292,1.6241503398640544,100.0,100.0
ref,Traj_27217,27217,1,middle_stratified,rdf_min,0.334,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,1.5876610362841312e-05,5.161186041254265e-05,8.67e-05,0.1831212267917106,0.5952925076417837,0.3076155410003976,0.7372613108365406,4.847372415006013e-09,3.788821297069237e-09,88.13241290694187,100,100,50.23830467812875,60.53818472610956,28.558576569372253,17.061975209916035,0.2855857656937225,0.1706197520991603,12,28.558576569372253,17.061975209916035,47.580567772890845,1.7996801279488204,11.462614954018392,2.4886045581767293,100.0,100.0
ref,Traj_27225,27225,1,middle_stratified,rdf_min,0.328,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,2.1104608648285885e-05,7.004079254748444e-05,2.82e-05,0.7483903775987902,2.483716047783136,0.301318815517085,0.1258718050611422,5.931283538364285e-09,4.817241784592138e-09,80.82777645534006,100,100,50.11515393842463,59.09716113554579,28.02079168332667,15.806477409036386,0.2802079168332667,0.1580647740903638,13,28.02079168332667,15.806477409036386,47.23350659736106,1.5845661735305878,11.847261095561777,2.6781287485006,100.0,100.0
ref,Traj_27274,27274,1,middle_stratified,rdf_min,0.332,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,1.826206397798903e-05,4.831929270018537e-05,6.39e-05,0.2857912985600787,0.7561704647916333,0.3779455980720299,0.5439509982352897,4.6040717919183494e-09,3.248582605717584e-09,85.59703376991098,100,100,45.23270691723311,72.79128348660537,35.97041183526589,22.68532586965214,0.3597041183526589,0.2268532586965214,10,35.97041183526589,22.68532586965214,43.36345461815274,0.899640143942423,10.958416633346662,1.75249900039984,100.0,100.0
ref,Traj_27337,27337,1,middle_stratified,rdf_min,0.332,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,2.0125737124414822e-05,6.317167023995887e-05,4.15e-05,0.4849575210702367,1.522208921444792,0.3185880165581629,0.3142963009291681,5.218192274681568e-09,4.662893366145059e-09,82.38442277018036,100,100,50.93642542982807,62.85205917632946,30.00719712115154,19.046781287485008,0.3000719712115154,0.19046781287485,13,30.00719712115154,19.046781287485008,48.73610555777689,1.4666133546581368,10.996001599360255,2.008796481407437,100.0,100.0
ref,Traj_27340,27340,1,middle_stratified,rdf_min,0.33,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,2.6963177192333e-05,0.0001069784242261,6e-05,0.4493862865388832,1.7829737371016663,0.2520431328783273,0.3473801846346505,1.2740679960120561e-08,6.960301601374794e-09,96.99614351448936,100,100,53.46341463414634,49.65493802479009,22.64654138344662,11.847261095561777,0.2264654138344662,0.1184726109556177,13,22.64654138344662,11.847261095561777,49.459016393442624,2.0795681727309074,11.17752898840464,3.628148740503799,100.0,100.0
ref,Traj_27434,27434,1,middle_stratified,rdf_min,0.328,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,0.0006554530682839,0.0019928136388634,3.21e-05,20.41909870043551,62.08142177144549,0.3289083612744727,1.3100365684038726,1.828651766131156e-07,1.7266638365988012e-07,93.96676406784697,100,100,44.585765693722514,64.61455417832867,29.070771691323472,19.25389844062375,0.2907077169132347,0.1925389844062375,14,29.070771691323472,19.25389844062375,40.66693322670932,2.8768492602958817,11.231507397041185,3.474610155937625,100.0,100.0
ref,Traj_27443,27443,1,middle_stratified,rdf_min,0.328,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,1.7989920083932102e-05,5.74644975150928e-05,2.29e-05,0.7855860298660307,2.509366703715843,0.313061470331436,0.1048062482430521,7.3298141401216805e-09,3.0521380635464486e-09,95.15732196437206,100,100,46.85925629748101,61.71571371451419,28.76889244302279,16.670131947221112,0.2876889244302278,0.1667013194722111,12,28.76889244302279,16.670131947221112,43.34146341463415,2.1263494602159136,12.13954418232707,3.252698920431828,100.0,100.0
ref,Traj_27761,27761,1,middle_stratified,rdf_min,0.334,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,2.991902053741064e-05,8.386805636168567e-05,2.61e-05,1.1463226259544306,3.2133354927848914,0.3567391666784693,0.0593068645359444,9.296812173622306e-09,2.8463296675048e-09,76.2600856944746,100,100,42.46701319472211,70.327868852459,34.00879648140744,19.370251899240305,0.3400879648140744,0.193702518992403,11,34.00879648140744,19.370251899240305,39.43302678928429,1.3094762095161936,13.59096361455418,2.823670531787285,100.0,100.0
ref,Traj_27788,27788,1,middle_stratified,rdf_min,0.328,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,3.748780638299983e-05,0.0001319067144924,5.82e-05,0.644120384587626,2.266438393340206,0.28419937929058,0.191032956435091,1.268587755717184e-08,8.31942750276276e-09,83.87352378148717,100,100,50.5125949620152,56.21191523390644,26.053978408636542,14.46341463414634,0.2605397840863654,0.1446341463414634,13,26.053978408636542,14.46341463414634,47.0687724910036,2.0035985605757696,12.001199520191925,3.1259496201519394,100.0,100.0
ref,Traj_27817,27817,1,middle_stratified,rdf_min,0.33,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,4.065527143423235e-05,0.0001299392822273,3.2e-05,1.270477232319761,4.060602569603125,0.3128789903819459,0.1039668866500708,1.125450139313026e-08,9.721424343037518e-09,85.02437980420311,100,100,48.91283486605358,61.39944022391044,29.33986405437825,17.267892842862853,0.2933986405437825,0.1726789284286285,13,29.33986405437825,17.267892842862853,45.71691323470612,1.4550179928028788,11.398640543782488,2.9476209516193523,100.0,100.0
ref,Traj_27830,27830,1,middle_stratified,rdf_min,0.332,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,0.0001022884090674,0.0003313974670121,8.46e-05,1.2090828494964811,3.917227742459811,0.3086577878510687,0.0824560608660353,2.961160708494189e-08,3.254585072427112e-08,98.78860633164794,100,100,47.05797680927628,60.08196721311475,28.528988404638145,14.77249100359856,0.2852898840463814,0.1477249100359856,13,28.528988404638145,14.77249100359856,43.75449820071971,1.6109556177528987,12.90203918432627,3.006797281087565,100.0,100.0
ref,Traj_27929,27929,1,middle_stratified,rdf_min,0.328,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,3.4524172184546965e-05,0.0001083911975723,4.44e-05,0.7775714455979046,2.4412431885653154,0.3185145376912951,0.10925969618744,1.1841111816538074e-08,9.69273971145e-09,104.63825754317408,100,100,45.86685325869652,62.31467413034786,29.54938024790084,16.273490603758496,0.2954938024790083,0.1627349060375849,14,29.54938024790084,16.273490603758496,42.46301479408237,1.7029188324670133,12.46421431427429,3.055977608956417,100.0,100.0
ref,Traj_28034,28034,1,middle_stratified,rdf_min,0.334,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,4.904272851282427e-05,0.00012469034794,9.37e-05,0.523401584982116,1.3307401060832444,0.3933161573694801,0.2811649665491285,8.843939171949063e-09,1.16478516335676e-08,86.55853078137787,100,100,44.64614154338265,76.47940823670531,37.87085165933627,24.331467413034787,0.3787085165933627,0.2433146741303478,10,37.87085165933627,24.331467413034787,43.23270691723311,0.6765293882447021,12.120751699320271,1.3610555777688924,100.0,100.0
ref,Traj_28311,28311,1,middle_stratified,rdf_min,0.33,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,9.502075556605294e-05,0.0003043099493847,4.13e-05,2.300744686829369,7.368279646118643,0.3122499141358352,0.3618684277720065,2.9011790913064305e-08,2.66989606468479e-08,96.42411575157088,100,100,48.54618152738904,61.18712514994002,29.19592163134746,16.461015593762497,0.2919592163134746,0.1646101559376249,12,29.19592163134746,16.461015593762497,45.6233506597361,1.5081967213114753,12.063574570171932,2.656937225109956,100.0,100.0
ref,Traj_28382,28382,1,middle_stratified,rdf_min,0.328,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,1.4120982609809364e-05,3.91151893036354e-05,5.27e-05,0.2679503341519803,0.7422237059513358,0.3610102075741954,0.5719456970257781,4.398691412809826e-09,1.2835149360652639e-09,76.51284733662743,100,100,47.213514594162326,71.67972810875649,34.6593362654938,24.514594162335065,0.346593362654938,0.2451459416233506,11,34.6593362654938,24.514594162335065,44.3358656537385,1.2586965213914434,9.893642542982809,2.713314674130348,100.0,100.0
ref,Traj_28550,28550,1,middle_stratified,rdf_min,0.332,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,4.466811374226994e-05,0.0001376848116979,8.22e-05,0.543407709759975,1.6749977092201946,0.3244229569800198,0.2648742041911106,1.2649248459815044e-08,1.0026597981305024e-08,86.74416518216302,100,100,48.278688524590166,63.42902838864454,30.780887644942023,17.269892043182725,0.3078088764494202,0.1726989204318272,11,30.780887644942023,17.269892043182725,45.74010395841663,1.117952818872451,12.50219912035186,2.3578568572570973,100.0,100.0
ref,Traj_28610,28610,1,middle_stratified,rdf_min,0.332,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,2.0494651920207746e-05,7.100370057890008e-05,6.76e-05,0.3031753242634281,1.0503506002795868,0.2886420250369044,0.5183061492548025,7.502028614972274e-09,4.5177726238553005e-09,89.16185629694365,100,100,49.99560175929628,56.896841263494615,27.07157137145142,14.219912035185926,0.2707157137145142,0.1421991203518592,13,27.07157137145142,14.219912035185926,46.69012395041983,1.381847261095562,12.099560175929629,3.0219912035185925,100.0,99.99999999999996
ref,Traj_28620,28620,1,middle_stratified,rdf_min,0.326,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,0.0001291421064648,0.0004332413521972,2.51e-05,5.145103843220749,17.26061164132271,0.2980835181357728,0.7113941445178183,3.7419727438246114e-08,4.086925223179357e-08,95.17733270428722,100,100,48.64614154338265,58.22790883646542,26.87884846061576,15.658936425429829,0.2687884846061575,0.1565893642542982,14,26.87884846061576,15.658936425429829,44.94562175129948,2.2502998800479808,11.24390243902439,3.3322670931627347,100.0,100.0
ref,Traj_28736,28736,1,middle_stratified,rdf_min,0.33,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,0.0001161230055423,0.0002770895140943,0.000102,1.13846083865004,2.716563863669608,0.4190811980809375,0.0563180961275292,2.029636630686649e-08,2.7796851386758648e-08,91.41691115059204,100,100,41.95961615353858,81.08156737305079,40.40823670531788,25.66413434626149,0.4040823670531787,0.2566413434626149,10,40.40823670531788,25.66413434626149,40.75449820071971,0.5281887245101959,12.950819672131148,1.167532986805278,100.0,100.0
ref,Traj_28752,28752,1,middle_stratified,rdf_min,0.33,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,8.338866592708205e-05,0.0002755639688228,5.38e-05,1.5499752031056144,5.12200685544238,0.3026109192842432,0.1903247502731667,2.66832690416897e-08,1.59522145214945e-08,81.49135917546256,100,100,48.91603358656537,59.02399040383846,27.98800479808077,14.822870851659337,0.2798800479808077,0.1482287085165933,12,27.98800479808077,14.822870851659337,45.8000799680128,1.6981207516993202,12.588964414234306,2.874450219912035,100.0,100.0
ref,Traj_28930,28930,1,middle_stratified,rdf_min,0.326,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,1.629386164558309e-05,5.5090507355224784e-05,6.3e-05,0.2586327245330649,0.8744524977019807,0.2957653219731653,0.5873165251440438,5.821649586009895e-09,3.896321261528248e-09,92.90982012886757,100,100,50.60295881647341,57.961215513794485,27.62175129948021,15.361055577768893,0.2762175129948021,0.1536105557776889,12,27.62175129948021,15.361055577768893,47.62095161935226,1.497001199520192,11.452219112355058,2.740503798480608,100.0,100.0
ref,Traj_28974,28974,1,middle_stratified,rdf_min,0.33,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,1.902713824384593e-05,6.212698932652742e-05,6.37e-05,0.2986991875015059,0.9753059548905404,0.3062620360346608,0.5247659587286218,6.513414912016857e-09,4.369748567908249e-09,92.26513979606791,100,100,48.88244702119152,60.22391043582567,28.480607756897243,15.859656137544984,0.2848060775689724,0.1585965613754498,11,28.480607756897243,15.859656137544984,45.96081567373051,1.7205117952818871,12.325069972011196,2.681327469012395,100.0,100.0
ref,Traj_29037,29037,1,middle_stratified,rdf_min,0.326,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,2.06930173844746e-05,2.263247873710837e-05,5.44e-05,0.3803863489793124,0.4160382120791979,0.9143062774890044,0.4197750770903955,1.473253087266454e-09,2.034281184148201e-09,81.62676809155988,100,100,8.367852858856457,182.8612554978009,91.31907237105158,91.3454618152739,0.9131907237105158,0.913454618152739,4,91.31907237105158,91.3454618152739,8.363054778088765,0.1115553778488604,0.0851659336265493,0.0047980807676929,100.0,100.0
ref,Traj_29099,29099,1,middle_stratified,rdf_min,0.33,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,2.919672240491244e-05,9.442661552476812e-05,3.28e-05,0.8901439757595254,2.8788602294136627,0.3092001364515084,0.0505397429945798,1.007635149213981e-08,5.715393392867253e-09,88.08429748150165,100,100,47.29948020791683,60.74570171931227,28.75529788084766,15.368652538984406,0.2875529788084766,0.153686525389844,12,28.75529788084766,15.368652538984406,44.15593762495002,1.7005197920831667,12.743702518992404,2.907636945221911,100.0,100.0
ref,Traj_29121,29121,1,middle_stratified,rdf_min,0.33,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,5.832759510008784e-05,0.0001913070495698,2.67e-05,2.1845541235987955,7.1650580363220975,0.3048899412293038,0.3393628090772252,1.7611789960089513e-08,1.857434910669006e-08,99.62631651471196,100,100,45.74930027988805,59.263494602159135,28.450219912035188,12.191123550579768,0.2845021991203518,0.1219112355057976,13,28.450219912035188,12.191123550579768,42.59256297481008,1.332267093162735,14.954418232706916,2.8604558176729307,100.0,100.0
ref,Traj_29136,29136,1,middle_stratified,rdf_min,0.33,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,2.39683049930247e-05,7.573859098404733e-05,5.15e-05,0.4654039804470816,1.470652252117424,0.3164609307040462,0.3321699066556262,6.790038769037182e-09,5.664548840811618e-09,86.61137433786438,100,100,48.168332666933225,62.015193922431024,29.61735305877649,16.22111155537785,0.2961735305877649,0.1622111155537784,13,29.61735305877649,16.22111155537785,45.54698120751699,1.530987604958017,12.848860455817674,2.443422630947621,100.0,100.0
ref,Traj_29224,29224,1,middle_stratified,rdf_min,0.33,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,3.414773259526448e-05,0.0001229346441682,6.33e-05,0.5394586507940676,1.942095484489732,0.2777714355974652,0.2680418381361678,1.0890766689050782e-08,1.0172685379396417e-08,90.24394240347864,100,100,52.28308676529388,54.65653738504599,25.380247900839663,14.458216713314672,0.2538024790083966,0.1445821671331467,14,25.380247900839663,14.458216713314672,48.86685325869652,1.9420231907237104,11.136345461815274,3.1703318672530987,100.0,100.0
ref,Traj_29300,29300,1,middle_stratified,rdf_min,0.334,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,2.1410010365658347e-05,7.333594232887307e-05,4.84e-05,0.4423555860673212,1.5152054200180387,0.2919443002401977,0.3542284840862127,6.595412825773773e-09,5.278684289078128e-09,85.27986794149213,100,100,52.89244302279088,57.56897241103559,27.39984006397441,16.360655737704917,0.273998400639744,0.1636065573770491,10,27.39984006397441,16.360655737704917,49.88804478208717,1.432626949220312,11.07876849260296,2.864454218312675,100.0,100.0
ref,Traj_29412,29412,1,middle_stratified,rdf_min,0.332,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,2.6372128830030724e-05,8.492346744558285e-05,4.68e-05,0.5635070262827078,1.8146040052474968,0.3105399440611562,0.2491006644328098,8.767952311023708e-09,3.9857209943283986e-09,79.09888638769445,100,100,49.84166333466614,60.938024790083965,29.115553778488604,16.8812475009996,0.291155537784886,0.168812475009996,10,29.115553778488604,16.8812475009996,47.15393842463015,1.4934026389444222,11.643342662934826,2.484206317473011,100.0,100.0
ref,Traj_29471,29471,1,middle_stratified,rdf_min,0.324,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,4.9097928482384016e-05,0.0001661401431544,3.08e-05,1.59408858709039,5.394160492025973,0.2955211639414296,0.2025124524524975,1.6967358292223552e-08,8.104169081792077e-09,79.48204111215888,100,100,48.24950019992003,57.86085565773691,26.794482207117152,14.934826069572171,0.2679448220711715,0.1493482606957217,12,26.794482207117152,14.934826069572171,44.540983606557376,2.1759296281487406,11.645741703318672,3.3142742902838864,100.0,100.0
ref,Traj_29600,29600,1,middle_stratified,rdf_min,0.332,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,3.1413267542211644e-05,9.996350658829982e-05,5.7e-05,0.551109956880906,1.753745729619295,0.3142473550031346,0.2587617425231202,9.717131576859808e-09,7.835738860341827e-09,92.48460890902106,100,100,48.81487405037985,61.27828868452619,29.398640543782488,16.23950419832067,0.2939864054378249,0.1623950419832067,11,29.398640543782488,16.23950419832067,46.05797680927629,1.4370251899240305,12.268292682926829,2.6001599360255896,100.0,100.0
ref,Traj_29605,29605,1,middle_stratified,rdf_min,0.33,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,2.390917993671793e-05,5.872705784415002e-05,5.81e-05,0.4115177269658853,1.0107927339784857,0.4071237486503779,0.3856114519276691,6.0807435804904714e-09,2.069293282432745e-09,73.09440390646554,100,100,43.157936825269886,79.7828868452619,38.50379848060776,27.604158336665336,0.3850379848060775,0.2760415833666533,10,38.50379848060776,27.604158336665336,41.52219112355058,1.602159136345462,10.38344662135146,1.543782487005198,100.0,100.0
ref,Traj_29758,29758,1,middle_stratified,rdf_min,0.33,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,0.0001252748948298,0.00041075623537,0.000117,1.0707255968367233,3.5107370544444443,0.3049859844904163,0.0296781850719469,4.0423983174242456e-08,3.262248777757283e-08,93.6651156184622,100,100,48.54738104758097,59.95361855257897,28.38464614154338,15.173930427828868,0.2838464614154338,0.1517393042782887,19,28.38464614154338,15.173930427828868,45.56897241103559,1.661735305877649,12.974410235905635,2.761295481807277,100.0,100.0
ref,Traj_9438,9438,1,middle_stratified,rdf_min,0.328,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,2.665466291437122e-05,9.266586542434248e-05,3.39e-05,0.7862732423118355,2.7335063547003684,0.2876427343802616,0.1044265035707313,9.451932301576956e-09,7.783869857425067e-09,97.96580550829898,100,100,48.62095161935226,56.63454618152739,26.82686925229908,12.599760095961615,0.2682686925229908,0.1259976009596161,14,26.82686925229908,12.599760095961615,45.209916033586566,1.5393842463014793,13.654138344662137,3.137145141943223,100.0,100.0
ref,Traj_9443,9443,1,middle_stratified,rdf_min,0.326,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,3.41305657266868e-05,0.0001149654920861,5.65e-05,0.6040808093218902,2.0347874705504427,0.2968766114716033,0.2189049608902836,1.3322260550835508e-08,8.994062415387881e-09,102.2393158830512,100,100,48.88204718112755,58.35985605757697,27.751699320271893,14.055577768892444,0.2775169932027189,0.1405557776889244,12,27.751699320271893,14.055577768892444,45.74410235905638,1.488204718112755,13.13874450219912,2.9304278288684524,100.0,100.0
ref,Traj_9465,9465,1,middle_stratified,rdf_min,0.332,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,2.5701498271437128e-05,7.610540462184161e-05,4.19e-05,0.6134009133994541,1.8163581055332123,0.3377092389054983,0.2122555816563579,8.92311547099536e-09,3.769469064808063e-09,87.84101891148597,100,100,44.502199120351854,66.82407037185128,32.2562974810076,16.94082367053179,0.322562974810076,0.1694082367053178,12,32.2562974810076,16.94082367053179,42.099560175929625,1.2187125149940023,14.699320271891244,2.185125949620152,100.0,100.0
ref,Traj_9511,9511,1,middle_stratified,rdf_min,0.332,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,8.502086960333927e-05,0.0002394353766997,3.83e-05,2.219866047084576,6.251576415135769,0.3550890047044823,0.3463267686996523,2.6772396754714486e-08,1.0059351740833818e-08,81.02085422436812,100,100,47.2219112355058,70.28788484606157,33.790083966413434,22.71171531387445,0.3379008396641343,0.2271171531387445,11,33.790083966413434,22.71171531387445,44.88764494202319,1.4430227908836466,10.949620151939223,2.2019192323070773,100.0,100.0
ref,Traj_9536,9536,1,middle_stratified,rdf_min,0.324,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,8.686460295824739e-05,0.0002949867155642,5.66e-05,1.5347102996156785,5.211779426929329,0.2944695417626101,0.1860264077269758,2.803380428380277e-08,1.4791539218677356e-08,76.46473647652037,100,100,50.18872451019592,58.263094762095164,27.11755297880848,15.558176729308276,0.2711755297880847,0.1555817672930827,14,27.11755297880848,15.558176729308276,47.04878048780488,1.955217912834866,12.076769292283087,2.8952419032387047,100.0,100.0
ref,Traj_9612,9612,1,middle_stratified,rdf_min,0.33,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,5.781841170998037e-05,0.0001914306195507,5.08e-05,1.1381577108263852,3.7683192824940943,0.3020332475843411,0.0562024450080802,1.7178844932255858e-08,1.3789371319337456e-08,85.20549140713064,100,100,47.83646541383447,59.20031987205118,28.03038784486205,14.832866853258697,0.2803038784486205,0.1483286685325869,15,28.03038784486205,14.832866853258697,44.23670531787285,1.6485405837664937,12.55657736905238,3.311075569772091,100.0,100.0
ref,Traj_9826,9826,1,middle_stratified,rdf_min,0.33,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,2.552470376010648e-05,9.370971425190772e-05,3.53e-05,0.7230794266319116,2.6546661261163664,0.2723805526873309,0.1408139950244735,8.667155643250006e-09,6.855546179544058e-09,87.24599520747266,100,100,50.4078368652539,53.78608556577369,25.069172331067573,11.947221111555375,0.2506917233106757,0.1194722111155537,12,25.069172331067573,11.947221111555375,46.94282287085166,1.7696921231507396,13.107157137145142,3.1779288284686125,100.0,100.0
ref,Traj_14748,14748,1,top,rdf_min,0.328,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,0.0036251851978936,0.0037661954090506,0.00111,3.265932610715016,3.3929688369825226,0.9625589764094372,0.5140072192565736,1.3008348803122757e-07,5.639552681883276e-07,97.06075664953347,100,100,3.724510195921632,192.51179528188723,96.25389844062376,96.23830467812874,0.9625389844062376,0.9623830467812874,3,96.25389844062376,96.23830467812874,3.724510195921632,0.001999200319872,0.017592962814874,0.0,100.0,100.0
