dataset,sample_id,traj_id,replica,group,cutoff_source,cutoff_nm,method_id,method,parameter,n_frames,sigma_cNE0_corrected_S_cm,sigma_NE_S_cm,sigma_ref_S_cm,pred_ref,NE_ref,cNE_over_NE,abs_log_error,D_Li_cm2s,D_an_cm2s,V_nm3,N_LI,N_AN,neutral_pop,charged_pop,free_cation_count,free_anion_count,free_cation_fraction,free_anion_fraction,largest_cluster_size,pop_1_0,pop_0_1,pop_1_1,pop_2_1,pop_1_2,pop_2_2,alpha_Li_sum,alpha_AN_sum
ref,Traj_14594,14594,1,middle_stratified,rdf_min,0.328,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,0.0002072382582867,0.0006513667521059,9.84e-05,2.106079860637589,6.619580814084349,0.3181590979532306,0.3234748352144455,4.9583439623134544e-08,4.9456983492378726e-08,80.08472700371232,100,100,47.45261895241903,62.27508996401439,29.513394642143144,16.686125549780087,0.2951339464214314,0.1668612554978008,13,29.513394642143144,16.686125549780087,44.48740503798481,1.7041183526589363,12.415833666533386,2.713314674130348,100.0,100.0
ref,Traj_14672,14672,1,middle_stratified,rdf_min,0.338,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,0.0002098744898113,0.0003100385242128,0.000105,1.9988046648699689,2.9527478496457142,0.6769303600067968,0.3007703543411527,1.3742142485636557e-08,3.996603224346645e-08,91.240473741859,100,100,28.16113554578169,134.7469012395042,67.33346661335466,63.20671731307477,0.6733346661335466,0.6320671731307477,6,67.33346661335466,63.20671731307477,28.02079168332667,0.119952019192323,3.888844462215114,0.1403438624550179,100.0,100.0
ref,Traj_14750,14750,1,middle_stratified,rdf_min,0.34,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,5.972133282864646e-05,0.0001283432376017,5.43e-05,1.0998403835846493,2.36359553594291,0.4653251230422085,0.0413296619234059,9.190759611910429e-09,9.67356914365882e-09,77.41607792154737,100,100,43.82606957217113,92.12315073970412,44.40383846461416,39.543382646941225,0.4440383846461415,0.3954338264694123,10,44.40383846461416,39.543382646941225,42.4594162335066,1.7273090763694523,5.834466213514594,1.3318672530987603,100.0,100.0
ref,Traj_14954,14954,1,middle_stratified,rdf_min,0.332,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,5.027035813558334e-05,0.0001436393358232,4.23e-05,1.1884245422123725,3.395728979271868,0.3499762641443786,0.0749716118604644,1.3257867372761842e-08,1.5580019109392625e-08,105.74329499187198,100,100,47.53338664534186,68.29428228708515,33.43502598960416,20.05877648940424,0.3343502598960415,0.2005877648940423,11,33.43502598960416,20.05877648940424,45.56337465013994,0.9500199920031988,12.331467413034789,1.8844462215113955,100.0,100.0
ref,Traj_24008,24008,1,middle_stratified,rdf_min,0.32,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,3.3402075389079294e-05,3.7179338803824864e-05,6.5e-05,0.5138780829089122,0.5719898277511518,0.8984042337418604,0.2891399047407836,2.5488056539095276e-09,3.122397748592548e-09,80.340838726678,100,100,9.065573770491802,179.67972810875648,89.27588964414234,89.54418232706917,0.8927588964414234,0.8954418232706917,5,89.27588964414234,89.54418232706917,8.838864454218312,0.563374650139944,0.2878848460615754,0.2267093162734906,100.0,100.0
ref,Traj_24028,24028,1,middle_stratified,rdf_min,0.328,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,0.0002902288185833,0.0009325853572278,0.000184,1.577330535778999,5.06839868058587,0.3112088521806401,0.1979227109719735,7.931463080817752e-08,6.472228665694235e-08,81.34821460377617,100,100,49.048380647740906,61.0579768092763,29.08476609356257,16.597760895641745,0.2908476609356257,0.1659776089564174,12,29.08476609356257,16.597760895641745,46.10115953618553,1.5433826469412235,12.083966413434624,2.7237105157936825,100.0,100.0
ref,Traj_24323,24323,1,middle_stratified,rdf_min,0.328,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,4.79328617709738e-05,0.000170545584709,5.09e-05,0.9417065180937878,3.350600878369352,0.2810560112286759,0.0260844235673739,1.4428320253252844e-08,1.5910721478482162e-08,93.6966747795334,100,100,51.63374650139944,55.27708916433427,25.912435025989605,13.85685725709716,0.259124350259896,0.1385685725709716,12,25.912435025989605,13.85685725709716,48.4358256697321,1.7596961215513796,12.050379848060777,2.9868052778888443,100.0,100.0
ref,Traj_24372,24372,1,middle_stratified,rdf_min,0.336,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,1.3867480075290291e-05,4.336997985857594e-05,3.96e-05,0.3501888907901589,1.0952015115802003,0.319748363280555,0.4556976353658197,4.232062697396957e-09,2.853065585257321e-09,86.0441397358982,100,100,49.45181927229108,63.06677329068373,30.33626549380248,18.34626149540184,0.3033626549380248,0.1834626149540184,11,30.33626549380248,18.34626149540184,46.80567772890844,1.2838864454218313,11.337065173930428,2.461815273890444,100.0,100.0
ref,Traj_24419,24419,1,middle_stratified,rdf_min,0.326,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,0.0001072369732221,0.0003657264313479,7.05e-05,1.5210918187541271,5.187608955289361,0.2932163607288093,0.1821554304729098,3.5440006106820814e-08,2.6213444892290897e-08,88.78995624846284,100,100,49.040783686525394,57.171931227509,26.67293082766893,14.596961215513794,0.2667293082766893,0.1459696121551379,13,26.67293082766893,14.596961215513794,45.49340263894442,2.007596961215514,11.605357856857257,3.203918432626949,100.0,100.0
ref,Traj_24426,24426,1,middle_stratified,rdf_min,0.328,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,1.765658359181641e-05,6.785596257970264e-05,7.91e-05,0.2232185030570974,0.857850348668807,0.2602068104343408,0.6512698086478312,7.842748247982044e-09,4.925025464331476e-09,99.10372092504882,100,100,51.912035185925625,51.19872051179528,23.438624550179927,12.072371051579369,0.2343862455017992,0.1207237105157936,13,23.438624550179927,12.072371051579369,47.86725309876049,2.082766893242703,11.52578968412635,3.636145541783287,100.0,100.0
ref,Traj_24453,24453,1,middle_stratified,rdf_min,0.326,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,3.656095007105749e-05,0.0001230518701342,2.69e-05,1.3591431253181223,4.574418964096654,0.297118199269822,0.1332651927611528,1.3247915888714687e-08,8.705522816902947e-09,93.9673841345216,100,100,45.53938424630148,58.32147141143543,27.215913634546183,12.4578168732507,0.2721591363454618,0.1245781687325069,14,27.215913634546183,12.4578168732507,42.13634546181528,1.943622550979608,14.187524990004,3.046781287485006,100.0,100.0
ref,Traj_24521,24521,1,middle_stratified,rdf_min,0.332,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,8.268096716056004e-05,0.0002576363246169,0.000126,0.6561981520679369,2.0447327350547617,0.3209212337720815,0.1829649969731774,2.3154412270330124e-08,1.8688521718014585e-08,85.54169148960838,100,100,49.369052379048384,63.48020791683327,30.33506597361056,18.385445821671333,0.3033506597361055,0.1838544582167133,12,30.33506597361056,18.385445821671333,46.72211115553778,1.45421831267493,11.989604158336665,2.5045981607357057,100.0,100.0
ref,Traj_24726,24726,1,middle_stratified,rdf_min,0.326,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,2.134105275384203e-05,6.820862759306654e-05,4.54e-05,0.4700672412740535,1.5023926782613777,0.3128790815314889,0.3278400134993347,5.897708192127543e-09,4.092515671003307e-09,77.14338796755355,100,100,46.85605757696921,61.21551379448222,28.855257896841263,15.656137544982007,0.2885525789684126,0.15656137544982,13,28.855257896841263,15.656137544982007,43.686925229908034,1.8388644542183128,12.71971211515394,2.8896441423430628,100.0,100.0
ref,Traj_24864,24864,1,middle_stratified,rdf_min,0.338,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,8.738162527269297e-05,0.0002714280969839,7.44e-05,1.1744842106544753,3.648227109998656,0.3219328663600956,0.0698471826532354,2.6571642746385746e-08,1.6522526887357843e-08,83.62314836251034,100,100,48.75089964014394,63.11395441823271,30.20391843262695,17.686125549780087,0.3020391843262694,0.1768612554978008,13,30.20391843262695,17.686125549780087,46.20751699320272,1.5093962415033986,11.97281087564974,2.385845661735306,100.0,100.0
ref,Traj_25060,25060,1,middle_stratified,rdf_min,0.328,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,4.335185056522403e-05,0.0001501999370746,6.95e-05,0.6237676340320005,2.161150173735252,0.2886276213530796,0.2049771636057659,1.5018331833306036e-08,1.0572233199613384e-08,89.73728457796965,100,100,49.816473410635744,56.98720511795282,26.584566173530582,14.197920831667332,0.2658456617353059,0.1419792083166733,13,26.584566173530582,14.197920831667332,46.44902039184326,1.914434226309476,12.556977209116354,3.0839664134346263,100.0,100.0
ref,Traj_25176,25176,1,middle_stratified,rdf_min,0.33,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,1.8016153294065347e-05,6.824637758215202e-05,4.01e-05,0.4492806307746969,1.701904677859153,0.2639869533350438,0.347482304151225,7.962297308673593e-09,4.763820028410582e-09,98.21529331596932,100,100,51.37225109956018,52.13234706117553,24.211515393842465,11.744502199120353,0.2421151539384246,0.1174450219912035,11,24.211515393842465,11.744502199120353,47.68852459016394,1.8084766093562568,12.351459416233508,3.305877648940424,100.0,100.0
ref,Traj_25249,25249,1,middle_stratified,rdf_min,0.328,4,coordination_state_filter,Li_TFSI_O_contacts_ge_2,2501,5.262024363008154e-05,0.00018199333598,4.88e-05,1.0782836809442935,3.729371638934426,0.2891328044883148,0.0327330325214906,1.823833058891877e-08,1.8010746487223737e-08,104.90695155974704,100,100,49.42343062774891,56.3142742902839,26.454618152738902,13.29828068772491,0.264546181527389,0.1329828068772491,12,26.454618152738902,13.29828068772491,45.93362654938025,1.8272690923630548,12.704918032786884,3.213514594162335,100.0,100.0
