target_conductivity,repeats,fcd_full_mean,fcd_full_var,fcd_top10_mean,fcd_top10_var,valid_mean,valid_var,unique_mean,unique_var,novel_mean,novel_var
0,5,0.5064270307148583,5.302084434086016e-05,8.578249360721742,0.00013790872463801998,0.80386328125,2.898483276367213e-06,0.9902578125,3.554153442382403e-07,0.89443359375,1.522445678710979e-06
1,5,0.4197040721954718,4.8271415066056286e-05,6.619193287576232,0.00075929430359372,0.92172265625,8.845138549804245e-07,0.7565859375,4.0304946899415105e-06,0.57166796875,7.344360351562642e-06
