stage,source_mdp,parameter,value
generated:npt17_p4k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt17_p4k_up.mdp,tau-t,5.00
generated:npt17_p4k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt17_p4k_up.mdp,nstxout-compressed,500
generated:npt17_p4k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt17_p4k_up.mdp,nstvout,0
generated:npt17_p4k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt17_p4k_up.mdp,nstenergy,10000
generated:npt17_p4k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt17_p4k_up.mdp,gen-vel,no
generated:npt17_p4k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt17_p4k_up.mdp,nsteps,150000
generated:npt17_p4k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt17_p4k_up.mdp,ref-t,353.0
generated:npt17_p4k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt17_p4k_up.mdp,pcoupl,Berendsen
generated:npt17_p4k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt17_p4k_up.mdp,tau-p,200.0
generated:npt17_p4k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt17_p4k_up.mdp,ref-p,4053.00
generated:npt17_p4k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt17_p4k_up.mdp,compressibility,4.5e-5
generated:npt17_p4k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt17_p4k_up.mdp,nstpcouple,50
generated:npt17_p4k_up,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt17_p4k_up.mdp,refcoord_scaling,com
generated:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt18_p1_down.mdp,integrator,md
generated:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt18_p1_down.mdp,dt,0.001000
generated:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt18_p1_down.mdp,cutoff-scheme,Verlet
generated:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt18_p1_down.mdp,nstlist,20
generated:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt18_p1_down.mdp,coulombtype,PME
generated:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt18_p1_down.mdp,rcoulomb,1.0
generated:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt18_p1_down.mdp,vdwtype,Cut-off
generated:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt18_p1_down.mdp,rvdw,1.0
generated:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt18_p1_down.mdp,DispCorr,EnerPres
generated:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt18_p1_down.mdp,fourierspacing,0.14
generated:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt18_p1_down.mdp,pbc,xyz
generated:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt18_p1_down.mdp,constraints,h-bonds
generated:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt18_p1_down.mdp,constraint-algorithm,lincs
generated:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt18_p1_down.mdp,lincs_iter,3
generated:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt18_p1_down.mdp,lincs_order,8
generated:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt18_p1_down.mdp,lincs-warnangle,30
generated:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt18_p1_down.mdp,tcoupl,nose-hoover
generated:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt18_p1_down.mdp,tc-grps,System
generated:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt18_p1_down.mdp,tau-t,5.00
generated:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt18_p1_down.mdp,nstxout-compressed,500
generated:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt18_p1_down.mdp,nstvout,0
generated:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt18_p1_down.mdp,nstenergy,10000
generated:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt18_p1_down.mdp,gen-vel,no
generated:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt18_p1_down.mdp,nsteps,300000
generated:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt18_p1_down.mdp,ref-t,353.0
generated:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt18_p1_down.mdp,pcoupl,Berendsen
generated:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt18_p1_down.mdp,tau-p,200.0
generated:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt18_p1_down.mdp,ref-p,1.00
generated:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt18_p1_down.mdp,compressibility,4.5e-5
generated:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt18_p1_down.mdp,nstpcouple,50
generated:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt18_p1_down.mdp,refcoord_scaling,com
generated:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt19_p1.mdp,integrator,md
generated:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt19_p1.mdp,dt,0.001000
generated:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt19_p1.mdp,cutoff-scheme,Verlet
generated:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt19_p1.mdp,nstlist,20
generated:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt19_p1.mdp,coulombtype,PME
generated:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt19_p1.mdp,rcoulomb,1.0
generated:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt19_p1.mdp,vdwtype,Cut-off
generated:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt19_p1.mdp,rvdw,1.0
generated:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt19_p1.mdp,DispCorr,EnerPres
generated:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt19_p1.mdp,fourierspacing,0.14
generated:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt19_p1.mdp,pbc,xyz
generated:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt19_p1.mdp,constraints,h-bonds
generated:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt19_p1.mdp,constraint-algorithm,lincs
generated:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt19_p1.mdp,lincs_iter,3
generated:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt19_p1.mdp,lincs_order,8
generated:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt19_p1.mdp,lincs-warnangle,30
generated:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt19_p1.mdp,tcoupl,nose-hoover
generated:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt19_p1.mdp,tc-grps,System
generated:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt19_p1.mdp,tau-t,2.00
generated:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt19_p1.mdp,nstxout-compressed,500
generated:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt19_p1.mdp,nstvout,0
generated:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt19_p1.mdp,nstenergy,10000
generated:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt19_p1.mdp,gen-vel,no
generated:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt19_p1.mdp,nsteps,1200000
generated:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt19_p1.mdp,ref-t,353.0
generated:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt19_p1.mdp,pcoupl,Parrinello-Rahman
generated:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt19_p1.mdp,tau-p,20.0
generated:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt19_p1.mdp,ref-p,1.00
generated:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt19_p1.mdp,compressibility,4.5e-5
generated:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt19_p1.mdp,nstpcouple,50
generated:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/npt19_p1.mdp,refcoord_scaling,com
generated:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0.mdp,integrator,md
generated:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0.mdp,dt,0.001000
generated:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0.mdp,cutoff-scheme,Verlet
generated:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0.mdp,nstlist,20
generated:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0.mdp,coulombtype,PME
generated:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0.mdp,rcoulomb,1.0
generated:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0.mdp,vdwtype,Cut-off
generated:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0.mdp,rvdw,1.0
generated:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0.mdp,DispCorr,EnerPres
generated:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0.mdp,fourierspacing,0.14
generated:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0.mdp,pbc,xyz
generated:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0.mdp,constraints,h-bonds
generated:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0.mdp,constraint-algorithm,lincs
generated:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0.mdp,lincs_iter,4
generated:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0.mdp,lincs_order,12
generated:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0.mdp,lincs-warnangle,20
generated:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0.mdp,tcoupl,v-rescale
generated:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0.mdp,tc-grps,System
generated:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0.mdp,tau-t,5.00
generated:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0.mdp,nstxout-compressed,500
generated:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0.mdp,nstvout,0
generated:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0.mdp,nstenergy,10000
generated:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0.mdp,gen-vel,no
generated:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0.mdp,nsteps,100000
generated:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0.mdp,ref-t,100.0
generated:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0.mdp,pcoupl,no
generated:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0.mdp,define,-DPOSRES
generated:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0.mdp,annealing,single
generated:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0.mdp,annealing-npoints,2
generated:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0.mdp,annealing-time,0 100.0
generated:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0.mdp,annealing-temp,100.0 353.0
generated:nvt0_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0_pre.mdp,integrator,md
generated:nvt0_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0_pre.mdp,dt,0.000500
generated:nvt0_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0_pre.mdp,cutoff-scheme,Verlet
generated:nvt0_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0_pre.mdp,nstlist,20
generated:nvt0_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0_pre.mdp,coulombtype,PME
generated:nvt0_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0_pre.mdp,rcoulomb,1.0
generated:nvt0_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0_pre.mdp,vdwtype,Cut-off
generated:nvt0_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt0_pre.mdp,rvdw,1.0
