model_id,scheme_id,scheme_name,scheme_params,regressor,ridge_alpha,tail_definition,n_tail,tail_mae_log10,tail_rmse_log10,tail_r2,tail_median_abs_error_log10,tail_p90_abs_error_log10
smooth_sigmoid_tail_a1_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a1_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.1,Ridge,10.0,true_ge_1e-4,701,0.15591631887704532,0.19674516928087055,-0.3858664211466756,0.13001544974157575,0.3054766170687091
smooth_sigmoid_tail_a1_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a1_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.1,Ridge,100.0,true_top_5pct,317,0.16923758836137534,0.2165987139909015,-0.335892347668979,0.14473960835848443,0.32727128266158173
smooth_sigmoid_tail_a1_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a1_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.1,Ridge,100.0,true_top_10pct,643,0.1592952816948282,0.2007433009679272,-0.4135610993649339,0.1383246223801402,0.31036695531221314
smooth_sigmoid_tail_a1_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a1_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.1,Ridge,100.0,true_ge_1e-4,701,0.15787651816932816,0.19865006915924993,-0.412832438243268,0.13626032457762216,0.30596172151961465
smooth_sigmoid_tail_a1_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a1_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.2,Ridge,0.01,true_top_5pct,317,0.171280127352247,0.2186291767695685,-0.3610558719236807,0.1424209649583208,0.3341141449864516
smooth_sigmoid_tail_a1_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a1_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.2,Ridge,0.01,true_top_10pct,643,0.16115938313042108,0.20203721492825638,-0.43184236734451287,0.13716481938591452,0.3161590981663659
smooth_sigmoid_tail_a1_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a1_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.2,Ridge,0.01,true_ge_1e-4,701,0.1596708094153924,0.20015438928293872,-0.43431140998009066,0.13583605474556792,0.31074012558307107
smooth_sigmoid_tail_a1_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a1_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.2,Ridge,0.1,true_top_5pct,317,0.17127803687637377,0.2186144956357967,-0.3608730859595837,0.14216846141731176,0.3340465505680898
smooth_sigmoid_tail_a1_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a1_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.2,Ridge,0.1,true_top_10pct,643,0.16115221813738156,0.20202512458694943,-0.4316710034208169,0.13703819710679488,0.31610838329592916
smooth_sigmoid_tail_a1_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a1_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.2,Ridge,0.1,true_ge_1e-4,701,0.15966427419757423,0.2001411648436671,-0.43412188290963427,0.13578730342850331,0.31083510641508516
smooth_sigmoid_tail_a1_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a1_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.2,Ridge,1.0,true_top_5pct,317,0.17125907251505698,0.2184883001138403,-0.35930240766168353,0.1410158136218076,0.33330379712127395
smooth_sigmoid_tail_a1_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a1_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.2,Ridge,1.0,true_top_10pct,643,0.1611026892537604,0.20192092482439403,-0.430194540458847,0.13649308336270405,0.31563431379250567
smooth_sigmoid_tail_a1_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a1_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.2,Ridge,1.0,true_ge_1e-4,701,0.1596185298333108,0.20002588743247388,-0.432470306163371,0.13588783584309683,0.31157365838932227
smooth_sigmoid_tail_a1_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a1_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.2,Ridge,10.0,true_top_5pct,317,0.1714574580441821,0.21815946383747964,-0.35521384482441665,0.14243715119165,0.3294295458263654
smooth_sigmoid_tail_a1_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a1_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.2,Ridge,10.0,true_top_10pct,643,0.16102394700229844,0.20166600966878725,-0.42658572048978805,0.13660249021968962,0.3119214423482637
smooth_sigmoid_tail_a1_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a1_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.2,Ridge,10.0,true_ge_1e-4,701,0.15952955416651965,0.1996803984644896,-0.42752619327012176,0.13404076566167067,0.3103928681052839
smooth_sigmoid_tail_a1_t0p2__ridge_alpha_100,smooth_sigmoid_tail_a1_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.2,Ridge,100.0,true_top_5pct,317,0.17445815531044795,0.22121196793970657,-0.3934036801961036,0.15079214490778448,0.33857762265659547
smooth_sigmoid_tail_a1_t0p2__ridge_alpha_100,smooth_sigmoid_tail_a1_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.2,Ridge,100.0,true_top_10pct,643,0.16376436949728274,0.20447680724309097,-0.4666300299757056,0.14402149828571087,0.31300910136687726
smooth_sigmoid_tail_a1_t0p2__ridge_alpha_100,smooth_sigmoid_tail_a1_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.2,Ridge,100.0,true_ge_1e-4,701,0.16207010760732574,0.2021380369089869,-0.46288202568567116,0.1427886944890684,0.3105051915842032
smooth_sigmoid_tail_a2_t0p05__ridge_alpha_0p01,smooth_sigmoid_tail_a2_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.05,Ridge,0.01,true_top_5pct,317,0.1562873475035466,0.20550884328089775,-0.2025987391656765,0.12275910566282144,0.3095918050086611
smooth_sigmoid_tail_a2_t0p05__ridge_alpha_0p01,smooth_sigmoid_tail_a2_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.05,Ridge,0.01,true_top_10pct,643,0.14733796533527932,0.19009259414779808,-0.2675434556705689,0.11892239441330954,0.2998616666715512
smooth_sigmoid_tail_a2_t0p05__ridge_alpha_0p01,smooth_sigmoid_tail_a2_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.05,Ridge,0.01,true_ge_1e-4,701,0.1466842089663604,0.18912251391736956,-0.28055925915132396,0.11858910869807904,0.2983307129994821
smooth_sigmoid_tail_a2_t0p05__ridge_alpha_0p1,smooth_sigmoid_tail_a2_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.05,Ridge,0.1,true_top_5pct,317,0.15627234334024945,0.2054752599051302,-0.20220572420098382,0.12286147959936855,0.3094902902022271
smooth_sigmoid_tail_a2_t0p05__ridge_alpha_0p1,smooth_sigmoid_tail_a2_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.05,Ridge,0.1,true_top_10pct,643,0.14732238673313816,0.1900650651914622,-0.2671763543435617,0.11893273817680106,0.29973828083291126
smooth_sigmoid_tail_a2_t0p05__ridge_alpha_0p1,smooth_sigmoid_tail_a2_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.05,Ridge,0.1,true_ge_1e-4,701,0.14666906945335204,0.18909420925117976,-0.2801759828370891,0.11876385872899675,0.29790205800475755
smooth_sigmoid_tail_a2_t0p05__ridge_alpha_1,smooth_sigmoid_tail_a2_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.05,Ridge,1.0,true_top_5pct,317,0.1561337542664538,0.20517038321753692,-0.19864079301330428,0.12128226742427062,0.30792641081333744
smooth_sigmoid_tail_a2_t0p05__ridge_alpha_1,smooth_sigmoid_tail_a2_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.05,Ridge,1.0,true_top_10pct,643,0.1471824277385432,0.189816095009745,-0.2638587273613855,0.11885358225937903,0.29873774838676237
smooth_sigmoid_tail_a2_t0p05__ridge_alpha_1,smooth_sigmoid_tail_a2_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.05,Ridge,1.0,true_ge_1e-4,701,0.146536440911308,0.18883742311373816,-0.27670143708733486,0.1175554956468301,0.29567651763202063
smooth_sigmoid_tail_a2_t0p05__ridge_alpha_10,smooth_sigmoid_tail_a2_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.05,Ridge,10.0,true_top_5pct,317,0.15543178428040408,0.2036283708407094,-0.18069109536235195,0.11950148794108362,0.29804698819894515
smooth_sigmoid_tail_a2_t0p05__ridge_alpha_10,smooth_sigmoid_tail_a2_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.05,Ridge,10.0,true_top_10pct,643,0.14650968956461058,0.1886295563112556,-0.24810737348084788,0.11792057447801652,0.2950321839063549
smooth_sigmoid_tail_a2_t0p05__ridge_alpha_10,smooth_sigmoid_tail_a2_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.05,Ridge,10.0,true_ge_1e-4,701,0.14586557427650593,0.18757505962616744,-0.25968919092269305,0.1160235306688504,0.2929682656153756
smooth_sigmoid_tail_a2_t0p05__ridge_alpha_100,smooth_sigmoid_tail_a2_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.05,Ridge,100.0,true_top_5pct,317,0.15554228727196961,0.20327741157867646,-0.17662469360568145,0.12932227057885104,0.29601393791495123
smooth_sigmoid_tail_a2_t0p05__ridge_alpha_100,smooth_sigmoid_tail_a2_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.05,Ridge,100.0,true_top_10pct,643,0.1470568291545353,0.18906071104093705,-0.253819547252355,0.12086316547343268,0.29408403915968173
smooth_sigmoid_tail_a2_t0p05__ridge_alpha_100,smooth_sigmoid_tail_a2_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.05,Ridge,100.0,true_ge_1e-4,701,0.1461680416449109,0.18762612501271564,-0.26037515921411103,0.12029875589957317,0.2925236997567908
smooth_sigmoid_tail_a2_t0p1__ridge_alpha_0p01,smooth_sigmoid_tail_a2_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.1,Ridge,0.01,true_top_5pct,317,0.1592750481265946,0.2069059020624107,-0.21900496096634625,0.1267902921695896,0.3136813549670625
smooth_sigmoid_tail_a2_t0p1__ridge_alpha_0p01,smooth_sigmoid_tail_a2_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.1,Ridge,0.01,true_top_10pct,643,0.1496304593824635,0.19098544144337362,-0.2794784871211875,0.12265512760322261,0.29763221931828715
smooth_sigmoid_tail_a2_t0p1__ridge_alpha_0p01,smooth_sigmoid_tail_a2_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.1,Ridge,0.01,true_ge_1e-4,701,0.1486809058875302,0.18974072996505492,-0.28894489432855,0.12219861947746047,0.29703115748714604
smooth_sigmoid_tail_a2_t0p1__ridge_alpha_0p1,smooth_sigmoid_tail_a2_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.1,Ridge,0.1,true_top_5pct,317,0.1592636914755722,0.2068790544184185,-0.21868863081265855,0.12652599042415558,0.31360199497659713
smooth_sigmoid_tail_a2_t0p1__ridge_alpha_0p1,smooth_sigmoid_tail_a2_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.1,Ridge,0.1,true_top_10pct,643,0.14961898416542474,0.1909630338203501,-0.2791782716753175,0.12268542549598704,0.2975968670353214
smooth_sigmoid_tail_a2_t0p1__ridge_alpha_0p1,smooth_sigmoid_tail_a2_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.1,Ridge,0.1,true_ge_1e-4,701,0.14866966477147284,0.18971729579299235,-0.28862652840719183,0.1221895393351935,0.29711446425433463
smooth_sigmoid_tail_a2_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a2_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.1,Ridge,1.0,true_top_5pct,317,0.15915494778845188,0.20663682835330302,-0.2158364780428772,0.1256436720523686,0.3122555967585483
smooth_sigmoid_tail_a2_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a2_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.1,Ridge,1.0,true_top_10pct,643,0.14950953484205973,0.19076132530511167,-0.27647738371023367,0.12273293598115087,0.2968692684562854
smooth_sigmoid_tail_a2_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a2_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.1,Ridge,1.0,true_ge_1e-4,701,0.1485617620497971,0.1895054302435884,-0.28575000497687175,0.12203546163494838,0.2960594986428493
smooth_sigmoid_tail_a2_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a2_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.1,Ridge,10.0,true_top_5pct,317,0.15857374780455571,0.20547696126730605,-0.20222563312642583,0.1249532853169657,0.30395454969057584
smooth_sigmoid_tail_a2_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a2_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.1,Ridge,10.0,true_top_10pct,643,0.14892905744871507,0.18984628588726374,-0.2642608011532377,0.12172881077590603,0.2961619675977092
smooth_sigmoid_tail_a2_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a2_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.1,Ridge,10.0,true_ge_1e-4,701,0.14797199171721068,0.18850105956773824,-0.2721572810323698,0.12041594978656445,0.29156086553109173
smooth_sigmoid_tail_a2_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a2_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.1,Ridge,100.0,true_top_5pct,317,0.15926201134182494,0.20601195910740527,-0.20849422346922974,0.1330205763177421,0.30214308741671925
smooth_sigmoid_tail_a2_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a2_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.1,Ridge,100.0,true_top_10pct,643,0.14974426156157247,0.19082565909459567,-0.2773385066306526,0.1267040451397934,0.2985347187160717
smooth_sigmoid_tail_a2_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a2_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.1,Ridge,100.0,true_ge_1e-4,701,0.1485867906159986,0.18909088237663332,-0.28013093706394376,0.12578065270147976,0.29733992347001337
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,0.01,true_top_5pct,317,0.16513659117169638,0.21182346415584408,-0.27763807856151357,0.1359172470521659,0.32355853701023235
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,0.01,true_top_10pct,643,0.15515454258894842,0.19546086213898295,-0.3401459014987125,0.13088345829378767,0.30560951552370463
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,0.01,true_ge_1e-4,701,0.15386323864590035,0.19383633351642585,-0.34518987312623883,0.1297047802105049,0.3041253547889018
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,0.1,true_top_5pct,317,0.16512808117382594,0.21180656760654476,-0.2774342596515196,0.1359402223106443,0.3235482261190662
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,0.1,true_top_10pct,643,0.1551452115678953,0.1954461496117573,-0.3399441609477898,0.1306756618304692,0.30540765092627975
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,0.1,true_ge_1e-4,701,0.15385412742222918,0.19382042564837834,-0.3449690866047894,0.12975333869298966,0.3042141776020819
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,1.0,true_top_5pct,317,0.165066092642834,0.2116577838565689,-0.2756402198612731,0.13375847348246772,0.3234565459765776
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,1.0,true_top_10pct,643,0.15506620179841146,0.19531623494997769,-0.3381634091944319,0.13112248526120673,0.30468316183386074
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,1.0,true_ge_1e-4,701,0.15377574837245603,0.19367885157939713,-0.3430049674659015,0.13021056146171706,0.3033804268937663
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,10.0,true_top_5pct,317,0.16490019926689942,0.21110007061266692,-0.268926513268944,0.13491853214716532,0.31911718950137224
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,10.0,true_top_10pct,643,0.15474935365780623,0.19484382727263422,-0.3316980565000387,0.13147878444449868,0.3014155536059355
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,10.0,true_ge_1e-4,701,0.15343492222985167,0.19311142022612582,-0.33514714725207395,0.13044256447609248,0.2992291544098724
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_100,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,100.0,true_top_5pct,317,0.16681094461819257,0.21308527402042532,-0.2929049235235157,0.14202395218527863,0.32526726683409873
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_100,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,100.0,true_top_10pct,643,0.15647028689949538,0.19679727292128915,-0.35853432056349144,0.13692707922721414,0.30645434890432705
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_100,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,100.0,true_ge_1e-4,701,0.15496142107714866,0.19468867194617498,-0.35704603886626485,0.13445540933765088,0.2977568000871802
smooth_sigmoid_tail_a4_t0p05__ridge_alpha_0p01,smooth_sigmoid_tail_a4_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.05,Ridge,0.01,true_top_5pct,317,0.14763634341637139,0.19694613124436453,-0.10447177715591804,0.1109350493758905,0.29815077166553516
smooth_sigmoid_tail_a4_t0p05__ridge_alpha_0p01,smooth_sigmoid_tail_a4_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.05,Ridge,0.01,true_top_10pct,643,0.1381636424817712,0.1812151268430136,-0.1519174497514324,0.10919433937715484,0.291465347950649
smooth_sigmoid_tail_a4_t0p05__ridge_alpha_0p01,smooth_sigmoid_tail_a4_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.05,Ridge,0.01,true_ge_1e-4,701,0.13792220139969424,0.18071283430481555,-0.16920647376761933,0.10919433937715484,0.2905475203728445
smooth_sigmoid_tail_a4_t0p05__ridge_alpha_0p1,smooth_sigmoid_tail_a4_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.05,Ridge,0.1,true_top_5pct,317,0.1476059044788942,0.19689514950717782,-0.10390004110251305,0.11090588758562259,0.2979678555405836
smooth_sigmoid_tail_a4_t0p05__ridge_alpha_0p1,smooth_sigmoid_tail_a4_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.05,Ridge,0.1,true_top_10pct,643,0.13813219519047118,0.18117186003454305,-0.1513674532618241,0.10908768827919602,0.29118857920292124
smooth_sigmoid_tail_a4_t0p05__ridge_alpha_0p1,smooth_sigmoid_tail_a4_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.05,Ridge,0.1,true_ge_1e-4,701,0.13789161852417944,0.18066930996403122,-0.1686433393012139,0.10908768827919602,0.2907607916264139
smooth_sigmoid_tail_a4_t0p05__ridge_alpha_1,smooth_sigmoid_tail_a4_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.05,Ridge,1.0,true_top_5pct,317,0.1473258581931553,0.1964275030235602,-0.09866251323177821,0.1124421675691809,0.29611827619184394
smooth_sigmoid_tail_a4_t0p05__ridge_alpha_1,smooth_sigmoid_tail_a4_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.05,Ridge,1.0,true_top_10pct,643,0.13784167640747352,0.1807764349871201,-0.1463469971712168,0.10852557029426313,0.2918289518093926
smooth_sigmoid_tail_a4_t0p05__ridge_alpha_1,smooth_sigmoid_tail_a4_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.05,Ridge,1.0,true_ge_1e-4,701,0.1376077219297238,0.18027079932342968,-0.16349356395376624,0.10852557029426313,0.28820446822869616
smooth_sigmoid_tail_a4_t0p05__ridge_alpha_10,smooth_sigmoid_tail_a4_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.05,Ridge,10.0,true_top_5pct,317,0.14568901107496904,0.19384408605981465,-0.06995330876634598,0.1100712595627984,0.2868965860888756
smooth_sigmoid_tail_a4_t0p05__ridge_alpha_10,smooth_sigmoid_tail_a4_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.05,Ridge,10.0,true_top_10pct,643,0.13645946405272627,0.17868456329496216,-0.11997036873670774,0.10772917121618875,0.28031002255422044
smooth_sigmoid_tail_a4_t0p05__ridge_alpha_10,smooth_sigmoid_tail_a4_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.05,Ridge,10.0,true_ge_1e-4,701,0.13618203043328977,0.1781253166472494,-0.13596386114670667,0.10772917121618875,0.28027493264782155
smooth_sigmoid_tail_a4_t0p05__ridge_alpha_100,smooth_sigmoid_tail_a4_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.05,Ridge,100.0,true_top_5pct,317,0.1436292295178344,0.1908637851848212,-0.03730573610856425,0.11867038883945558,0.28140938684401556
smooth_sigmoid_tail_a4_t0p05__ridge_alpha_100,smooth_sigmoid_tail_a4_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.05,Ridge,100.0,true_top_10pct,643,0.1354840202740454,0.1769563193657772,-0.09841034761791634,0.10962830685641745,0.27796903064204975
smooth_sigmoid_tail_a4_t0p05__ridge_alpha_100,smooth_sigmoid_tail_a4_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.05,Ridge,100.0,true_ge_1e-4,701,0.13483277742145552,0.17599963729889806,-0.10901331932775737,0.10968794428360473,0.2777221950294009
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_0p01,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,0.01,true_top_5pct,317,0.1510060175375413,0.19780072730465334,-0.11407770419057184,0.11749291580120147,0.3033911606802645
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_0p01,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,0.01,true_top_10pct,643,0.14076801953277526,0.18162699699206694,-0.15715961225581276,0.11346512621514782,0.2908519843032213
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_0p01,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,0.01,true_ge_1e-4,701,0.14004065186467005,0.18074944196753157,-0.16968022264851568,0.11246574370567952,0.28682584527611876
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_0p1,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,0.1,true_top_5pct,317,0.15098518496999067,0.19776450529993822,-0.113669713446503,0.11740683022358045,0.3031747485296108
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_0p1,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,0.1,true_top_10pct,643,0.14074654278434026,0.1815954547749977,-0.15675773135760762,0.11329547595689515,0.29062278498364735
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_0p1,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,0.1,true_ge_1e-4,701,0.14001941332916812,0.1807169941847378,-0.16926030297719397,0.11250073362367052,0.28690722760984233
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,1.0,true_top_5pct,317,0.15079054788471183,0.19743348985331702,-0.10994474406200938,0.11671061224553281,0.3010742009057807
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,1.0,true_top_10pct,643,0.14055531863144502,0.18130789187011978,-0.15309709745330657,0.1125139774941788,0.28880769320329297
