model_id,scheme_id,scheme_name,scheme_params,regressor,ridge_alpha,threshold_label,threshold_s_cm,threshold_log10,tp,fp,tn,fn,precision,recall,f1,predicted_positive_rate,true_positive_rate,enrichment
aggressive_high_tail_step__ridge_alpha_100,aggressive_high_tail_step,Scheme D: aggressive_high_tail_step,,Ridge,100.0,3e-4,0.0003,-3.5228787452803374,16,2,6243,9,0.8888888888888888,0.64,0.7441860465116279,0.0028708133971291866,0.003987240829346092,222.93333333333334
recall_focused_near_threshold__ridge_alpha_0p01,recall_focused_near_threshold,Scheme F: recall_focused_near_threshold,,Ridge,0.01,3e-5,3e-05,-4.522878745280337,5397,663,124,86,0.8905940594059406,0.9843151559365311,0.9351121892055791,0.9665071770334929,0.874481658692185,1.0184250870828466
recall_focused_near_threshold__ridge_alpha_0p01,recall_focused_near_threshold,Scheme F: recall_focused_near_threshold,,Ridge,0.01,5e-5,5e-05,-4.301029995663981,3005,1265,1456,544,0.7037470725995316,0.8467173851789236,0.7686404911113953,0.6810207336523126,0.5660287081339713,1.2433063243727989
recall_focused_near_threshold__ridge_alpha_0p01,recall_focused_near_threshold,Scheme F: recall_focused_near_threshold,,Ridge,0.01,1e-4,0.0001,-4.0,371,237,5332,330,0.6101973684210527,0.5292439372325249,0.5668449197860962,0.09696969696969697,0.11180223285486443,5.457828102710414
recall_focused_near_threshold__ridge_alpha_0p01,recall_focused_near_threshold,Scheme F: recall_focused_near_threshold,,Ridge,0.01,2e-4,0.0002,-3.6989700043360187,36,18,6166,50,0.6666666666666666,0.4186046511627907,0.5142857142857143,0.00861244019138756,0.013716108452950558,48.604651162790695
recall_focused_near_threshold__ridge_alpha_0p01,recall_focused_near_threshold,Scheme F: recall_focused_near_threshold,,Ridge,0.01,3e-4,0.0003,-3.5228787452803374,15,3,6242,10,0.8333333333333334,0.6,0.6976744186046512,0.0028708133971291866,0.003987240829346092,209.00000000000003
recall_focused_near_threshold__ridge_alpha_0p1,recall_focused_near_threshold,Scheme F: recall_focused_near_threshold,,Ridge,0.1,3e-5,3e-05,-4.522878745280337,5397,663,124,86,0.8905940594059406,0.9843151559365311,0.9351121892055791,0.9665071770334929,0.874481658692185,1.0184250870828466
recall_focused_near_threshold__ridge_alpha_0p1,recall_focused_near_threshold,Scheme F: recall_focused_near_threshold,,Ridge,0.1,5e-5,5e-05,-4.301029995663981,3006,1267,1454,543,0.7034870114673532,0.8469991546914624,0.7686013807210432,0.6814992025518342,0.5660287081339713,1.2428468757115536
recall_focused_near_threshold__ridge_alpha_0p1,recall_focused_near_threshold,Scheme F: recall_focused_near_threshold,,Ridge,0.1,1e-4,0.0001,-4.0,371,235,5334,330,0.6122112211221122,0.5292439372325249,0.5677123182861515,0.09665071770334928,0.11180223285486443,5.475840736712759
recall_focused_near_threshold__ridge_alpha_0p1,recall_focused_near_threshold,Scheme F: recall_focused_near_threshold,,Ridge,0.1,2e-4,0.0002,-3.6989700043360187,36,18,6166,50,0.6666666666666666,0.4186046511627907,0.5142857142857143,0.00861244019138756,0.013716108452950558,48.604651162790695
recall_focused_near_threshold__ridge_alpha_0p1,recall_focused_near_threshold,Scheme F: recall_focused_near_threshold,,Ridge,0.1,3e-4,0.0003,-3.5228787452803374,15,3,6242,10,0.8333333333333334,0.6,0.6976744186046512,0.0028708133971291866,0.003987240829346092,209.00000000000003
recall_focused_near_threshold__ridge_alpha_1,recall_focused_near_threshold,Scheme F: recall_focused_near_threshold,,Ridge,1.0,3e-5,3e-05,-4.522878745280337,5401,664,123,82,0.8905193734542457,0.9850446835673902,0.9354000692760651,0.967304625199362,0.874481658692185,1.0183396811158345
recall_focused_near_threshold__ridge_alpha_1,recall_focused_near_threshold,Scheme F: recall_focused_near_threshold,,Ridge,1.0,5e-5,5e-05,-4.301029995663981,3005,1265,1456,544,0.7037470725995316,0.8467173851789236,0.7686404911113953,0.6810207336523126,0.5660287081339713,1.2433063243727989
recall_focused_near_threshold__ridge_alpha_1,recall_focused_near_threshold,Scheme F: recall_focused_near_threshold,,Ridge,1.0,1e-4,0.0001,-4.0,371,232,5337,330,0.615257048092869,0.5292439372325249,0.5690184049079754,0.09617224880382776,0.11180223285486443,5.503083725452623
recall_focused_near_threshold__ridge_alpha_1,recall_focused_near_threshold,Scheme F: recall_focused_near_threshold,,Ridge,1.0,2e-4,0.0002,-3.6989700043360187,36,17,6167,50,0.6792452830188679,0.4186046511627907,0.5179856115107914,0.008452950558213716,0.013716108452950558,49.52172005265467
recall_focused_near_threshold__ridge_alpha_1,recall_focused_near_threshold,Scheme F: recall_focused_near_threshold,,Ridge,1.0,3e-4,0.0003,-3.5228787452803374,15,3,6242,10,0.8333333333333334,0.6,0.6976744186046512,0.0028708133971291866,0.003987240829346092,209.00000000000003
recall_focused_near_threshold__ridge_alpha_10,recall_focused_near_threshold,Scheme F: recall_focused_near_threshold,,Ridge,10.0,3e-5,3e-05,-4.522878745280337,5414,675,112,69,0.8891443586795862,0.9874156483676819,0.9357068786726582,0.9711323763955343,0.874481658692185,1.016767304198615
recall_focused_near_threshold__ridge_alpha_10,recall_focused_near_threshold,Scheme F: recall_focused_near_threshold,,Ridge,10.0,5e-5,5e-05,-4.301029995663981,3032,1279,1442,517,0.7033170958014382,0.8543251620174697,0.771501272264631,0.6875598086124401,0.5660287081339713,1.2425466865807318
recall_focused_near_threshold__ridge_alpha_10,recall_focused_near_threshold,Scheme F: recall_focused_near_threshold,,Ridge,10.0,1e-4,0.0001,-4.0,373,218,5351,328,0.6311336717428088,0.5320970042796006,0.5773993808049536,0.09425837320574162,0.11180223285486443,5.645090045402869
recall_focused_near_threshold__ridge_alpha_10,recall_focused_near_threshold,Scheme F: recall_focused_near_threshold,,Ridge,10.0,2e-4,0.0002,-3.6989700043360187,38,12,6172,48,0.76,0.4418604651162791,0.5588235294117647,0.007974481658692184,0.013716108452950558,55.40930232558139
recall_focused_near_threshold__ridge_alpha_10,recall_focused_near_threshold,Scheme F: recall_focused_near_threshold,,Ridge,10.0,3e-4,0.0003,-3.5228787452803374,14,3,6242,11,0.8235294117647058,0.56,0.6666666666666666,0.002711323763955343,0.003987240829346092,206.54117647058825
recall_focused_near_threshold__ridge_alpha_100,recall_focused_near_threshold,Scheme F: recall_focused_near_threshold,,Ridge,100.0,3e-5,3e-05,-4.522878745280337,5438,697,90,45,0.8863895680521597,0.991792814152836,0.9361335858151144,0.9784688995215312,0.874481658692185,1.0136171059068104
recall_focused_near_threshold__ridge_alpha_100,recall_focused_near_threshold,Scheme F: recall_focused_near_threshold,,Ridge,100.0,5e-5,5e-05,-4.301029995663981,3107,1354,1367,442,0.6964806097287604,0.8754578754578755,0.7757802746566791,0.7114832535885167,0.5660287081339713,1.230468701887666
recall_focused_near_threshold__ridge_alpha_100,recall_focused_near_threshold,Scheme F: recall_focused_near_threshold,,Ridge,100.0,1e-4,0.0001,-4.0,373,205,5364,328,0.6453287197231834,0.5320970042796006,0.583268178264269,0.09218500797448166,0.11180223285486443,5.772055738465563
recall_focused_near_threshold__ridge_alpha_100,recall_focused_near_threshold,Scheme F: recall_focused_near_threshold,,Ridge,100.0,2e-4,0.0002,-3.6989700043360187,35,10,6174,51,0.7777777777777778,0.4069767441860465,0.534351145038168,0.007177033492822967,0.013716108452950558,56.70542635658915
recall_focused_near_threshold__ridge_alpha_100,recall_focused_near_threshold,Scheme F: recall_focused_near_threshold,,Ridge,100.0,3e-4,0.0003,-3.5228787452803374,16,2,6243,9,0.8888888888888888,0.64,0.7441860465116279,0.0028708133971291866,0.003987240829346092,222.93333333333334
smooth_sigmoid_tail_a1_t0p05__ridge_alpha_0p01,smooth_sigmoid_tail_a1_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.05,Ridge,0.01,3e-5,3e-05,-4.522878745280337,5287,590,197,196,0.899608643865918,0.9642531460879081,0.9308098591549296,0.9373205741626794,0.874481658692185,1.0287335759692333
smooth_sigmoid_tail_a1_t0p05__ridge_alpha_0p01,smooth_sigmoid_tail_a1_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.05,Ridge,0.01,5e-5,5e-05,-4.301029995663981,2679,860,1861,870,0.7569935009889799,0.7548605240912933,0.7559255079006773,0.5644338118022328,0.5660287081339713,1.3373765148495078
smooth_sigmoid_tail_a1_t0p05__ridge_alpha_0p01,smooth_sigmoid_tail_a1_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.05,Ridge,0.01,1e-4,0.0001,-4.0,357,205,5364,344,0.6352313167259787,0.5092724679029957,0.5653206650831353,0.08963317384370016,0.11180223285486443,5.681740878561892
smooth_sigmoid_tail_a1_t0p05__ridge_alpha_0p01,smooth_sigmoid_tail_a1_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.05,Ridge,0.01,2e-4,0.0002,-3.6989700043360187,33,23,6161,53,0.5892857142857143,0.38372093023255816,0.46478873239436624,0.008931419457735247,0.013716108452950558,42.963039867109636
smooth_sigmoid_tail_a1_t0p05__ridge_alpha_0p01,smooth_sigmoid_tail_a1_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.05,Ridge,0.01,3e-4,0.0003,-3.5228787452803374,16,2,6243,9,0.8888888888888888,0.64,0.7441860465116279,0.0028708133971291866,0.003987240829346092,222.93333333333334
smooth_sigmoid_tail_a1_t0p05__ridge_alpha_0p1,smooth_sigmoid_tail_a1_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.05,Ridge,0.1,3e-5,3e-05,-4.522878745280337,5287,590,197,196,0.899608643865918,0.9642531460879081,0.9308098591549296,0.9373205741626794,0.874481658692185,1.0287335759692333
smooth_sigmoid_tail_a1_t0p05__ridge_alpha_0p1,smooth_sigmoid_tail_a1_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.05,Ridge,0.1,5e-5,5e-05,-4.301029995663981,2679,858,1863,870,0.7574215436810857,0.7548605240912933,0.756138865368332,0.5641148325358851,0.5660287081339713,1.3381327356664996
smooth_sigmoid_tail_a1_t0p05__ridge_alpha_0p1,smooth_sigmoid_tail_a1_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.05,Ridge,0.1,1e-4,0.0001,-4.0,357,205,5364,344,0.6352313167259787,0.5092724679029957,0.5653206650831353,0.08963317384370016,0.11180223285486443,5.681740878561892
smooth_sigmoid_tail_a1_t0p05__ridge_alpha_0p1,smooth_sigmoid_tail_a1_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.05,Ridge,0.1,2e-4,0.0002,-3.6989700043360187,33,23,6161,53,0.5892857142857143,0.38372093023255816,0.46478873239436624,0.008931419457735247,0.013716108452950558,42.963039867109636
smooth_sigmoid_tail_a1_t0p05__ridge_alpha_0p1,smooth_sigmoid_tail_a1_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.05,Ridge,0.1,3e-4,0.0003,-3.5228787452803374,16,2,6243,9,0.8888888888888888,0.64,0.7441860465116279,0.0028708133971291866,0.003987240829346092,222.93333333333334
smooth_sigmoid_tail_a1_t0p05__ridge_alpha_1,smooth_sigmoid_tail_a1_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.05,Ridge,1.0,3e-5,3e-05,-4.522878745280337,5289,592,195,194,0.8993368474749193,0.9646179099033376,0.9308342133051742,0.9379585326953748,0.874481658692185,1.0284227674024702
smooth_sigmoid_tail_a1_t0p05__ridge_alpha_1,smooth_sigmoid_tail_a1_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.05,Ridge,1.0,5e-5,5e-05,-4.301029995663981,2684,856,1865,865,0.7581920903954802,0.756269371653987,0.7572295105092397,0.5645933014354066,0.5660287081339713,1.339494056573587
smooth_sigmoid_tail_a1_t0p05__ridge_alpha_1,smooth_sigmoid_tail_a1_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.05,Ridge,1.0,1e-4,0.0001,-4.0,356,203,5366,345,0.6368515205724508,0.5078459343794579,0.5650793650793651,0.08915470494417863,0.11180223285486443,5.696232573451165
smooth_sigmoid_tail_a1_t0p05__ridge_alpha_1,smooth_sigmoid_tail_a1_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.05,Ridge,1.0,2e-4,0.0002,-3.6989700043360187,33,22,6162,53,0.6,0.38372093023255816,0.46808510638297873,0.008771929824561403,0.013716108452950558,43.74418604651162
smooth_sigmoid_tail_a1_t0p05__ridge_alpha_1,smooth_sigmoid_tail_a1_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.05,Ridge,1.0,3e-4,0.0003,-3.5228787452803374,16,2,6243,9,0.8888888888888888,0.64,0.7441860465116279,0.0028708133971291866,0.003987240829346092,222.93333333333334
smooth_sigmoid_tail_a1_t0p05__ridge_alpha_10,smooth_sigmoid_tail_a1_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.05,Ridge,10.0,3e-5,3e-05,-4.522878745280337,5306,607,180,177,0.8973448334178927,0.9677184023344885,0.9312039312039312,0.9430622009569378,0.874481658692185,1.0261448304815224
smooth_sigmoid_tail_a1_t0p05__ridge_alpha_10,smooth_sigmoid_tail_a1_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.05,Ridge,10.0,5e-5,5e-05,-4.301029995663981,2700,850,1871,849,0.7605633802816901,0.760777683854607,0.7606705169742216,0.5661881977671451,0.5660287081339713,1.3436834021882775
smooth_sigmoid_tail_a1_t0p05__ridge_alpha_10,smooth_sigmoid_tail_a1_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.05,Ridge,10.0,1e-4,0.0001,-4.0,356,196,5373,345,0.644927536231884,0.5078459343794579,0.5682362330407023,0.08803827751196172,0.11180223285486443,5.768467406810147
smooth_sigmoid_tail_a1_t0p05__ridge_alpha_10,smooth_sigmoid_tail_a1_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.05,Ridge,10.0,2e-4,0.0002,-3.6989700043360187,34,19,6165,52,0.6415094339622641,0.3953488372093023,0.4892086330935252,0.008452950558213716,0.013716108452950558,46.77051338306274
smooth_sigmoid_tail_a1_t0p05__ridge_alpha_10,smooth_sigmoid_tail_a1_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.05,Ridge,10.0,3e-4,0.0003,-3.5228787452803374,16,2,6243,9,0.8888888888888888,0.64,0.7441860465116279,0.0028708133971291866,0.003987240829346092,222.93333333333334
smooth_sigmoid_tail_a1_t0p05__ridge_alpha_100,smooth_sigmoid_tail_a1_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.05,Ridge,100.0,3e-5,3e-05,-4.522878745280337,5356,619,168,127,0.8964016736401673,0.9768374977202261,0.9348926514225868,0.9529505582137161,0.874481658692185,1.025066294678798
smooth_sigmoid_tail_a1_t0p05__ridge_alpha_100,smooth_sigmoid_tail_a1_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.05,Ridge,100.0,5e-5,5e-05,-4.301029995663981,2723,858,1863,826,0.7604021223122033,0.7672583826429981,0.7638148667601684,0.5711323763955343,0.5660287081339713,1.3433985085650928
smooth_sigmoid_tail_a1_t0p05__ridge_alpha_100,smooth_sigmoid_tail_a1_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.05,Ridge,100.0,1e-4,0.0001,-4.0,357,185,5384,344,0.6586715867158671,0.5092724679029957,0.5744167337087691,0.08644338118022328,0.11180223285486443,5.891399213564175
smooth_sigmoid_tail_a1_t0p05__ridge_alpha_100,smooth_sigmoid_tail_a1_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.05,Ridge,100.0,2e-4,0.0002,-3.6989700043360187,33,15,6169,53,0.6875,0.38372093023255816,0.49253731343283585,0.007655502392344498,0.013716108452950558,50.12354651162791
smooth_sigmoid_tail_a1_t0p05__ridge_alpha_100,smooth_sigmoid_tail_a1_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.05,Ridge,100.0,3e-4,0.0003,-3.5228787452803374,15,2,6243,10,0.8823529411764706,0.6,0.7142857142857143,0.002711323763955343,0.003987240829346092,221.29411764705884
smooth_sigmoid_tail_a1_t0p1__ridge_alpha_0p01,smooth_sigmoid_tail_a1_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.1,Ridge,0.01,3e-5,3e-05,-4.522878745280337,5297,600,187,186,0.8982533491605901,0.9660769651650556,0.9309314586994727,0.9405103668261563,0.874481658692185,1.027183749632847
smooth_sigmoid_tail_a1_t0p1__ridge_alpha_0p01,smooth_sigmoid_tail_a1_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.1,Ridge,0.01,5e-5,5e-05,-4.301029995663981,2695,878,1843,854,0.7542681220263084,0.7593688362919132,0.7568098848638024,0.5698564593301435,0.5660287081339713,1.3325616018892514
smooth_sigmoid_tail_a1_t0p1__ridge_alpha_0p01,smooth_sigmoid_tail_a1_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.1,Ridge,0.01,1e-4,0.0001,-4.0,350,195,5374,351,0.6422018348623854,0.4992867332382311,0.5617977528089888,0.08692185007974482,0.11180223285486443,5.74408773835543
smooth_sigmoid_tail_a1_t0p1__ridge_alpha_0p01,smooth_sigmoid_tail_a1_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.1,Ridge,0.01,2e-4,0.0002,-3.6989700043360187,32,22,6162,54,0.5925925925925926,0.37209302325581395,0.45714285714285713,0.00861244019138756,0.013716108452950558,43.20413436692506
smooth_sigmoid_tail_a1_t0p1__ridge_alpha_0p01,smooth_sigmoid_tail_a1_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.1,Ridge,0.01,3e-4,0.0003,-3.5228787452803374,16,2,6243,9,0.8888888888888888,0.64,0.7441860465116279,0.0028708133971291866,0.003987240829346092,222.93333333333334
smooth_sigmoid_tail_a1_t0p1__ridge_alpha_0p1,smooth_sigmoid_tail_a1_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.1,Ridge,0.1,3e-5,3e-05,-4.522878745280337,5297,600,187,186,0.8982533491605901,0.9660769651650556,0.9309314586994727,0.9405103668261563,0.874481658692185,1.027183749632847
smooth_sigmoid_tail_a1_t0p1__ridge_alpha_0p1,smooth_sigmoid_tail_a1_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.1,Ridge,0.1,5e-5,5e-05,-4.301029995663981,2696,878,1843,853,0.7543368774482373,0.759650605804452,0.7569844166783659,0.5700159489633174,0.5660287081339713,1.332683071738644
smooth_sigmoid_tail_a1_t0p1__ridge_alpha_0p1,smooth_sigmoid_tail_a1_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.1,Ridge,0.1,1e-4,0.0001,-4.0,350,194,5375,351,0.6433823529411765,0.4992867332382311,0.5622489959839357,0.08676236044657097,0.11180223285486443,5.754646723168583
smooth_sigmoid_tail_a1_t0p1__ridge_alpha_0p1,smooth_sigmoid_tail_a1_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.1,Ridge,0.1,2e-4,0.0002,-3.6989700043360187,32,22,6162,54,0.5925925925925926,0.37209302325581395,0.45714285714285713,0.00861244019138756,0.013716108452950558,43.20413436692506
smooth_sigmoid_tail_a1_t0p1__ridge_alpha_0p1,smooth_sigmoid_tail_a1_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.1,Ridge,0.1,3e-4,0.0003,-3.5228787452803374,16,2,6243,9,0.8888888888888888,0.64,0.7441860465116279,0.0028708133971291866,0.003987240829346092,222.93333333333334
smooth_sigmoid_tail_a1_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a1_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.1,Ridge,1.0,3e-5,3e-05,-4.522878745280337,5297,603,184,186,0.8977966101694915,0.9660769651650556,0.9306861108670825,0.9409888357256778,0.874481658692185,1.0266614528109999
smooth_sigmoid_tail_a1_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a1_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.1,Ridge,1.0,5e-5,5e-05,-4.301029995663981,2708,876,1845,841,0.7555803571428571,0.7630318399549169,0.759287817187719,0.5716108452950558,0.5660287081339713,1.3348799209032725
smooth_sigmoid_tail_a1_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a1_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.1,Ridge,1.0,1e-4,0.0001,-4.0,352,193,5376,349,0.6458715596330276,0.5021398002853067,0.565008025682183,0.08692185007974482,0.11180223285486443,5.776911096860318
smooth_sigmoid_tail_a1_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a1_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.1,Ridge,1.0,2e-4,0.0002,-3.6989700043360187,32,21,6163,54,0.6037735849056604,0.37209302325581395,0.46043165467625896,0.008452950558213716,0.013716108452950558,44.01930671347082
smooth_sigmoid_tail_a1_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a1_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.1,Ridge,1.0,3e-4,0.0003,-3.5228787452803374,16,2,6243,9,0.8888888888888888,0.64,0.7441860465116279,0.0028708133971291866,0.003987240829346092,222.93333333333334
smooth_sigmoid_tail_a1_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a1_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.1,Ridge,10.0,3e-5,3e-05,-4.522878745280337,5314,614,173,169,0.8964237516869096,0.9691774575962064,0.9313819998247306,0.9454545454545454,0.874481658692185,1.0250915416882953
smooth_sigmoid_tail_a1_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a1_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.1,Ridge,10.0,5e-5,5e-05,-4.301029995663981,2719,871,1850,830,0.7573816155988858,0.7661313045928431,0.7617313349208573,0.5725677830940988,0.5660287081339713,1.3380621949295615
smooth_sigmoid_tail_a1_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a1_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.1,Ridge,10.0,1e-4,0.0001,-4.0,351,185,5384,350,0.6548507462686567,0.5007132667617689,0.5675020210185933,0.08548644338118022,0.11180223285486443,5.8572242212617365
smooth_sigmoid_tail_a1_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a1_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.1,Ridge,10.0,2e-4,0.0002,-3.6989700043360187,34,18,6166,52,0.6538461538461539,0.3953488372093023,0.49275362318840576,0.008293460925039872,0.013716108452950558,47.66994633273703
smooth_sigmoid_tail_a1_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a1_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.1,Ridge,10.0,3e-4,0.0003,-3.5228787452803374,16,2,6243,9,0.8888888888888888,0.64,0.7441860465116279,0.0028708133971291866,0.003987240829346092,222.93333333333334
smooth_sigmoid_tail_a1_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a1_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.1,Ridge,100.0,3e-5,3e-05,-4.522878745280337,5369,630,157,114,0.8949824970828472,0.979208462520518,0.9352029263194566,0.9567783094098884,0.874481658692185,1.023443417236814
smooth_sigmoid_tail_a1_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a1_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.1,Ridge,100.0,5e-5,5e-05,-4.301029995663981,2751,883,1838,798,0.7570170610897083,0.7751479289940828,0.7659752192677154,0.579585326953748,0.5660287081339713,1.33741813835798
smooth_sigmoid_tail_a1_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a1_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.1,Ridge,100.0,1e-4,0.0001,-4.0,351,178,5391,350,0.6635160680529301,0.5007132667617689,0.5707317073170732,0.08437001594896332,0.11180223285486443,5.934730023811515
smooth_sigmoid_tail_a1_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a1_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.1,Ridge,100.0,2e-4,0.0002,-3.6989700043360187,33,13,6171,53,0.717391304347826,0.38372093023255816,0.5000000000000001,0.00733652312599681,0.013716108452950558,52.302831142568245
smooth_sigmoid_tail_a1_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a1_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.1,Ridge,100.0,3e-4,0.0003,-3.5228787452803374,16,2,6243,9,0.8888888888888888,0.64,0.7441860465116279,0.0028708133971291866,0.003987240829346092,222.93333333333334
smooth_sigmoid_tail_a1_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a1_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.2,Ridge,0.01,3e-5,3e-05,-4.522878745280337,5306,615,172,177,0.8961324100658673,0.9677184023344885,0.9305506839705368,0.9443381180223286,0.874481658692185,1.0247583824754676
smooth_sigmoid_tail_a1_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a1_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.2,Ridge,0.01,5e-5,5e-05,-4.301029995663981,2689,878,1843,860,0.7538547799271096,0.7576782192166808,0.755761663856099,0.5688995215311005,0.5660287081339713,1.3318313525339467
smooth_sigmoid_tail_a1_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a1_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.2,Ridge,0.01,1e-4,0.0001,-4.0,337,184,5385,364,0.6468330134357005,0.48074179743223966,0.5515548281505728,0.08309409888357257,0.11180223285486443,5.785510690787222
smooth_sigmoid_tail_a1_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a1_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.2,Ridge,0.01,2e-4,0.0002,-3.6989700043360187,31,19,6165,55,0.62,0.36046511627906974,0.45588235294117646,0.007974481658692184,0.013716108452950558,45.20232558139535
smooth_sigmoid_tail_a1_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a1_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.2,Ridge,0.01,3e-4,0.0003,-3.5228787452803374,16,2,6243,9,0.8888888888888888,0.64,0.7441860465116279,0.0028708133971291866,0.003987240829346092,222.93333333333334
smooth_sigmoid_tail_a1_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a1_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.2,Ridge,0.1,3e-5,3e-05,-4.522878745280337,5306,615,172,177,0.8961324100658673,0.9677184023344885,0.9305506839705368,0.9443381180223286,0.874481658692185,1.0247583824754676
