model_id,scheme_id,scheme_name,scheme_params,regressor,ridge_alpha,prediction_decile,count,mean_pred_log10,mean_true_log10,std_true_log10,mae_log10,min_pred_log10,max_pred_log10
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,0.1,9,627,-3.883920353731134,-3.9244220940866628,0.2367313101051245,0.13542505398897295,-4.017870820020802,-2.998288143194239
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,1.0,0,627,-4.543215915540756,-4.50406989625476,0.21178186004379662,0.16222290347866183,-5.110865131708974,-4.459480351701592
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,1.0,1,627,-4.423927034994943,-4.421095139880207,0.19100368039830803,0.14845441057887068,-4.459290908869496,-4.391628571732016
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,1.0,2,627,-4.367580723162879,-4.374424471358339,0.1738466220020701,0.1341301576102226,-4.391529483377709,-4.344548329921883
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,1.0,3,627,-4.323316196102939,-4.343433233167311,0.17847530729773403,0.13611154394767389,-4.344459839466645,-4.302585867073117
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,1.0,4,627,-4.28321724654524,-4.30892404863021,0.16735888199709503,0.1307746745597213,-4.30252442032682,-4.261658930828719
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,1.0,5,627,-4.240222178569502,-4.275811358743716,0.17509210330929662,0.13635408240291663,-4.261628163266851,-4.219042095001905
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,1.0,6,627,-4.1957793508681975,-4.233022132205491,0.15910158623200935,0.12459344814037698,-4.218986403697456,-4.170956393496248
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,1.0,7,627,-4.1429034864755305,-4.188699279892811,0.16244551419799932,0.1263548135305533,-4.17095600946679,-4.112017800672748
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,1.0,8,627,-4.069525964131984,-4.109744518395261,0.16383559045631987,0.12941844421319904,-4.111920031447205,-4.018217333074739
