decode_policy_mode,decode_temperature,decode_top_k,decode_top_p,model_name,model_key,cond_criterion,cond_key,repeat_evals,batch_size,num_rounds,original_valid_unique,fcd_all_mean,fcd_all_std,all_novel_unique_mean,all_novel_unique_std,repeats_path
shared,1.0,,0.95,TransCVAE_PSMILES,TransCVAE_PSMILES,condz_high,HIGH,5,1024,50,6026,17.068145045323924,0.030460271412897,15607.6,78.72293185597194,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE_PSMILES/condz_high/fcd_repeats_condz_high.csv
