run,batch_size,valid_unique,invalid_or_empty,novel_unique,output_path,all_novel_unique,fcd_all_novel_vs_original,model_name,cond_criterion
38,1024,190,558,185,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE_PSMILES/condz_high/run_38_novel_smiles_condz_high.csv,3211,24.85411598848631,TransCVAE_PSMILES,condz_high
39,1024,187,539,183,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE_PSMILES/condz_high/run_39_novel_smiles_condz_high.csv,3211,24.85411598848631,TransCVAE_PSMILES,condz_high
40,1024,222,507,218,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE_PSMILES/condz_high/run_40_novel_smiles_condz_high.csv,3211,24.85411598848631,TransCVAE_PSMILES,condz_high
41,1024,213,503,208,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE_PSMILES/condz_high/run_41_novel_smiles_condz_high.csv,3211,24.85411598848631,TransCVAE_PSMILES,condz_high
42,1024,204,517,200,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE_PSMILES/condz_high/run_42_novel_smiles_condz_high.csv,3211,24.85411598848631,TransCVAE_PSMILES,condz_high
43,1024,191,542,186,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE_PSMILES/condz_high/run_43_novel_smiles_condz_high.csv,3211,24.85411598848631,TransCVAE_PSMILES,condz_high
44,1024,201,548,196,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE_PSMILES/condz_high/run_44_novel_smiles_condz_high.csv,3211,24.85411598848631,TransCVAE_PSMILES,condz_high
45,1024,193,556,189,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE_PSMILES/condz_high/run_45_novel_smiles_condz_high.csv,3211,24.85411598848631,TransCVAE_PSMILES,condz_high
46,1024,208,543,203,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE_PSMILES/condz_high/run_46_novel_smiles_condz_high.csv,3211,24.85411598848631,TransCVAE_PSMILES,condz_high
47,1024,215,505,210,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE_PSMILES/condz_high/run_47_novel_smiles_condz_high.csv,3211,24.85411598848631,TransCVAE_PSMILES,condz_high
48,1024,196,543,192,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE_PSMILES/condz_high/run_48_novel_smiles_condz_high.csv,3211,24.85411598848631,TransCVAE_PSMILES,condz_high
49,1024,208,507,204,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE_PSMILES/condz_high/run_49_novel_smiles_condz_high.csv,3211,24.85411598848631,TransCVAE_PSMILES,condz_high
50,1024,207,537,203,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE_PSMILES/condz_high/run_50_novel_smiles_condz_high.csv,3211,24.85411598848631,TransCVAE_PSMILES,condz_high
