decode_policy_mode,decode_temperature,decode_top_k,decode_top_p,model_name,model_key,cond_criterion,cond_key,repeat_evals,batch_size,num_rounds,original_valid_unique,fcd_all_mean,fcd_all_std,all_novel_unique_mean,all_novel_unique_std,repeats_path
shared,1.0,,0.95,TransCVAE,TransCVAE,condz_low,LOW,5,1024,50,6026,2.4172611566433977,0.008533244378352367,41994.4,113.57508529602785,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_low/fcd_repeats_condz_low.csv
