run,batch_size,valid_unique,invalid_or_empty,novel_unique,output_path,all_novel_unique,fcd_all_novel_vs_original,model_name,cond_criterion
30,1024,999,22,990,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_low/run_30_novel_smiles_condz_low.csv,44999,2.2637716953860227,TransCVAE,condz_low
31,1024,999,21,990,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_low/run_31_novel_smiles_condz_low.csv,44999,2.2637716953860227,TransCVAE,condz_low
32,1024,1003,16,993,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_low/run_32_novel_smiles_condz_low.csv,44999,2.2637716953860227,TransCVAE,condz_low
33,1024,999,22,985,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_low/run_33_novel_smiles_condz_low.csv,44999,2.2637716953860227,TransCVAE,condz_low
34,1024,1004,13,998,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_low/run_34_novel_smiles_condz_low.csv,44999,2.2637716953860227,TransCVAE,condz_low
35,1024,1006,15,997,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_low/run_35_novel_smiles_condz_low.csv,44999,2.2637716953860227,TransCVAE,condz_low
36,1024,999,22,990,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_low/run_36_novel_smiles_condz_low.csv,44999,2.2637716953860227,TransCVAE,condz_low
37,1024,997,22,990,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_low/run_37_novel_smiles_condz_low.csv,44999,2.2637716953860227,TransCVAE,condz_low
38,1024,1005,15,999,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_low/run_38_novel_smiles_condz_low.csv,44999,2.2637716953860227,TransCVAE,condz_low
39,1024,1004,16,998,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_low/run_39_novel_smiles_condz_low.csv,44999,2.2637716953860227,TransCVAE,condz_low
40,1024,1000,22,993,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_low/run_40_novel_smiles_condz_low.csv,44999,2.2637716953860227,TransCVAE,condz_low
41,1024,1006,12,993,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_low/run_41_novel_smiles_condz_low.csv,44999,2.2637716953860227,TransCVAE,condz_low
42,1024,1009,11,1000,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_low/run_42_novel_smiles_condz_low.csv,44999,2.2637716953860227,TransCVAE,condz_low
43,1024,1000,19,986,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_low/run_43_novel_smiles_condz_low.csv,44999,2.2637716953860227,TransCVAE,condz_low
44,1024,1006,14,993,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_low/run_44_novel_smiles_condz_low.csv,44999,2.2637716953860227,TransCVAE,condz_low
45,1024,1006,13,996,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_low/run_45_novel_smiles_condz_low.csv,44999,2.2637716953860227,TransCVAE,condz_low
46,1024,1008,13,998,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_low/run_46_novel_smiles_condz_low.csv,44999,2.2637716953860227,TransCVAE,condz_low
47,1024,1000,21,993,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_low/run_47_novel_smiles_condz_low.csv,44999,2.2637716953860227,TransCVAE,condz_low
48,1024,995,21,983,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_low/run_48_novel_smiles_condz_low.csv,44999,2.2637716953860227,TransCVAE,condz_low
49,1024,1007,15,996,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_low/run_49_novel_smiles_condz_low.csv,44999,2.2637716953860227,TransCVAE,condz_low
50,1024,1004,19,994,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_low/run_50_novel_smiles_condz_low.csv,44999,2.2637716953860227,TransCVAE,condz_low
