model_id,scheme_id,scheme_name,scheme_params,regressor,ridge_alpha,fold,n_val,n_high_true_ge_1e4,mae_log10,rmse_log10,r2,pearson,spearman,median_abs_error_log10,p90_abs_error_log10,max_abs_error_log10
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_0p01,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,0.01,3,1567,184,0.13990210639778083,0.18117587276108518,0.43977785510373935,0.68568551452537,0.6476375045365308,0.1138290465475027,0.28706336384142567,0.8909648487027226
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_0p1,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,0.1,0,1561,173,0.1364270995014792,0.17748299266016315,0.4339531078567248,0.6851353267312829,0.6443339004714697,0.10762915485988866,0.2865462512914876,0.8582466398333413
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_0p1,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,0.1,1,1559,173,0.14375739882769953,0.19032790198012345,0.39316723626647565,0.6524032769103065,0.6172958896580484,0.11163713891153115,0.29235055440122765,0.8851711910169326
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_0p1,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,0.1,2,1583,171,0.14252194781977334,0.18663213667529904,0.4168140548814474,0.6903902406559498,0.6427594869803179,0.11376722520281746,0.2922592058149684,0.8828079349943057
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_0p1,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,0.1,3,1567,184,0.1398647042600599,0.18113271174492004,0.4400447435866912,0.6858306376312633,0.6477369711784551,0.11373680044022105,0.28712538029407947,0.8912299005209126
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,1.0,0,1561,173,0.13599167917006455,0.17702641107030587,0.4368617150911933,0.6866252619432823,0.6456269714761697,0.10740337246924003,0.28691321970156825,0.8552569865009163
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,1.0,1,1559,173,0.14350853889730972,0.1900395551835434,0.3950045468825447,0.6533153181971099,0.6183316632405961,0.11174073997009071,0.29241458480296106,0.883044729746028
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,1.0,2,1583,171,0.14221218347374878,0.18632394802488508,0.4187385132944571,0.6913938893913476,0.6440158319039905,0.11318064649289461,0.2914634880753866,0.8811507129001024
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,1.0,3,1567,184,0.13951784210137472,0.18073339761125243,0.4425109086503398,0.6871748209116959,0.6490128846073401,0.11280492161132827,0.28529782927692837,0.8935296099135468
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,10.0,0,1561,173,0.13363031745936854,0.174635116209208,0.4519728440774329,0.6945426322073965,0.6534537575652805,0.10422189636316848,0.28278254156796034,0.8394833805604947
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,10.0,1,1559,173,0.1419405616554665,0.18816882694649206,0.4068569373801312,0.65953327608923,0.6247923910224655,0.11250973310630474,0.289213099800561,0.8798111665193327
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,10.0,2,1583,171,0.14052104076388008,0.1848541793379249,0.4278726090374467,0.696536910342857,0.6501159703979656,0.11335535048714007,0.2859227215910797,0.8800479342184806
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,10.0,3,1567,184,0.13749036640287937,0.17845844587320744,0.4564571829153178,0.694878322645346,0.6554830830825267,0.11082118294885746,0.28137052757140546,0.8996122778820372
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,100.0,0,1561,173,0.13121645304517945,0.17282204015385383,0.4632930990170282,0.7007297420322655,0.6566067074369403,0.10476041987012419,0.28172122706590574,0.8249386399452447
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,100.0,1,1559,173,0.13897206999711345,0.18483019779372786,0.42771817057674266,0.672765474348023,0.6336183993292869,0.1121566516248853,0.27703966963964094,0.9247349113086418
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,100.0,2,1583,171,0.1386086175855673,0.18451149663499697,0.4299918625499516,0.6994988623325779,0.6560582879478188,0.11231941410610702,0.28255277007825846,1.1033767531179919
smooth_sigmoid_tail_a4_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a4_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.1,Ridge,100.0,3,1567,184,0.13492176883631704,0.17569887876529816,0.4731372093996913,0.7045187614032868,0.6611823343861268,0.10886601854572131,0.28068926678080663,0.8567534515344173
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,0.01,0,1561,173,0.1339664437286603,0.17471948459211312,0.45144319878536887,0.6877742125686284,0.644326188531608,0.10767545253515909,0.2833701591462532,0.8464433849886088
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,0.01,1,1559,173,0.1415709306654943,0.1876696925462284,0.4099994924092135,0.6561312531949867,0.6178183337200726,0.11209533579576103,0.29203870458877207,0.8705975470693463
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,0.01,2,1583,171,0.1402818533343374,0.18386823786294126,0.43395935071976965,0.6923723535279543,0.6423850628746196,0.11340843454326688,0.2869174083070368,0.8833367369623533
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,0.01,3,1567,184,0.13787549602577043,0.178559902331806,0.45583898180170646,0.6882961940778352,0.6482766892438326,0.1118239412149844,0.27847881432761973,0.8705319671996445
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,0.1,0,1561,173,0.1339240701111231,0.17467485815139186,0.4517233851801392,0.6879318820077852,0.6444751524818605,0.10760440919685443,0.2831651713402872,0.8461544141720605
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,0.1,1,1559,173,0.1415489447813657,0.1876445733044543,0.4101574227959125,0.6562148745541554,0.6179616185562072,0.11194585002487312,0.2921259492728663,0.8701249544506324
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,0.1,2,1583,171,0.14025248435505064,0.1838392480171447,0.43413782784795496,0.6924731631480018,0.6424280162598773,0.11346293613620073,0.28661515022339074,0.8831814744383717
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,0.1,3,1567,184,0.13784323515243224,0.17852186418062752,0.4560707995176798,0.6884337656323556,0.6484119368688034,0.11188132728729094,0.27835889052317975,0.8707833263313125
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,1.0,0,1561,173,0.13353555418644072,0.17426441800808332,0.454296970736901,0.6893854990997178,0.6458558058217917,0.10714569174443245,0.28234623874244136,0.8434895980030364
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,1.0,1,1559,173,0.14134207545000124,0.1874078641518689,0.4116446288449348,0.6570088042557234,0.6189394492439322,0.11116391040838547,0.29204524350474553,0.8658524090735011
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,1.0,2,1583,171,0.13997556893767385,0.18357559381956487,0.4357597334668776,0.6933980521999439,0.6435577698522673,0.11270204981475551,0.28443809299519207,0.8817020436413197
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,1.0,3,1567,184,0.13754291081115866,0.1781694117041083,0.458216418494371,0.6897106009308438,0.6495149286314728,0.11218067126506615,0.2782327776813596,0.8729733734265386
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,10.0,0,1561,173,0.1313892883192198,0.17205949979810914,0.4680188594949638,0.6973198412033808,0.6540593270348672,0.10425191946254131,0.2765057960304844,0.8290948355554457
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,10.0,1,1559,173,0.14000048141373433,0.18586622365670386,0.4212845848696094,0.6624773904246897,0.6250915193168063,0.11044392333634878,0.2872317465376538,0.8602941513739211
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,10.0,2,1583,171,0.1383721146491114,0.1822897264953995,0.4436365657507044,0.6982362297992009,0.6494887599177135,0.11154559363034355,0.27633792033668875,0.8802829537153363
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,10.0,3,1567,184,0.13573770281659456,0.17614992712940877,0.47042864764862713,0.6971103647365895,0.6558662823475765,0.11029899758665795,0.27574474145026573,0.8791146490230743
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_100,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,100.0,0,1561,173,0.1293131642180392,0.17034571479762206,0.4785635935662087,0.7039288491740275,0.6580520233971932,0.10260430696299139,0.27934216756261776,0.8161658915025249
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_100,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,100.0,1,1559,173,0.13749412455397142,0.18309507105418366,0.4384125335142912,0.6745638977220983,0.6340873627581195,0.11090470009815157,0.2759834197663388,0.9046116191556974
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_100,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,100.0,2,1583,171,0.13647957628263455,0.18204946330875454,0.4451022057659053,0.7009441621243435,0.6563559471331495,0.10904721230789471,0.2737651810127213,1.0941422685387305
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_100,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,100.0,3,1567,184,0.13357435644657817,0.17376248144802178,0.4846864434624911,0.7064914966477951,0.6614762729943497,0.10707456708401164,0.2763375200131112,0.8409058733078334
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,0.01,0,1561,173,0.14026377833845097,0.18207807387925676,0.40426347848126254,0.679957729587809,0.6414089110622894,0.10990456335516985,0.29097586067504944,0.8767843060679938
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,0.01,1,1559,173,0.14704815583727515,0.19477655870953656,0.3644679203402561,0.6451052778211179,0.6149969033294962,0.1145856428847214,0.29579171477702676,0.9242982543332543
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,0.01,2,1583,171,0.14668334558307464,0.19169252840886636,0.3847599992403897,0.68441043622693,0.6407340982821825,0.11969246034440584,0.30465962267614444,0.8880623198711648
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,0.01,3,1567,184,0.14349624647683562,0.18566125538439626,0.4116955774570945,0.6804255861721074,0.6450902450325193,0.11780036132414295,0.29628274420721484,0.9179837401348134
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,0.1,0,1561,173,0.14021518729209034,0.1820213605601571,0.4046345383556972,0.6801288588915282,0.6415672353420858,0.10981399304479034,0.2912739608414059,0.8764342092692541
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,0.1,1,1559,173,0.14701869140252163,0.1947363369529738,0.3647303705800624,0.6452280763258097,0.6150677706314995,0.11482609480053618,0.29580945868319974,0.9240364449780012
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,0.1,2,1583,171,0.14664143634358612,0.19165018194371242,0.3850317924269231,0.6845382584689398,0.640943497169726,0.11973744925678442,0.3045809128504143,0.8878568928986361
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,0.1,3,1567,184,0.1434520590030029,0.18560895860596396,0.4120269561591601,0.6805914575577321,0.6452492042250054,0.11751308529942417,0.2962696284120498,0.9182518489787865
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,1.0,0,1561,173,0.13976203836739015,0.18150832604447334,0.40798593160542274,0.6816808666009001,0.6432704572478077,0.10919672192430507,0.290451180785662,0.8732516007429023
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,1.0,1,1559,173,0.14675206524108456,0.19435977060077478,0.3671848675361248,0.6463863378948325,0.6162898396784388,0.11480685773305543,0.2948272786179978,0.9210244441698645
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,1.0,2,1583,171,0.1462531786164654,0.1912712614086203,0.3874611532395593,0.6856952391041634,0.642379858191238,0.11900306707993114,0.30437648560311187,0.8859285498743592
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,1.0,3,1567,184,0.14303461992601416,0.1851288778281693,0.41506462744742956,0.6821171590123605,0.646662974081469,0.11835912654751546,0.2958424769008473,0.920550784655465
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,10.0,0,1561,173,0.13730538822141214,0.17901444782345152,0.4241424161916737,0.6893526687794602,0.651013959434112,0.10833686824145072,0.2877668442499868,0.8573600433882529
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,10.0,1,1559,173,0.14500599970081776,0.19200237290367075,0.3824426536305229,0.6540142623273977,0.623917992012346,0.11473459787349682,0.2911918179657564,0.9103136618817524
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,10.0,2,1583,171,0.1441882496108426,0.18959353545202978,0.3981597310377719,0.6913184230152687,0.6489881695071872,0.1161704399535628,0.2975953122788051,0.9362334244138024
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,10.0,3,1567,184,0.14076990637065517,0.1825103034617474,0.4314949560867223,0.6905122246887672,0.6539492474912231,0.11509261864205111,0.28713224098898726,0.9255963610380422
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,100.0,0,1561,173,0.13487169088897413,0.1775885803948914,0.43327940513633467,0.6940379214542944,0.6524737039306536,0.10814849502723245,0.29519317431363135,0.843317716686756
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,100.0,1,1559,173,0.14169306795472078,0.18817596767890232,0.40681191869850397,0.6688682640550406,0.6314968710335563,0.11327416403733181,0.28629726449942033,0.9547245144982845
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,100.0,2,1583,171,0.14263414584724993,0.18948011487153205,0.3988795937123297,0.6943232195435735,0.6544230493342014,0.11536168920196044,0.2912926413341082,1.1663977919522797
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,100.0,3,1567,184,0.13803922542170746,0.17960709414468015,0.44943763507884216,0.7001652619299131,0.6596281663517856,0.10948462635722667,0.2847269686495596,0.8755161549295174
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,0.01,0,1561,173,0.13786131982097818,0.17979018079651746,0.41914081323735963,0.6824895118633312,0.642629164255609,0.10883816887082176,0.29335667186879055,0.8752065876453834
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,0.01,1,1559,173,0.1453959139588347,0.1925146742635888,0.379142719982707,0.6502850371036558,0.6146317405303483,0.1147448246641618,0.2960010808499557,0.8778331741761578
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,0.01,2,1583,171,0.14513757304214953,0.19023162580372197,0.39410184261503056,0.6869269378803637,0.6398629256420956,0.11542884242583362,0.29500830774970194,0.8973929756348689
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,0.01,3,1567,184,0.14140654157296698,0.1838164594754133,0.42332869519555616,0.6822688183444734,0.6453518348002775,0.11535914055766572,0.29231156880825415,0.9263481423196467
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,0.1,0,1561,173,0.13781667081782234,0.17974113334283842,0.4194576912546746,0.6826577678409897,0.642801855552845,0.10873735070974977,0.2935234916713596,0.8748752653508172
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,0.1,1,1559,173,0.14537064625003937,0.1924830930258281,0.3793464014235195,0.6503916499572219,0.6147969218014854,0.11477731974540006,0.29586386296413947,0.8781213455137502
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,0.1,2,1583,171,0.14510319159407953,0.19019910804648457,0.3943089665899584,0.6870432010178896,0.6399989265448156,0.11546538492543679,0.2948794954221571,0.89719941182834
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,0.1,3,1567,184,0.14136985124883683,0.18377352370667474,0.4235980609983492,0.6824218054896625,0.645496546156884,0.11537211782950951,0.2924086283698202,0.9266343423593968
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,1.0,0,1561,173,0.13740156738996126,0.1792948553369061,0.42233696124790976,0.6841954555412314,0.6444111807655395,0.108372984420674,0.2930721875330935,0.8718571933912989
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,1.0,1,1559,173,0.14513106142471585,0.19218667038535323,0.38125653404766957,0.6514008730621735,0.6159688703710818,0.1144978769625924,0.2950330609559124,0.8808914273896997
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,1.0,2,1583,171,0.1447921090492491,0.18990766533336523,0.39616374914459906,0.6881010194401574,0.641120170532816,0.1159076755805728,0.29332943324040206,0.8953699634507029
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,1.0,3,1567,184,0.14103558808654493,0.18337807511062712,0.4260760250949329,0.683834942418536,0.646724710545332,0.11470534848147107,0.29166258274036033,0.9290801889506186
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,10.0,0,1561,173,0.13510796852317727,0.17705352494717952,0.43668919810529183,0.6921731571461571,0.6517232417967179,0.10676885492146937,0.289411386570702,0.8567358250228674
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,10.0,1,1559,173,0.14360596033081044,0.19030367968986933,0.3933216849190526,0.6582189415090977,0.6234513816426985,0.11319775253556585,0.29011484504177787,0.9008220980014547
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,10.0,2,1583,171,0.14313414333561744,0.1886270506747582,0.404280054478251,0.6933889387760058,0.647643906121951,0.11475966368196744,0.2946402313526786,0.9273029598803344
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,10.0,3,1567,184,0.13920619833681883,0.18118195921521596,0.4397402140689797,0.6918291006131054,0.6534365405906817,0.11417319324186881,0.2835721105597332,0.9343707272328441
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,100.0,0,1561,173,0.13300852216201628,0.17585533385692415,0.44428769290014525,0.6979157575908015,0.6542540862475594,0.10472570931923819,0.28977250044518144,0.8450672479046695
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,100.0,1,1559,173,0.1408161398677064,0.18732319717344623,0.4121761222186364,0.672251843190052,0.6319648447840642,0.11301473679380702,0.285509341584139,0.9441463908547654
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,100.0,2,1583,171,0.14198194302651088,0.18896542261854513,0.4021408521258142,0.6961899915701814,0.6534449636339146,0.1160076642759087,0.28838003208453866,1.1577665855415447
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,100.0,3,1567,184,0.13684053169048907,0.17878122697406262,0.45448917278691525,0.7018067714933452,0.6589845655482583,0.10795888477513138,0.2866768909007786,0.8846916987032962
