model_id,scheme_id,scheme_name,scheme_params,regressor,ridge_alpha,fold,n_val,n_high_true_ge_1e4,mae_log10,rmse_log10,r2,pearson,spearman,median_abs_error_log10,p90_abs_error_log10,max_abs_error_log10
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.01,0,1561,173,0.13438680369610365,0.17574977568355973,0.44495463167616955,0.6869207961147611,0.6435222775594074,0.1061776480712493,0.28567466672936614,0.8585134494817872
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.01,1,1559,173,0.14221572696737803,0.18859382740245886,0.40417455094521293,0.6561714601913197,0.6168294962258897,0.11242779163513639,0.29223868268191977,0.8515656854695175
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.01,2,1583,171,0.14172322272147025,0.1860689056066129,0.42032869937758754,0.6903169447184464,0.6402044502801292,0.11396886897710523,0.28623580663273035,0.8939912094398368
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.01,3,1567,184,0.1386034891054135,0.1800390499693951,0.4467862409462575,0.686195403023625,0.6469818608265245,0.11148197879314825,0.28156793299269256,0.8972945413947051
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.1,0,1561,173,0.13434565864504314,0.17570666030477614,0.4452269285345717,0.6870817390451712,0.6437352021841364,0.10616906750289923,0.28561218382328857,0.8582239684277333
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.1,1,1559,173,0.1421946201499801,0.18856970151383937,0.4043269832826687,0.6562569920754692,0.616920545048294,0.11217554094135096,0.2920295087178055,0.8518245921309893
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.1,2,1583,171,0.14169372924530152,0.18604210529470486,0.4204956724975366,0.6904191517601938,0.6403361691547605,0.11408842273535669,0.28601190410166155,0.8938235197339637
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.1,3,1567,184,0.13857076989512468,0.18000214355454244,0.44701302556693834,0.6863362558556644,0.6470748327506596,0.11138362479284858,0.2814706921291131,0.8975623337916794
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,1.0,0,1561,173,0.1339646949563445,0.1753113914024509,0.447720150952703,0.6885626417696947,0.6451866227071353,0.10615017873055699,0.2850128296510741,0.8555657368219469
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,1.0,1,1559,173,0.14199957042935193,0.1883426960852273,0.4057602953788364,0.6570691599029093,0.6179056075134746,0.11209770104946504,0.29078359135251475,0.8543124112232467
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,1.0,2,1583,171,0.14142401870887947,0.18579992806359502,0.42200341085386617,0.6913547099835609,0.6415264943108533,0.11379739829652102,0.2843865541931052,0.8922261165173566
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,1.0,3,1567,184,0.13826414642977652,0.17966088024036297,0.4491078370365832,0.6876423256269985,0.6482703411055086,0.11162481023134507,0.28014151697366513,0.8998742690894632
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,10.0,0,1561,173,0.1318758362673361,0.17323779889932656,0.46070767654673084,0.6965457629426021,0.6532002462740261,0.10692451162215733,0.27814445767873686,0.8416267856194626
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,10.0,1,1559,173,0.14074992804523823,0.18687818397352418,0.4149657250780673,0.6626752664681022,0.6243331691953204,0.11129585138291631,0.2863051197229344,0.8723154553414556
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,10.0,2,1583,171,0.13989838216666348,0.1846826509549275,0.42893388399236665,0.6961752433736228,0.6475124458933116,0.11331888895268083,0.2848002650570418,0.9242964628160735
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,10.0,3,1567,184,0.13655835986502404,0.1777276447811765,0.4608997673572389,0.6951893057770776,0.6546178946710116,0.11031987794738107,0.2782692527764513,0.9056329698538277
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,100.0,0,1561,173,0.13006425340940558,0.17198626565458516,0.4684716202212359,0.70273591008844,0.6566924095037493,0.1021948099773411,0.2838277030782512,0.8307415930018074
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,100.0,1,1559,173,0.13844269259705785,0.18446351999838317,0.42998657576277277,0.6749127977637264,0.6332325118742731,0.11208703985441737,0.2758314035750628,0.9153058985855722
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,100.0,2,1583,171,0.1384696217297376,0.18491344132438686,0.42750571616385147,0.6986195855297108,0.6545487028846942,0.1109617787617152,0.2786417665815344,1.1405998735693892
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,100.0,3,1567,184,0.13457196315371298,0.17556582102353016,0.47393489950299905,0.7049024476033005,0.6602440074995908,0.10647792138128231,0.2779533350225597,0.862698517576793
