model_id,scheme_id,scheme_name,scheme_params,regressor,ridge_alpha,threshold_label,threshold_s_cm,threshold_log10,tp,fp,tn,fn,precision,recall,f1,predicted_positive_rate,true_positive_rate,enrichment
baseline_unweighted__ridge_alpha_0p01,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,0.01,3e-5,3e-05,-4.522878745280337,5284,602,185,199,0.8977234114848793,0.9637060003647638,0.9295452546398101,0.938755980861244,0.874481658692185,1.0265777475852988
baseline_unweighted__ridge_alpha_0p01,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,0.01,5e-5,5e-05,-4.301029995663981,2610,812,1909,939,0.7627118644067796,0.73541842772612,0.7488165256060823,0.5457735247208931,0.5660287081339713,1.347479118013668
baseline_unweighted__ridge_alpha_0p01,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,0.01,1e-4,0.0001,-4.0,315,160,5409,386,0.6631578947368421,0.44935805991440797,0.5357142857142857,0.07575757575757576,0.11180223285486443,5.931526390870185
baseline_unweighted__ridge_alpha_0p01,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,0.01,2e-4,0.0002,-3.6989700043360187,33,21,6163,53,0.6111111111111112,0.38372093023255816,0.4714285714285715,0.00861244019138756,0.013716108452950558,44.554263565891475
baseline_unweighted__ridge_alpha_0p01,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,0.01,3e-4,0.0003,-3.5228787452803374,18,5,6240,7,0.782608695652174,0.72,0.7499999999999999,0.003668261562998405,0.003987240829346092,196.27826086956523
baseline_unweighted__ridge_alpha_0p1,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,0.1,3e-5,3e-05,-4.522878745280337,5285,602,185,198,0.8977407847800237,0.9638883822724785,0.9296394019349165,0.9389154704944178,0.874481658692185,1.0265976145487414
baseline_unweighted__ridge_alpha_0p1,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,0.1,5e-5,5e-05,-4.301029995663981,2608,811,1910,941,0.7627961392219947,0.7348548887010425,0.748564867967853,0.5452950558213716,0.5660287081339713,1.3476280058951555
baseline_unweighted__ridge_alpha_0p1,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,0.1,1e-4,0.0001,-4.0,315,160,5409,386,0.6631578947368421,0.44935805991440797,0.5357142857142857,0.07575757575757576,0.11180223285486443,5.931526390870185
baseline_unweighted__ridge_alpha_0p1,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,0.1,2e-4,0.0002,-3.6989700043360187,33,21,6163,53,0.6111111111111112,0.38372093023255816,0.4714285714285715,0.00861244019138756,0.013716108452950558,44.554263565891475
baseline_unweighted__ridge_alpha_0p1,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,0.1,3e-4,0.0003,-3.5228787452803374,18,5,6240,7,0.782608695652174,0.72,0.7499999999999999,0.003668261562998405,0.003987240829346092,196.27826086956523
baseline_unweighted__ridge_alpha_1,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,1.0,3e-5,3e-05,-4.522878745280337,5288,605,182,195,0.897335822161887,0.9644355279956228,0.929676511954993,0.939872408293461,0.874481658692185,1.0261345257988386
baseline_unweighted__ridge_alpha_1,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,1.0,5e-5,5e-05,-4.301029995663981,2608,807,1914,941,0.7636896046852123,0.7348548887010425,0.7489948305571511,0.5446570972886763,0.5660287081339713,1.3492064867219726
baseline_unweighted__ridge_alpha_1,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,1.0,1e-4,0.0001,-4.0,316,159,5410,385,0.6652631578947369,0.4507845934379458,0.5374149659863946,0.07575757575757576,0.11180223285486443,5.950356633380885
baseline_unweighted__ridge_alpha_1,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,1.0,2e-4,0.0002,-3.6989700043360187,33,21,6163,53,0.6111111111111112,0.38372093023255816,0.4714285714285715,0.00861244019138756,0.013716108452950558,44.554263565891475
baseline_unweighted__ridge_alpha_1,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,1.0,3e-4,0.0003,-3.5228787452803374,17,4,6241,8,0.8095238095238095,0.68,0.7391304347826089,0.0033492822966507177,0.003987240829346092,203.02857142857144
baseline_unweighted__ridge_alpha_10,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,10.0,3e-5,3e-05,-4.522878745280337,5300,611,176,183,0.8966333953645745,0.9666241108881999,0.9303142004563806,0.9427432216905901,0.874481658692185,1.0253312764792781
baseline_unweighted__ridge_alpha_10,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,10.0,5e-5,5e-05,-4.301029995663981,2627,795,1926,922,0.7676797194623027,0.7402085094392786,0.75369387462344,0.5457735247208931,0.5660287081339713,1.356255801924102
baseline_unweighted__ridge_alpha_10,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,10.0,1e-4,0.0001,-4.0,311,141,5428,390,0.6880530973451328,0.44365192582025675,0.5394622723330442,0.07208931419457736,0.11180223285486443,6.154198174542058
baseline_unweighted__ridge_alpha_10,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,10.0,2e-4,0.0002,-3.6989700043360187,33,17,6167,53,0.66,0.38372093023255816,0.4852941176470589,0.007974481658692184,0.013716108452950558,48.11860465116279
baseline_unweighted__ridge_alpha_10,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,10.0,3e-4,0.0003,-3.5228787452803374,17,4,6241,8,0.8095238095238095,0.68,0.7391304347826089,0.0033492822966507177,0.003987240829346092,203.02857142857144
baseline_unweighted__ridge_alpha_100,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,100.0,3e-5,3e-05,-4.522878745280337,5352,634,153,131,0.8940862011359839,0.9761079700893671,0.9332984567093906,0.9547049441786284,0.874481658692185,1.0224184718443587
baseline_unweighted__ridge_alpha_100,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,100.0,5e-5,5e-05,-4.301029995663981,2645,787,1934,904,0.7706876456876457,0.745280360664976,0.7577710929666237,0.5473684210526316,0.5660287081339713,1.3615698896763986
baseline_unweighted__ridge_alpha_100,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,100.0,1e-4,0.0001,-4.0,299,117,5452,402,0.71875,0.42653352353780316,0.5353625783348255,0.06634768740031897,0.11180223285486443,6.428762482168331
baseline_unweighted__ridge_alpha_100,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,100.0,2e-4,0.0002,-3.6989700043360187,29,15,6169,57,0.6590909090909091,0.3372093023255814,0.4461538461538461,0.007017543859649123,0.013716108452950558,48.052325581395344
baseline_unweighted__ridge_alpha_100,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,100.0,3e-4,0.0003,-3.5228787452803374,14,1,6244,11,0.9333333333333333,0.56,0.7000000000000001,0.0023923444976076554,0.003987240829346092,234.08
inverse_frequency_bins__ridge_alpha_0p01,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,0.01,3e-5,3e-05,-4.522878745280337,5286,602,185,197,0.8977581521739131,0.9640707641801933,0.9297335326708293,0.9390749601275917,0.874481658692185,1.0266174747638948
inverse_frequency_bins__ridge_alpha_0p01,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,0.01,5e-5,5e-05,-4.301029995663981,2614,813,1908,935,0.762766267872775,0.736545505776275,0.7494266055045872,0.5465709728867624,0.5660287081339713,1.347575232336517
inverse_frequency_bins__ridge_alpha_0p01,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,0.01,1e-4,0.0001,-4.0,315,160,5409,386,0.6631578947368421,0.44935805991440797,0.5357142857142857,0.07575757575757576,0.11180223285486443,5.931526390870185
inverse_frequency_bins__ridge_alpha_0p01,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,0.01,2e-4,0.0002,-3.6989700043360187,33,21,6163,53,0.6111111111111112,0.38372093023255816,0.4714285714285715,0.00861244019138756,0.013716108452950558,44.554263565891475
inverse_frequency_bins__ridge_alpha_0p01,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,0.01,3e-4,0.0003,-3.5228787452803374,18,5,6240,7,0.782608695652174,0.72,0.7499999999999999,0.003668261562998405,0.003987240829346092,196.27826086956523
inverse_frequency_bins__ridge_alpha_0p1,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,0.1,3e-5,3e-05,-4.522878745280337,5286,602,185,197,0.8977581521739131,0.9640707641801933,0.9297335326708293,0.9390749601275917,0.874481658692185,1.0266174747638948
inverse_frequency_bins__ridge_alpha_0p1,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,0.1,5e-5,5e-05,-4.301029995663981,2611,813,1908,938,0.7625584112149533,0.7357001972386588,0.7488885701993403,0.5460925039872409,0.5660287081339713,1.3472080130509316
inverse_frequency_bins__ridge_alpha_0p1,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,0.1,1e-4,0.0001,-4.0,315,160,5409,386,0.6631578947368421,0.44935805991440797,0.5357142857142857,0.07575757575757576,0.11180223285486443,5.931526390870185
inverse_frequency_bins__ridge_alpha_0p1,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,0.1,2e-4,0.0002,-3.6989700043360187,33,21,6163,53,0.6111111111111112,0.38372093023255816,0.4714285714285715,0.00861244019138756,0.013716108452950558,44.554263565891475
inverse_frequency_bins__ridge_alpha_0p1,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,0.1,3e-4,0.0003,-3.5228787452803374,18,5,6240,7,0.782608695652174,0.72,0.7499999999999999,0.003668261562998405,0.003987240829346092,196.27826086956523
inverse_frequency_bins__ridge_alpha_1,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,1.0,3e-5,3e-05,-4.522878745280337,5288,605,182,195,0.897335822161887,0.9644355279956228,0.929676511954993,0.939872408293461,0.874481658692185,1.0261345257988386
inverse_frequency_bins__ridge_alpha_1,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,1.0,5e-5,5e-05,-4.301029995663981,2609,810,1911,940,0.7630886224042117,0.7351366582135813,0.7488518943742823,0.5452950558213716,0.5660287081339713,1.3481447344250233
inverse_frequency_bins__ridge_alpha_1,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,1.0,1e-4,0.0001,-4.0,315,159,5410,386,0.6645569620253164,0.44935805991440797,0.5361702127659574,0.07559808612440191,0.11180223285486443,5.944040159627296
inverse_frequency_bins__ridge_alpha_1,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,1.0,2e-4,0.0002,-3.6989700043360187,33,21,6163,53,0.6111111111111112,0.38372093023255816,0.4714285714285715,0.00861244019138756,0.013716108452950558,44.554263565891475
inverse_frequency_bins__ridge_alpha_1,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,1.0,3e-4,0.0003,-3.5228787452803374,17,4,6241,8,0.8095238095238095,0.68,0.7391304347826089,0.0033492822966507177,0.003987240829346092,203.02857142857144
inverse_frequency_bins__ridge_alpha_10,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,10.0,3e-5,3e-05,-4.522878745280337,5301,611,176,182,0.8966508795669824,0.9668064927959147,0.9304080737165424,0.9429027113237639,0.874481658692185,1.0253512702690097
inverse_frequency_bins__ridge_alpha_10,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,10.0,5e-5,5e-05,-4.301029995663981,2627,796,1925,922,0.7674554484370435,0.7402085094392786,0.7535857716580607,0.5459330143540669,0.5660287081339713,1.3558595834602036
inverse_frequency_bins__ridge_alpha_10,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,10.0,1e-4,0.0001,-4.0,311,141,5428,390,0.6880530973451328,0.44365192582025675,0.5394622723330442,0.07208931419457736,0.11180223285486443,6.154198174542058
inverse_frequency_bins__ridge_alpha_10,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,10.0,2e-4,0.0002,-3.6989700043360187,33,17,6167,53,0.66,0.38372093023255816,0.4852941176470589,0.007974481658692184,0.013716108452950558,48.11860465116279
inverse_frequency_bins__ridge_alpha_10,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,10.0,3e-4,0.0003,-3.5228787452803374,17,4,6241,8,0.8095238095238095,0.68,0.7391304347826089,0.0033492822966507177,0.003987240829346092,203.02857142857144
inverse_frequency_bins__ridge_alpha_100,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,100.0,3e-5,3e-05,-4.522878745280337,5352,634,153,131,0.8940862011359839,0.9761079700893671,0.9332984567093906,0.9547049441786284,0.874481658692185,1.0224184718443587
inverse_frequency_bins__ridge_alpha_100,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,100.0,5e-5,5e-05,-4.301029995663981,2647,788,1933,902,0.7705967976710335,0.7458438996900535,0.7580183276059566,0.5478468899521531,0.5660287081339713,1.3614093889538967
inverse_frequency_bins__ridge_alpha_100,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,100.0,1e-4,0.0001,-4.0,299,117,5452,402,0.71875,0.42653352353780316,0.5353625783348255,0.06634768740031897,0.11180223285486443,6.428762482168331
inverse_frequency_bins__ridge_alpha_100,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,100.0,2e-4,0.0002,-3.6989700043360187,29,15,6169,57,0.6590909090909091,0.3372093023255814,0.4461538461538461,0.007017543859649123,0.013716108452950558,48.052325581395344
inverse_frequency_bins__ridge_alpha_100,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,100.0,3e-4,0.0003,-3.5228787452803374,14,1,6244,11,0.9333333333333333,0.56,0.7000000000000001,0.0023923444976076554,0.003987240829346092,234.08
high_tail_step__ridge_alpha_0p01,high_tail_step,Scheme C: high_tail_step,,Ridge,0.01,3e-5,3e-05,-4.522878745280337,5327,631,156,156,0.8940919771735482,0.9715484223964983,0.9312123066165545,0.9502392344497608,0.874481658692185,1.0224250769429413
high_tail_step__ridge_alpha_0p01,high_tail_step,Scheme C: high_tail_step,,Ridge,0.01,5e-5,5e-05,-4.301029995663981,2751,931,1790,798,0.747148288973384,0.7751479289940828,0.7608906098741529,0.5872408293460925,0.5660287081339713,1.3199830295472295
high_tail_step__ridge_alpha_0p01,high_tail_step,Scheme C: high_tail_step,,Ridge,0.01,1e-4,0.0001,-4.0,367,221,5348,334,0.6241496598639455,0.5235378031383737,0.569433669511249,0.0937799043062201,0.11180223285486443,5.582622492648985
high_tail_step__ridge_alpha_0p01,high_tail_step,Scheme C: high_tail_step,,Ridge,0.01,2e-4,0.0002,-3.6989700043360187,37,25,6159,49,0.5967741935483871,0.43023255813953487,0.5,0.009888357256778309,0.013716108452950558,43.509002250562645
high_tail_step__ridge_alpha_0p01,high_tail_step,Scheme C: high_tail_step,,Ridge,0.01,3e-4,0.0003,-3.5228787452803374,19,5,6240,6,0.7916666666666666,0.76,0.7755102040816326,0.003827751196172249,0.003987240829346092,198.55
high_tail_step__ridge_alpha_0p1,high_tail_step,Scheme C: high_tail_step,,Ridge,0.1,3e-5,3e-05,-4.522878745280337,5327,631,156,156,0.8940919771735482,0.9715484223964983,0.9312123066165545,0.9502392344497608,0.874481658692185,1.0224250769429413
high_tail_step__ridge_alpha_0p1,high_tail_step,Scheme C: high_tail_step,,Ridge,0.1,5e-5,5e-05,-4.301029995663981,2751,931,1790,798,0.747148288973384,0.7751479289940828,0.7608906098741529,0.5872408293460925,0.5660287081339713,1.3199830295472295
high_tail_step__ridge_alpha_0p1,high_tail_step,Scheme C: high_tail_step,,Ridge,0.1,1e-4,0.0001,-4.0,367,222,5347,334,0.6230899830220713,0.5235378031383737,0.5689922480620154,0.09393939393939393,0.11180223285486443,5.5731443559891405
high_tail_step__ridge_alpha_0p1,high_tail_step,Scheme C: high_tail_step,,Ridge,0.1,2e-4,0.0002,-3.6989700043360187,37,25,6159,49,0.5967741935483871,0.43023255813953487,0.5,0.009888357256778309,0.013716108452950558,43.509002250562645
high_tail_step__ridge_alpha_0p1,high_tail_step,Scheme C: high_tail_step,,Ridge,0.1,3e-4,0.0003,-3.5228787452803374,19,5,6240,6,0.7916666666666666,0.76,0.7755102040816326,0.003827751196172249,0.003987240829346092,198.55
high_tail_step__ridge_alpha_1,high_tail_step,Scheme C: high_tail_step,,Ridge,1.0,3e-5,3e-05,-4.522878745280337,5330,632,155,153,0.8939953035893995,0.9720955681196425,0.9314110965487111,0.9508771929824561,0.874481658692185,1.0223145273582956
high_tail_step__ridge_alpha_1,high_tail_step,Scheme C: high_tail_step,,Ridge,1.0,5e-5,5e-05,-4.301029995663981,2758,933,1788,791,0.7472229748035762,0.777120315581854,0.761878453038674,0.5886762360446571,0.5660287081339713,1.3201149766183213
high_tail_step__ridge_alpha_1,high_tail_step,Scheme C: high_tail_step,,Ridge,1.0,1e-4,0.0001,-4.0,366,221,5348,335,0.6235093696763203,0.5221112696148359,0.5683229813664596,0.09362041467304626,0.11180223285486443,5.576895503381638
high_tail_step__ridge_alpha_1,high_tail_step,Scheme C: high_tail_step,,Ridge,1.0,2e-4,0.0002,-3.6989700043360187,37,25,6159,49,0.5967741935483871,0.43023255813953487,0.5,0.009888357256778309,0.013716108452950558,43.509002250562645
high_tail_step__ridge_alpha_1,high_tail_step,Scheme C: high_tail_step,,Ridge,1.0,3e-4,0.0003,-3.5228787452803374,19,5,6240,6,0.7916666666666666,0.76,0.7755102040816326,0.003827751196172249,0.003987240829346092,198.55
high_tail_step__ridge_alpha_10,high_tail_step,Scheme C: high_tail_step,,Ridge,10.0,3e-5,3e-05,-4.522878745280337,5346,643,144,137,0.8926365002504592,0.9750136786430786,0.9320083682008369,0.9551834130781499,0.874481658692185,1.0207606887781104
high_tail_step__ridge_alpha_10,high_tail_step,Scheme C: high_tail_step,,Ridge,10.0,5e-5,5e-05,-4.301029995663981,2771,933,1788,778,0.7481101511879049,0.7807833192448577,0.764097614780091,0.590749601275917,0.5660287081339713,1.3216823465618945
high_tail_step__ridge_alpha_10,high_tail_step,Scheme C: high_tail_step,,Ridge,10.0,1e-4,0.0001,-4.0,370,203,5366,331,0.6457242582897034,0.5278174037089871,0.5808477237048666,0.09138755980861243,0.11180223285486443,5.775593579852268
high_tail_step__ridge_alpha_10,high_tail_step,Scheme C: high_tail_step,,Ridge,10.0,2e-4,0.0002,-3.6989700043360187,37,21,6163,49,0.6379310344827587,0.43023255813953487,0.5138888888888888,0.009250398724082934,0.013716108452950558,46.509623095429035
high_tail_step__ridge_alpha_10,high_tail_step,Scheme C: high_tail_step,,Ridge,10.0,3e-4,0.0003,-3.5228787452803374,18,5,6240,7,0.782608695652174,0.72,0.7499999999999999,0.003668261562998405,0.003987240829346092,196.27826086956523
high_tail_step__ridge_alpha_100,high_tail_step,Scheme C: high_tail_step,,Ridge,100.0,3e-5,3e-05,-4.522878745280337,5393,667,120,90,0.88993399339934,0.9835856283056721,0.9344191284761327,0.9665071770334929,0.874481658692185,1.0176702787915124
high_tail_step__ridge_alpha_100,high_tail_step,Scheme C: high_tail_step,,Ridge,100.0,5e-5,5e-05,-4.301029995663981,2808,955,1766,741,0.7462131278235451,0.7912087912087912,0.7680525164113786,0.6001594896331739,0.5660287081339713,1.3183308851658573
high_tail_step__ridge_alpha_100,high_tail_step,Scheme C: high_tail_step,,Ridge,100.0,1e-4,0.0001,-4.0,362,186,5383,339,0.6605839416058394,0.5164051355206848,0.579663730984788,0.08740031897926635,0.11180223285486443,5.9085040140779075
high_tail_step__ridge_alpha_100,high_tail_step,Scheme C: high_tail_step,,Ridge,100.0,2e-4,0.0002,-3.6989700043360187,39,17,6167,47,0.6964285714285714,0.45348837209302323,0.5492957746478874,0.008931419457735247,0.013716108452950558,50.77450166112956
high_tail_step__ridge_alpha_100,high_tail_step,Scheme C: high_tail_step,,Ridge,100.0,3e-4,0.0003,-3.5228787452803374,16,3,6242,9,0.8421052631578947,0.64,0.7272727272727272,0.0030303030303030303,0.003987240829346092,211.20000000000002
aggressive_high_tail_step__ridge_alpha_0p01,aggressive_high_tail_step,Scheme D: aggressive_high_tail_step,,Ridge,0.01,3e-5,3e-05,-4.522878745280337,5352,655,132,131,0.8909605460296321,0.9761079700893671,0.9315926892950392,0.9580542264752792,0.874481658692185,1.0188441772033183
aggressive_high_tail_step__ridge_alpha_0p01,aggressive_high_tail_step,Scheme D: aggressive_high_tail_step,,Ridge,0.01,5e-5,5e-05,-4.301029995663981,2806,1000,1721,743,0.7372569626904887,0.7906452521837137,0.763018354860639,0.6070175438596491,0.5660287081339713,1.302508074406696
aggressive_high_tail_step__ridge_alpha_0p01,aggressive_high_tail_step,Scheme D: aggressive_high_tail_step,,Ridge,0.01,1e-4,0.0001,-4.0,379,239,5330,322,0.6132686084142395,0.5406562054208274,0.5746777862016679,0.09856459330143541,0.11180223285486443,5.48529839480354
aggressive_high_tail_step__ridge_alpha_0p01,aggressive_high_tail_step,Scheme D: aggressive_high_tail_step,,Ridge,0.01,2e-4,0.0002,-3.6989700043360187,38,26,6158,48,0.59375,0.4418604651162791,0.5066666666666667,0.010207336523125997,0.013716108452950558,43.28851744186046
aggressive_high_tail_step__ridge_alpha_0p01,aggressive_high_tail_step,Scheme D: aggressive_high_tail_step,,Ridge,0.01,3e-4,0.0003,-3.5228787452803374,18,4,6241,7,0.8181818181818182,0.72,0.7659574468085107,0.0035087719298245615,0.003987240829346092,205.20000000000002
aggressive_high_tail_step__ridge_alpha_0p1,aggressive_high_tail_step,Scheme D: aggressive_high_tail_step,,Ridge,0.1,3e-5,3e-05,-4.522878745280337,5352,655,132,131,0.8909605460296321,0.9761079700893671,0.9315926892950392,0.9580542264752792,0.874481658692185,1.0188441772033183
aggressive_high_tail_step__ridge_alpha_0p1,aggressive_high_tail_step,Scheme D: aggressive_high_tail_step,,Ridge,0.1,5e-5,5e-05,-4.301029995663981,2806,998,1723,743,0.7376445846477392,0.7906452521837137,0.7632258941928464,0.6066985645933014,0.5660287081339713,1.3031928841198435
aggressive_high_tail_step__ridge_alpha_0p1,aggressive_high_tail_step,Scheme D: aggressive_high_tail_step,,Ridge,0.1,1e-4,0.0001,-4.0,379,238,5331,322,0.6142625607779578,0.5406562054208274,0.575113808801214,0.09840510366826156,0.11180223285486443,5.494188667728667
aggressive_high_tail_step__ridge_alpha_0p1,aggressive_high_tail_step,Scheme D: aggressive_high_tail_step,,Ridge,0.1,2e-4,0.0002,-3.6989700043360187,38,26,6158,48,0.59375,0.4418604651162791,0.5066666666666667,0.010207336523125997,0.013716108452950558,43.28851744186046
aggressive_high_tail_step__ridge_alpha_0p1,aggressive_high_tail_step,Scheme D: aggressive_high_tail_step,,Ridge,0.1,3e-4,0.0003,-3.5228787452803374,18,4,6241,7,0.8181818181818182,0.72,0.7659574468085107,0.0035087719298245615,0.003987240829346092,205.20000000000002
aggressive_high_tail_step__ridge_alpha_1,aggressive_high_tail_step,Scheme D: aggressive_high_tail_step,,Ridge,1.0,3e-5,3e-05,-4.522878745280337,5353,655,132,130,0.8909786950732357,0.9762903519970819,0.9316856670437733,0.958213716108453,0.874481658692185,1.0188649312619347
aggressive_high_tail_step__ridge_alpha_1,aggressive_high_tail_step,Scheme D: aggressive_high_tail_step,,Ridge,1.0,5e-5,5e-05,-4.301029995663981,2811,999,1722,738,0.7377952755905511,0.7920540997464074,0.763962494904199,0.6076555023923444,0.5660287081339713,1.3034591090314893
aggressive_high_tail_step__ridge_alpha_1,aggressive_high_tail_step,Scheme D: aggressive_high_tail_step,,Ridge,1.0,1e-4,0.0001,-4.0,382,238,5331,319,0.6161290322580645,0.5449358059914408,0.5783497350492051,0.09888357256778309,0.11180223285486443,5.51088307026828
aggressive_high_tail_step__ridge_alpha_1,aggressive_high_tail_step,Scheme D: aggressive_high_tail_step,,Ridge,1.0,2e-4,0.0002,-3.6989700043360187,38,26,6158,48,0.59375,0.4418604651162791,0.5066666666666667,0.010207336523125997,0.013716108452950558,43.28851744186046
aggressive_high_tail_step__ridge_alpha_1,aggressive_high_tail_step,Scheme D: aggressive_high_tail_step,,Ridge,1.0,3e-4,0.0003,-3.5228787452803374,18,4,6241,7,0.8181818181818182,0.72,0.7659574468085107,0.0035087719298245615,0.003987240829346092,205.20000000000002
aggressive_high_tail_step__ridge_alpha_10,aggressive_high_tail_step,Scheme D: aggressive_high_tail_step,,Ridge,10.0,3e-5,3e-05,-4.522878745280337,5370,663,124,113,0.8901044256588762,0.9793908444282328,0.9326154914901008,0.9622009569377991,0.874481658692185,1.0178651739706646
aggressive_high_tail_step__ridge_alpha_10,aggressive_high_tail_step,Scheme D: aggressive_high_tail_step,,Ridge,10.0,5e-5,5e-05,-4.301029995663981,2835,1011,1710,714,0.7371294851794071,0.7988165680473372,0.766734279918864,0.6133971291866028,0.5660287081339713,1.3022828605451908
aggressive_high_tail_step__ridge_alpha_10,aggressive_high_tail_step,Scheme D: aggressive_high_tail_step,,Ridge,10.0,1e-4,0.0001,-4.0,383,225,5344,318,0.6299342105263158,0.5463623395149786,0.5851795263559969,0.09696969696969697,0.11180223285486443,5.634361626248217
aggressive_high_tail_step__ridge_alpha_10,aggressive_high_tail_step,Scheme D: aggressive_high_tail_step,,Ridge,10.0,2e-4,0.0002,-3.6989700043360187,38,23,6161,48,0.6229508196721312,0.4418604651162791,0.5170068027210885,0.009728867623604465,0.013716108452950558,45.4174609226077
aggressive_high_tail_step__ridge_alpha_10,aggressive_high_tail_step,Scheme D: aggressive_high_tail_step,,Ridge,10.0,3e-4,0.0003,-3.5228787452803374,19,5,6240,6,0.7916666666666666,0.76,0.7755102040816326,0.003827751196172249,0.003987240829346092,198.55
aggressive_high_tail_step__ridge_alpha_100,aggressive_high_tail_step,Scheme D: aggressive_high_tail_step,,Ridge,100.0,3e-5,3e-05,-4.522878745280337,5413,689,98,70,0.8870862012454933,0.9872332664599671,0.9344842468709538,0.9732057416267943,0.874481658692185,1.014413730039986
aggressive_high_tail_step__ridge_alpha_100,aggressive_high_tail_step,Scheme D: aggressive_high_tail_step,,Ridge,100.0,5e-5,5e-05,-4.301029995663981,2877,1043,1678,672,0.7339285714285714,0.8106508875739645,0.7703842549203374,0.6251993620414673,0.5660287081339713,1.2966278227267236
aggressive_high_tail_step__ridge_alpha_100,aggressive_high_tail_step,Scheme D: aggressive_high_tail_step,,Ridge,100.0,1e-4,0.0001,-4.0,379,202,5367,322,0.6523235800344234,0.5406562054208274,0.5912636505460218,0.09266347687400318,0.11180223285486443,5.834620323560392
aggressive_high_tail_step__ridge_alpha_100,aggressive_high_tail_step,Scheme D: aggressive_high_tail_step,,Ridge,100.0,2e-4,0.0002,-3.6989700043360187,39,19,6165,47,0.6724137931034483,0.45348837209302323,0.5416666666666666,0.009250398724082934,0.013716108452950558,49.02365677626303
aggressive_high_tail_step__ridge_alpha_100,aggressive_high_tail_step,Scheme D: aggressive_high_tail_step,,Ridge,100.0,3e-4,0.0003,-3.5228787452803374,16,3,6242,9,0.8421052631578947,0.64,0.7272727272727272,0.0030303030303030303,0.003987240829346092,211.20000000000002
recall_focused_near_threshold__ridge_alpha_0p01,recall_focused_near_threshold,Scheme F: recall_focused_near_threshold,,Ridge,0.01,3e-5,3e-05,-4.522878745280337,5379,674,113,104,0.8886502560713696,0.9810322815976655,0.9325589459084606,0.9653907496012759,0.874481658692185,1.0162022807892555
recall_focused_near_threshold__ridge_alpha_0p01,recall_focused_near_threshold,Scheme F: recall_focused_near_threshold,,Ridge,0.01,5e-5,5e-05,-4.301029995663981,2995,1273,1448,554,0.7017338331771321,0.8438996900535362,0.7662786235128566,0.6807017543859649,0.5660287081339713,1.2397495446662772
