model_id,scheme_id,scheme_name,scheme_params,regressor,ridge_alpha,threshold_label,threshold_s_cm,threshold_log10,tp,fp,tn,fn,precision,recall,f1,predicted_positive_rate,true_positive_rate,enrichment
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,0.1,2e-4,0.0002,-3.6989700043360187,38,25,6159,48,0.6031746031746031,0.4418604651162791,0.5100671140939597,0.010047846889952153,0.013716108452950558,43.97563676633444
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,0.1,3e-4,0.0003,-3.5228787452803374,18,4,6241,7,0.8181818181818182,0.72,0.7659574468085107,0.0035087719298245615,0.003987240829346092,205.20000000000002
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,1.0,3e-5,3e-05,-4.522878745280337,5338,641,146,145,0.8927914366950995,0.9735546233813606,0.9314255801779795,0.9535885167464114,0.874481658692185,1.0209378639573727
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,1.0,5e-5,5e-05,-4.301029995663981,2940,1178,1543,609,0.7139388052452647,0.8284023668639053,0.766923177253163,0.6567783094098884,0.5660287081339713,1.2613120058855478
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,1.0,1e-4,0.0001,-4.0,408,301,5268,293,0.5754583921015515,0.5820256776034237,0.5787234042553191,0.11307814992025518,0.11180223285486443,5.1471100120923365
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,1.0,2e-4,0.0002,-3.6989700043360187,38,25,6159,48,0.6031746031746031,0.4418604651162791,0.5100671140939597,0.010047846889952153,0.013716108452950558,43.97563676633444
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,1.0,3e-4,0.0003,-3.5228787452803374,18,4,6241,7,0.8181818181818182,0.72,0.7659574468085107,0.0035087719298245615,0.003987240829346092,205.20000000000002
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,10.0,3e-5,3e-05,-4.522878745280337,5360,651,136,123,0.8916985526534686,0.9775670253510852,0.9326605185314076,0.9586921850079745,0.874481658692185,1.0196881132841964
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,10.0,5e-5,5e-05,-4.301029995663981,2958,1186,1535,591,0.7138030888030888,0.8334742180896028,0.7690107890289875,0.6609250398724082,0.5660287081339713,1.2610722363469615
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,10.0,1e-4,0.0001,-4.0,404,284,5285,297,0.5872093023255814,0.5763195435092725,0.5817134629229662,0.10972886762360447,0.11180223285486443,5.252214444481306
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,10.0,2e-4,0.0002,-3.6989700043360187,37,22,6162,49,0.6271186440677966,0.43023255813953487,0.5103448275862069,0.009409888357256778,0.013716108452950558,45.721324398896336
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,10.0,3e-4,0.0003,-3.5228787452803374,17,5,6240,8,0.7727272727272727,0.68,0.7234042553191491,0.0035087719298245615,0.003987240829346092,193.8
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,100.0,3e-5,3e-05,-4.522878745280337,5402,681,106,81,0.888048660200559,0.9852270654751049,0.9341172401867543,0.9701754385964912,0.874481658692185,1.015514335119005
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,100.0,5e-5,5e-05,-4.301029995663981,3031,1231,1490,518,0.7111684655091506,0.854043392504931,0.7760850083215977,0.6797448165869219,0.5660287081339713,1.2564176609586852
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,100.0,1e-4,0.0001,-4.0,409,257,5312,292,0.6141141141141141,0.5834522111269614,0.598390636430139,0.10622009569377991,0.11180223285486443,5.492860906555628
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,100.0,2e-4,0.0002,-3.6989700043360187,40,19,6165,46,0.6779661016949152,0.46511627906976744,0.5517241379310345,0.009409888357256778,0.013716108452950558,49.42845880961766
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,100.0,3e-4,0.0003,-3.5228787452803374,16,3,6242,9,0.8421052631578947,0.64,0.7272727272727272,0.0030303030303030303,0.003987240829346092,211.20000000000002
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.01,3e-5,3e-05,-4.522878745280337,5358,662,125,125,0.8900332225913621,0.9772022615356557,0.9315830652873163,0.960127591706539,0.874481658692185,1.0177837508020866
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.01,5e-5,5e-05,-4.301029995663981,2910,1126,1595,639,0.7210109018830525,0.819949281487743,0.7673038892551087,0.6437001594896332,0.5660287081339713,1.2738062425490952
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.01,1e-4,0.0001,-4.0,379,228,5341,322,0.6243822075782537,0.5406562054208274,0.5795107033639143,0.09681020733652312,0.11180223285486443,5.584702484330458
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.01,2e-4,0.0002,-3.6989700043360187,37,24,6160,49,0.6065573770491803,0.43023255813953487,0.5034013605442177,0.009728867623604465,0.013716108452950558,44.222264582539076
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.01,3e-4,0.0003,-3.5228787452803374,18,4,6241,7,0.8181818181818182,0.72,0.7659574468085107,0.0035087719298245615,0.003987240829346092,205.20000000000002
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.1,3e-5,3e-05,-4.522878745280337,5358,663,124,125,0.8898854010961634,0.9772022615356557,0.9315020862308763,0.960287081339713,0.874481658692185,1.0176147118134133
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.1,5e-5,5e-05,-4.301029995663981,2910,1124,1597,639,0.7213683688646505,0.819949281487743,0.7675062640116049,0.6433811802232855,0.5660287081339713,1.274437777622248
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.1,1e-4,0.0001,-4.0,379,228,5341,322,0.6243822075782537,0.5406562054208274,0.5795107033639143,0.09681020733652312,0.11180223285486443,5.584702484330458
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.1,2e-4,0.0002,-3.6989700043360187,37,24,6160,49,0.6065573770491803,0.43023255813953487,0.5034013605442177,0.009728867623604465,0.013716108452950558,44.222264582539076
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.1,3e-4,0.0003,-3.5228787452803374,18,4,6241,7,0.8181818181818182,0.72,0.7659574468085107,0.0035087719298245615,0.003987240829346092,205.20000000000002
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,1.0,3e-5,3e-05,-4.522878745280337,5362,663,124,121,0.8899585062240664,0.9779317891665147,0.9318734793187348,0.9609250398724083,0.874481658692185,1.0176983100537838
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,1.0,5e-5,5e-05,-4.301029995663981,2913,1126,1595,636,0.721218123297846,0.8207945900253593,0.7677912493410648,0.6441786283891547,0.5660287081339713,1.274172339554098
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,1.0,1e-4,0.0001,-4.0,378,226,5343,323,0.6258278145695364,0.5392296718972895,0.5793103448275861,0.0963317384370016,0.11180223285486443,5.59763252118544
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,1.0,2e-4,0.0002,-3.6989700043360187,37,24,6160,49,0.6065573770491803,0.43023255813953487,0.5034013605442177,0.009728867623604465,0.013716108452950558,44.222264582539076
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,1.0,3e-4,0.0003,-3.5228787452803374,18,4,6241,7,0.8181818181818182,0.72,0.7659574468085107,0.0035087719298245615,0.003987240829346092,205.20000000000002
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,10.0,3e-5,3e-05,-4.522878745280337,5378,670,117,105,0.8892195767195767,0.9808498996899507,0.9327898707831065,0.9645933014354067,0.874481658692185,1.0168533186269828
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,10.0,5e-5,5e-05,-4.301029995663981,2934,1146,1575,615,0.7191176470588235,0.8267117497886729,0.7691702713330711,0.6507177033492823,0.5660287081339713,1.2704614390134752
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,10.0,1e-4,0.0001,-4.0,384,219,5350,317,0.6368159203980099,0.5477888730385164,0.5889570552147239,0.09617224880382776,0.11180223285486443,5.6959141524900465
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,10.0,2e-4,0.0002,-3.6989700043360187,36,22,6162,50,0.6206896551724138,0.4186046511627907,0.5,0.009250398724082934,0.013716108452950558,45.25260625501203
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,10.0,3e-4,0.0003,-3.5228787452803374,17,5,6240,8,0.7727272727272727,0.68,0.7234042553191491,0.0035087719298245615,0.003987240829346092,193.8
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,100.0,3e-5,3e-05,-4.522878745280337,5424,695,92,59,0.8864193495669227,0.9892394674448295,0.9350112049646613,0.9759170653907496,0.874481658692185,1.0136511620982318
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,100.0,5e-5,5e-05,-4.301029995663981,2989,1178,1543,560,0.7173026157907367,0.8422090729783037,0.7747537584240538,0.6645933014354067,0.5660287081339713,1.2672548326311408
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,100.0,1e-4,0.0001,-4.0,379,202,5367,322,0.6523235800344234,0.5406562054208274,0.5912636505460218,0.09266347687400318,0.11180223285486443,5.834620323560392
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,100.0,2e-4,0.0002,-3.6989700043360187,37,19,6165,49,0.6607142857142857,0.43023255813953487,0.5211267605633803,0.008931419457735247,0.013716108452950558,48.17068106312292
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_100,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,100.0,3e-4,0.0003,-3.5228787452803374,16,3,6242,9,0.8421052631578947,0.64,0.7272727272727272,0.0030303030303030303,0.003987240829346092,211.20000000000002
