model_id,scheme_id,scheme_name,scheme_params,regressor,ridge_alpha,n_samples,n_high_true_ge_1e4,mae_log10,rmse_log10,r2,pearson,spearman,median_abs_error_log10,p90_abs_error_log10,max_abs_error_log10,precision_at_1e4,recall_at_1e4,f1_at_1e4,threshold_enrichment_at_1e4,top100_true_ge_1e4_hit_rate,top100_enrichment,top100_mean_true_log10_cond,top100_median_true_log10_cond,tail_mae_true_ge_1e4,tail_rmse_true_ge_1e4,baseline_model_id,delta_mae_vs_baseline,delta_rmse_vs_baseline,delta_spearman_vs_baseline,delta_recall_at_1e4_vs_baseline,delta_top100_enrichment_vs_baseline,passes_screening_constraints,score_recall_at_1e4,score_top100_enrichment,score_spearman,score_tail_mae_inverse,score_global_mae_inverse,cej_screening_score,pareto_candidate,recommended_role
inverse_frequency_bins__ridge_alpha_10,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,10.0,6270,701,0.13414503199384273,0.17431961764643927,0.48014544631131173,0.6956821113979037,0.6500334557443107,0.1093358455503215,0.2775992790455676,0.9135880775146279,0.6767895878524945,0.4450784593437946,0.5370051635111877,6.053453232289788,0.95,8.497146932952925,-3.624209090709799,-3.688246138944246,0.17025793513889395,0.20754682060703714,baseline_unweighted__ridge_alpha_1,-0.0019078331957675942,-0.0022329517929585707,0.007624501069335099,-0.0099857346647646,0.08944365192582104,True,0.10370370370370378,0.5,0.655132208990703,0.07558217857206574,0.794954409196368,0.41253285588933153,False,not recommended
baseline_unweighted__ridge_alpha_10,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,10.0,6270,701,0.13416996759110256,0.1743372386706285,0.4800403424477864,0.6956603410409442,0.6500353184853593,0.10931571969709486,0.27784749403862685,0.9127706217975953,0.6767895878524945,0.4450784593437946,0.5370051635111877,6.053453232289788,0.95,8.497146932952925,-3.624209090709799,-3.688246138944246,0.17032363053645916,0.20762561500446677,baseline_unweighted__ridge_alpha_1,-0.0018828975985077656,-0.0022153307687693413,0.0076263638103837295,-0.0099857346647646,0.08944365192582104,True,0.10370370370370378,0.5,0.655202903134149,0.07420240181344707,0.7930752506814155,0.4120581544269851,False,not recommended
inverse_frequency_bins__ridge_alpha_100,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,100.0,6270,701,0.1316485410296134,0.17150141589222462,0.49681841016147776,0.7050613381289654,0.6591058097736228,0.10609365792727798,0.2731355594494064,0.871901279929058,0.6995305164319249,0.42510699001426533,0.5288376220053239,6.256856402322637,0.94,8.407703281027104,-3.6265145558412204,-3.688246138944246,0.17378345076341956,0.20969659857201783,baseline_unweighted__ridge_alpha_1,-0.00440432415999692,-0.005051153547173226,0.016696855098647156,-0.029957203994293857,0.0,True,0.0,0.24999999999999753,0.999443243319415,0.0015370444964390426,0.9830911602053733,0.4100828793691542,True,not recommended
baseline_unweighted__ridge_alpha_100,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,100.0,6270,701,0.13166620968731355,0.17150873669485914,0.4967754510790534,0.7050456417500349,0.6591204799212824,0.10607516119265181,0.27325048226250137,0.8719101643778027,0.6995305164319249,0.42510699001426533,0.5288376220053239,6.256856402322637,0.94,8.407703281027104,-3.6265145558412204,-3.688246138944246,0.17385663415967423,0.20979110067350812,baseline_unweighted__ridge_alpha_1,-0.004386655502296777,-0.0050438327445387066,0.016711525246306813,-0.029957203994293857,0.0,True,0.0,0.24999999999999753,1.0,0.0,0.9817596417252249,0.4097639462587831,True,not recommended
smooth_sigmoid_tail_a1_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a1_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.2,Ridge,0.1,6270,701,0.13632635899749074,0.1772567316211245,0.46247979007583906,0.6877261784757949,0.6415229067033561,0.11055787793378169,0.2813158525188327,0.9199550493960058,0.6468330134357005,0.48074179743223966,0.5515548281505728,5.785510690787222,0.95,8.497146932952925,-3.6307160246624246,-3.709965388637482,0.15927244391533416,0.19748446142631296,baseline_unweighted__ridge_alpha_1,0.000273493807880415,0.0007041621817266697,-0.000886047971619508,0.025677603423680473,0.08944365192582104,True,0.288888888888889,0.5,0.33214261516215327,0.306306491599202,0.6305685647311814,0.4041820037042104,False,not recommended
smooth_sigmoid_tail_a1_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a1_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.2,Ridge,0.01,6270,701,0.1363623473757619,0.17729813853524776,0.46222863286927385,0.6875881976945519,0.6413895028245388,0.11065804153967296,0.28117811333878906,0.9207763530042832,0.6468330134357005,0.48074179743223966,0.5515548281505728,5.785510690787222,0.95,8.497146932952925,-3.6307160246624246,-3.709965388637482,0.159287575615082,0.19751929506774726,baseline_unweighted__ridge_alpha_1,0.0003094821861515662,0.0007455690958499128,-0.0010194518504368366,0.025677603423680473,0.08944365192582104,True,0.288888888888889,0.5,0.3270797144694937,0.30598868596282164,0.6278564633620872,0.4027149375148573,False,not recommended
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,1.0,6270,701,0.1441381578633024,0.18768278903544677,0.39738738286330233,0.6745881990691158,0.635444931729861,0.11520220665337622,0.2974332799413612,0.9073780694381757,0.5555555555555556,0.6062767475035663,0.5798090040927695,4.9690917736566815,0.93,8.318259629101284,-3.6521881538756067,-3.718966632752272,0.13339687024542946,0.1742908949718758,baseline_unweighted__ridge_alpha_1,0.008085292673692068,0.01113021959604893,-0.006964022945114556,0.15121255349500712,-0.08944365192581927,True,0.9407407407407407,0.0,0.10147328248546171,0.8497618399015264,0.041867672475664995,0.3892242685388562,False,not recommended
smooth_sigmoid_tail_a4_t0p05__ridge_alpha_0p1,smooth_sigmoid_tail_a4_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.05,Ridge,0.1,6270,701,0.14198575645683256,0.18462949693864247,0.4168349394845213,0.6781583979942475,0.6373245069674751,0.1138003363495832,0.29154566536831583,0.883395915717264,0.5676795580110497,0.5863052781740371,0.5768421052631579,5.077533279214382,0.93,8.318259629101284,-3.6543448211834457,-3.7270373353220783,0.13835109382945,0.17905395988884898,baseline_unweighted__ridge_alpha_1,0.00593289126722224,0.00807692749924463,-0.005084447707500495,0.13124108416547792,-0.08944365192581927,True,0.8370370370370372,0.0,0.17280631160564533,0.7457100674551076,0.20407367012703453,0.38628808221770966,False,not recommended
smooth_sigmoid_tail_a4_t0p05__ridge_alpha_0p01,smooth_sigmoid_tail_a4_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.05,Ridge,0.01,6270,701,0.14203554782565808,0.1846854749304286,0.41648126514479267,0.6779832057228626,0.6371730163781644,0.11369286307615223,0.2918255624603957,0.8831957365654839,0.5676795580110497,0.5863052781740371,0.5768421052631579,5.077533279214382,0.93,8.318259629101284,-3.6543448211834457,-3.7270373353220783,0.13839498404253248,0.1791254830921207,baseline_unweighted__ridge_alpha_1,0.005982682636047759,0.008132905491030767,-0.005235938296811238,0.13124108416547792,-0.08944365192581927,True,0.8370370370370372,0.0,0.1670569899490914,0.7447882571276502,0.20032136879955265,0.38443710113815804,False,not recommended
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,0.1,6270,701,0.14463843345451985,0.18824414462165354,0.39377718658380856,0.6727768012889379,0.6337910636993024,0.11622347518814813,0.2984192799515425,0.9057699960923182,0.5549805950840879,0.6119828815977175,0.5820895522388059,4.963949117228576,0.93,8.318259629101284,-3.652188153875607,-3.718966632752272,0.13388137424040716,0.17510973982979722,baseline_unweighted__ridge_alpha_1,0.008585568264909527,0.011691575182255692,-0.008617890975673226,0.15691868758915833,-0.08944365192581927,True,0.9703703703703703,0.0,0.038706220000354355,0.8395859771089375,0.004166665065923711,0.37689673291889264,False,not recommended
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.05,Ridge,0.01,6270,701,0.14469372324576085,0.18830565481376715,0.39338094611637386,0.6725792424354091,0.63359622139943,0.11613844301024523,0.2985628480603318,0.905599338652392,0.5555555555555556,0.6134094151212554,0.5830508474576271,4.9690917736566815,0.93,8.318259629101284,-3.652188153875607,-3.718966632752272,0.13393507158903478,0.17519786884610086,baseline_unweighted__ridge_alpha_1,0.00864085805615053,0.01175308537436931,-0.008812733275545659,0.15834522111269617,-0.08944365192581927,True,0.9777777777777779,0.0,0.03131162830085588,0.8384581910480906,0.0,0.3764754987618292,False,not recommended
smooth_sigmoid_tail_a2_t0p05__ridge_alpha_0p1,smooth_sigmoid_tail_a2_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.05,Ridge,0.1,6270,701,0.13898797361745865,0.18055395621750123,0.4422965371319947,0.6839618288030845,0.6406840033506316,0.11230128755401791,0.28494455564758336,0.8820350200710245,0.6051364365971108,0.5378031383737518,0.5694864048338368,5.4125612802623175,0.93,8.318259629101284,-3.647607924900038,-3.718966632752272,0.14669213850314894,0.18664013721793246,baseline_unweighted__ridge_alpha_1,0.002935108427848332,0.004001386778103383,-0.0017249513243440262,0.08273894436519263,-0.08944365192581927,True,0.5851851851851855,0.0,0.3003048275113217,0.5705261122633228,0.4299880161877521,0.35643438106622194,False,not recommended
smooth_sigmoid_tail_a2_t0p05__ridge_alpha_0p01,smooth_sigmoid_tail_a2_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.05,Ridge,0.01,6270,701,0.1390303600452405,0.18060328102949808,0.441991781960555,0.683809502953661,0.6405458139129753,0.11240535606607471,0.28491780836133496,0.883039881772933,0.6041666666666666,0.5378031383737518,0.5690566037735849,5.40388730385164,0.93,8.318259629101284,-3.6480778905268005,-3.718966632752272,0.146722366220154,0.18669220141867926,baseline_unweighted__ridge_alpha_1,0.002977494855630175,0.004050711590100231,-0.001863140762000337,0.08273894436519263,-0.08944365192581927,True,0.5851851851851855,0.0,0.29506030684347523,0.5698912504170529,0.42679375475279613,0.3548111084404688,False,not recommended
inverse_frequency_bins__ridge_alpha_1,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,1.0,6270,701,0.13602740216547557,0.1765300812742704,0.46687780247423427,0.6883185897093799,0.6424180730145254,0.11133032178893987,0.2824069843480467,0.9550581387887509,0.6673640167364017,0.4550641940085592,0.5411365564037319,5.9691474820787995,0.94,8.407703281027104,-3.6329973829327797,-3.6893079857591733,0.1704054771308693,0.20874529899562497,baseline_unweighted__ridge_alpha_1,-2.54630241347531e-05,-2.248816512745444e-05,9.11833954975183e-06,0.0,0.0,True,0.15555555555555553,0.24999999999999753,0.36611567634330705,0.07248340728834214,0.6530980943281939,0.2834492494000301,False,not recommended
baseline_unweighted__ridge_alpha_1,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,1.0,6270,701,0.13605286518961032,0.17655256943939784,0.4667419649607635,0.6882943508944662,0.6424089546749756,0.11138812611474691,0.28289400831857175,0.954241054101034,0.6673640167364017,0.4550641940085592,0.5411365564037319,5.9691474820787995,0.94,8.407703281027104,-3.6329973829327797,-3.6893079857591733,0.17046755485605325,0.20881986160039995,baseline_unweighted__ridge_alpha_1,0.0,0.0,0.0,0.0,0.0,True,0.15555555555555553,0.24999999999999753,0.3657696200814381,0.07117961119894745,0.6511791886721282,0.2828966328858372,False,unweighted baseline reference
inverse_frequency_bins__ridge_alpha_0p1,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,0.1,6270,701,0.1363441606684821,0.17691380637611595,0.4645575779718999,0.6870498398787507,0.6410458898902397,0.11155304776501973,0.28347830421537995,0.9621352831144114,0.6680584551148225,0.456490727532097,0.5423728813559322,5.97535879253914,0.94,8.407703281027104,-3.630253060661078,-3.6893079857591733,0.17046889303765778,0.20900442253565354,baseline_unweighted__ridge_alpha_1,0.00029129547887177254,0.00036123693671810675,-0.0013630647847359123,0.0014265335235378318,0.0,True,0.1629629629629631,0.24999999999999753,0.31403902795803385,0.0711515058529846,0.6292270223059,0.2711053255561796,False,not recommended
baseline_unweighted__ridge_alpha_0p1,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,0.1,6270,701,0.1363700924094255,0.17693706756138852,0.4644167653982546,0.6870252366081825,0.6410449217030431,0.11157395223460753,0.2834159342396344,0.961322021351815,0.6680584551148225,0.456490727532097,0.5423728813559322,5.97535879253914,0.94,8.407703281027104,-3.630253060661078,-3.6893079857591733,0.17053251565351846,0.2090785589606891,baseline_unweighted__ridge_alpha_1,0.0003172272198151693,0.00038449812199067845,-0.0013640329719325495,0.0014265335235378318,0.0,True,0.1629629629629631,0.24999999999999753,0.31400228363191723,0.06981526298148119,0.6272727939273471,0.2706044060034478,False,not recommended
inverse_frequency_bins__ridge_alpha_0p01,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,0.01,6270,701,0.13637887861570142,0.17695517808004166,0.46430711978579386,0.6869132116992709,0.6408920508719071,0.1115304350181292,0.28349983660830835,0.9628960226744812,0.6680584551148225,0.456490727532097,0.5423728813559322,5.97535879253914,0.94,8.407703281027104,-3.630253060661078,-3.6893079857591733,0.17047865137175564,0.20903297905650167,baseline_unweighted__ridge_alpha_1,0.00032601342609109296,0.0004026086406438145,-0.001516903803068459,0.0014265335235378318,0.0,True,0.1629629629629631,0.24999999999999753,0.3082005794857789,0.07094655507880444,0.6266106612274366,0.2695144390838321,False,not recommended
baseline_unweighted__ridge_alpha_0p01,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,0.01,6270,701,0.13640469271938016,0.1769785215101071,0.464165776263352,0.6868885704950547,0.6408913155121284,0.11160148091008537,0.2834601093834609,0.9620832145848208,0.6666666666666666,0.456490727532097,0.5419136325148181,5.962910128388017,0.94,8.407703281027104,-3.630253060661078,-3.6893079857591733,0.17054223544067124,0.20910707393334113,baseline_unweighted__ridge_alpha_1,0.0003518275297698381,0.00042595207070925123,-0.0015176391628471952,0.0014265335235378318,0.0,True,0.1629629629629631,0.24999999999999753,0.30817267135022747,0.06961112179489634,0.6246652980493136,0.26901673798741715,False,not recommended
