model_id,scheme_id,scheme_name,scheme_params,regressor,ridge_alpha,prediction_decile,count,mean_pred_log10,mean_true_log10,std_true_log10,mae_log10,min_pred_log10,max_pred_log10
baseline_unweighted__ridge_alpha_1,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,1.0,7,627,-4.163252725926538,-4.184139708949475,0.17002848828579775,0.12691323601116564,-4.192351157766148,-4.13123977564551
baseline_unweighted__ridge_alpha_1,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,1.0,8,627,-4.088659193578649,-4.113673943471774,0.1600605353183926,0.1263486120085739,-4.131213981615685,-4.035750013447687
baseline_unweighted__ridge_alpha_1,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,1.0,9,627,-3.902191135375325,-3.9278561869549526,0.23787376864475193,0.13554916764384317,-4.035279318120691,-2.9990552444741003
baseline_unweighted__ridge_alpha_10,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,10.0,0,627,-4.555729694346531,-4.506768815002067,0.21250730772588539,0.1638596236837262,-5.0471723414733445,-4.47495044078206
baseline_unweighted__ridge_alpha_10,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,10.0,1,627,-4.440347130354315,-4.424254251588402,0.18437981939904285,0.1468450266754109,-4.4748143891422165,-4.410823636777837
baseline_unweighted__ridge_alpha_10,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,10.0,2,627,-4.386576304200006,-4.378421445924238,0.18082554855559724,0.14089729459957387,-4.410481345950472,-4.3642684135096665
baseline_unweighted__ridge_alpha_10,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,10.0,3,627,-4.343842435621338,-4.333945128414911,0.16150845691831475,0.12566583248945035,-4.364236518222414,-4.322761725222875
baseline_unweighted__ridge_alpha_10,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,10.0,4,627,-4.302861237623728,-4.311567547843217,0.17060172811653873,0.12923238174738924,-4.3227556714767665,-4.28226228958156
baseline_unweighted__ridge_alpha_10,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,10.0,5,627,-4.26302497867984,-4.273872396169107,0.18548230462701337,0.14090488024362782,-4.282243759633186,-4.242341180891339
baseline_unweighted__ridge_alpha_10,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,10.0,6,627,-4.218745054014959,-4.232246017747179,0.1556354232687565,0.12064868179492212,-4.242246922310185,-4.195093364281306
baseline_unweighted__ridge_alpha_10,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,10.0,7,627,-4.16672634910578,-4.187788215328558,0.16895505859853258,0.1276912806927394,-4.195046020037247,-4.13336982026786
baseline_unweighted__ridge_alpha_10,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,10.0,8,627,-4.092599607530935,-4.112891069393603,0.16163656298673934,0.12635630233090733,-4.13336895332485,-4.042181361381427
baseline_unweighted__ridge_alpha_10,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,10.0,9,627,-3.907125756659785,-3.9221225292045414,0.23113891816151796,0.13004588920877125,-4.041881706941329,-3.03054676613728
baseline_unweighted__ridge_alpha_100,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,100.0,0,627,-4.5370651305921985,-4.516004714496106,0.20811518400259774,0.15458071931993742,-4.88663818073959,-4.465008314330658
baseline_unweighted__ridge_alpha_100,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,100.0,1,627,-4.431995670948136,-4.420858223925194,0.18672278800100583,0.1456395117255834,-4.464990008249547,-4.404312984482247
baseline_unweighted__ridge_alpha_100,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,100.0,2,627,-4.381535404052697,-4.376416780166177,0.17410544830541472,0.13470405349939116,-4.4042364688271185,-4.35949858867305
baseline_unweighted__ridge_alpha_100,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,100.0,3,627,-4.340176200463519,-4.344040582877488,0.16865138754045883,0.12857194954495324,-4.359474347652814,-4.320516811102537
