decode_policy_mode,decode_temperature,decode_top_k,decode_top_p,model_name,model_key,cond_criterion,cond_key,repeat_evals,batch_size,num_rounds,original_valid_unique,fcd_all_mean,fcd_all_std,all_novel_unique_mean,all_novel_unique_std,repeats_path
shared,1.0,,0.95,LSTM_CVAE_PSMILES,LSTM_CVAE_PSMILES,condz_low,LOW,5,1024,50,6026,0.7315826169616699,0.012675927393833825,18102.6,80.71740828346756,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE_PSMILES/condz_low/fcd_repeats_condz_low.csv
