repeat,run,batch_size,decode_policy_mode,decode_temperature,decode_top_k,decode_top_p,valid,valid_unique,valid_unique_novel,invalid_or_empty,output_path,all_novel_unique,fcd_all_novel_vs_original
3,1,1024,shared,1.0,,0.95,1014,535,527,10,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_high/repeat_03/run_01_novel_smiles_condz_high.csv,8722,16.54506465775947
3,2,1024,shared,1.0,,0.95,1014,533,525,10,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_high/repeat_03/run_02_novel_smiles_condz_high.csv,8722,16.54506465775947
3,3,1024,shared,1.0,,0.95,1017,533,524,7,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_high/repeat_03/run_03_novel_smiles_condz_high.csv,8722,16.54506465775947
3,4,1024,shared,1.0,,0.95,1013,514,503,11,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_high/repeat_03/run_04_novel_smiles_condz_high.csv,8722,16.54506465775947
3,5,1024,shared,1.0,,0.95,1013,533,524,11,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_high/repeat_03/run_05_novel_smiles_condz_high.csv,8722,16.54506465775947
3,6,1024,shared,1.0,,0.95,1012,525,516,12,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_high/repeat_03/run_06_novel_smiles_condz_high.csv,8722,16.54506465775947
3,7,1024,shared,1.0,,0.95,1011,514,505,13,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_high/repeat_03/run_07_novel_smiles_condz_high.csv,8722,16.54506465775947
3,8,1024,shared,1.0,,0.95,1014,499,490,10,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_high/repeat_03/run_08_novel_smiles_condz_high.csv,8722,16.54506465775947
3,9,1024,shared,1.0,,0.95,1014,535,526,10,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_high/repeat_03/run_09_novel_smiles_condz_high.csv,8722,16.54506465775947
3,10,1024,shared,1.0,,0.95,1013,520,509,11,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/TransCVAE/condz_high/repeat_03/run_10_novel_smiles_condz_high.csv,8722,16.54506465775947
