repeat,run,batch_size,decode_policy_mode,decode_temperature,decode_top_k,decode_top_p,valid,valid_unique,valid_unique_novel,invalid_or_empty,output_path,all_novel_unique,fcd_all_novel_vs_original
3,1,1024,shared,1.0,,0.95,1021,960,655,3,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_01_novel_smiles_condz_low.csv,20118,0.6603327402367185
3,2,1024,shared,1.0,,0.95,1024,978,666,0,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_02_novel_smiles_condz_low.csv,20118,0.6603327402367185
3,3,1024,shared,1.0,,0.95,1022,961,659,2,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_03_novel_smiles_condz_low.csv,20118,0.6603327402367185
3,4,1024,shared,1.0,,0.95,1024,976,689,0,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_04_novel_smiles_condz_low.csv,20118,0.6603327402367185
3,5,1024,shared,1.0,,0.95,1021,973,659,3,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_05_novel_smiles_condz_low.csv,20118,0.6603327402367185
3,6,1024,shared,1.0,,0.95,1023,964,662,1,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_06_novel_smiles_condz_low.csv,20118,0.6603327402367185
3,7,1024,shared,1.0,,0.95,1022,971,681,2,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_07_novel_smiles_condz_low.csv,20118,0.6603327402367185
3,8,1024,shared,1.0,,0.95,1023,968,657,1,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_08_novel_smiles_condz_low.csv,20118,0.6603327402367185
3,9,1024,shared,1.0,,0.95,1021,960,668,3,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_09_novel_smiles_condz_low.csv,20118,0.6603327402367185
3,10,1024,shared,1.0,,0.95,1021,972,665,3,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_10_novel_smiles_condz_low.csv,20118,0.6603327402367185
3,11,1024,shared,1.0,,0.95,1018,964,638,6,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_11_novel_smiles_condz_low.csv,20118,0.6603327402367185
3,12,1024,shared,1.0,,0.95,1021,979,696,3,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_12_novel_smiles_condz_low.csv,20118,0.6603327402367185
3,13,1024,shared,1.0,,0.95,1021,977,662,3,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_13_novel_smiles_condz_low.csv,20118,0.6603327402367185
3,14,1024,shared,1.0,,0.95,1020,967,653,4,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_14_novel_smiles_condz_low.csv,20118,0.6603327402367185
3,15,1024,shared,1.0,,0.95,1020,955,650,4,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_15_novel_smiles_condz_low.csv,20118,0.6603327402367185
3,16,1024,shared,1.0,,0.95,1021,965,669,3,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_16_novel_smiles_condz_low.csv,20118,0.6603327402367185
3,17,1024,shared,1.0,,0.95,1021,964,670,3,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_17_novel_smiles_condz_low.csv,20118,0.6603327402367185
3,18,1024,shared,1.0,,0.95,1023,984,663,1,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_18_novel_smiles_condz_low.csv,20118,0.6603327402367185
3,19,1024,shared,1.0,,0.95,1020,966,654,4,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_19_novel_smiles_condz_low.csv,20118,0.6603327402367185
3,20,1024,shared,1.0,,0.95,1021,968,670,3,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_20_novel_smiles_condz_low.csv,20118,0.6603327402367185
3,21,1024,shared,1.0,,0.95,1024,970,649,0,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_21_novel_smiles_condz_low.csv,20118,0.6603327402367185
3,22,1024,shared,1.0,,0.95,1021,973,663,3,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_22_novel_smiles_condz_low.csv,20118,0.6603327402367185
3,23,1024,shared,1.0,,0.95,1023,978,663,1,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_23_novel_smiles_condz_low.csv,20118,0.6603327402367185
3,24,1024,shared,1.0,,0.95,1021,965,659,3,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_24_novel_smiles_condz_low.csv,20118,0.6603327402367185
3,25,1024,shared,1.0,,0.95,1023,974,639,1,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_25_novel_smiles_condz_low.csv,20118,0.6603327402367185
3,26,1024,shared,1.0,,0.95,1023,971,654,1,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_26_novel_smiles_condz_low.csv,20118,0.6603327402367185
3,27,1024,shared,1.0,,0.95,1023,979,653,1,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_27_novel_smiles_condz_low.csv,20118,0.6603327402367185
3,28,1024,shared,1.0,,0.95,1021,966,643,3,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_28_novel_smiles_condz_low.csv,20118,0.6603327402367185
3,29,1024,shared,1.0,,0.95,1020,970,665,4,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_29_novel_smiles_condz_low.csv,20118,0.6603327402367185
3,30,1024,shared,1.0,,0.95,1021,960,661,3,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_30_novel_smiles_condz_low.csv,20118,0.6603327402367185
3,31,1024,shared,1.0,,0.95,1021,960,660,3,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_31_novel_smiles_condz_low.csv,20118,0.6603327402367185
3,32,1024,shared,1.0,,0.95,1024,976,686,0,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_32_novel_smiles_condz_low.csv,20118,0.6603327402367185
3,33,1024,shared,1.0,,0.95,1022,978,656,2,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_33_novel_smiles_condz_low.csv,20118,0.6603327402367185
3,34,1024,shared,1.0,,0.95,1023,969,671,1,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE/condz_low/repeat_03/run_34_novel_smiles_condz_low.csv,20118,0.6603327402367185
