Trajectory ID,SMILES,Molality,Monomer Molecular Weight,Degree of Polymerization,Density,CONDUCTIVITY,TFSI Diffusivity,Li Diffusivity,Poly Diffusivity,Transference Number,PSMILES,log10_cond,fold
9425,COCC(CNCC(CF)OC(=O)*)O*,1.4,468.0,19.0,1.35,7.57e-05,3.23e-08,1.26e-08,1.53e-08,-0.163,COCC(CNCC(CF)OC(=O)[*])O[*],-4.120904120499927,2
9426,O=C(CCNC(=O)COC(=O)*)NCCN*,1.47,476.0,13.0,1.46,6.95e-05,1.32e-08,1.11e-08,8.64e-09,0.318,O=C(CCNC(=O)COC(=O)[*])NCCN[*],-4.158015195409886,2
9427,NC(=O)C(COC(=O)*)NC(=O)CCO*,1.44,463.0,17.0,1.53,0.000104,1.4e-08,1.95e-08,9.18e-09,0.53,NC(=O)C(COC(=O)[*])NC(=O)CCO[*],-3.9829666607012197,3
9428,CC(COC(=O)*)COC(=O)C(C)(C)CO*,1.43,477.0,16.0,1.28,2.65e-05,2.42e-08,1.19e-08,1.4e-08,-0.319,CC(COC(=O)[*])COC(=O)C(C)(C)CO[*],-4.576754126063192,2
9429,COC(=O)CC(=O)NC(CO*)COC(=O)*,1.47,478.0,26.0,1.49,3.85e-05,1.35e-08,6.58e-09,8.67e-09,0.0806,COC(=O)CC(=O)NC(CO[*])COC(=O)[*],-4.414539270491499,1
9430,COC(=O)CC(=O)NCC(CO*)OC(=O)*,1.48,478.0,31.0,1.49,4.11e-05,9.13e-09,9.84e-09,7.41e-09,0.434,COC(=O)CC(=O)NCC(CO[*])OC(=O)[*],-4.386158178123931,3
9431,CC(O*)C(=O)NC(C)C(C)(C)OC(=O)*,1.44,462.0,19.0,1.31,2.77e-05,1.25e-08,7.78e-09,6.08e-09,0.086,CC(O[*])C(=O)NC(C)C(C)(C)OC(=O)[*],-4.557520230935552,3
9432,CC(CCN(C)C(=O)CCN*)OC(=O)*,1.41,461.0,16.0,1.3,3.18e-05,1.42e-08,8.01e-09,8.04e-09,0.152,CC(CCN(C)C(=O)CCN[*])OC(=O)[*],-4.497572880015567,3
9433,CC(CNC(COC(=O)*)C(N)=O)O*,1.39,449.0,19.0,1.41,8.46e-05,1.87e-08,1.15e-08,9.19e-09,0.155,CC(CNC(COC(=O)[*])C(N)=O)O[*],-4.0726296369609765,0
9434,CC(C)NC(=O)NCC(COC(=O)*)O*,1.32,463.0,31.0,1.37,7.25e-05,2.82e-08,1.53e-08,7.87e-09,0.137,CC(C)NC(=O)NCC(COC(=O)[*])O[*],-4.139661993429006,1
9435,CC(CO*)(COC(=O)*)NC(=O)CC#N,1.38,459.0,26.0,1.43,5.64e-05,1.4e-08,1.47e-08,9.63e-09,0.419,CC(CO[*])(COC(=O)[*])NC(=O)CC#N,-4.248720896016658,2
9436,CSCC(CNCC(C)O*)OC(=O)*,1.41,466.0,19.0,1.31,6.82e-05,3.39e-08,1.8e-08,2.67e-08,-0.0344,CSCC(CNCC(C)O[*])OC(=O)[*],-4.166215625343521,1
9437,C#CCC(N*)C(=O)NCCNC(=O)*,1.44,442.0,19.0,1.42,7.16e-05,1.4e-08,1.06e-08,5.56e-09,0.225,C#CCC(N[*])C(=O)NCCNC(=O)[*],-4.145086977692144,1
9438,CCCN(CC(C)OC(=O)*)C(C)CO*,1.44,462.0,19.0,1.2,3.39e-05,3.51e-08,2.27e-08,2.2e-08,0.169,CCCN(CC(C)OC(=O)[*])C(C)CO[*],-4.4698003017969175,1
9439,COCCC(COC(=O)*)NC(=O)CCO*,1.49,478.0,17.0,1.38,6.46e-05,2e-08,9.08e-09,1.3e-08,0.0905,COCCC(COC(=O)[*])NC(=O)CCO[*],-4.189767482004916,3
9440,CC(CN(C)CC(C)(O*)C(F)F)OC(=O)*,1.46,484.0,19.0,1.36,8.85e-05,4.07e-08,1.52e-08,1.6e-08,-0.097,CC(CN(C)CC(C)(O[*])C(F)F)OC(=O)[*],-4.053056729302175,2
9441,CCN(CCCCO*)CCNC(=O)*,1.38,447.0,16.0,1.2,0.000119,4.3e-08,2.76e-08,3.26e-08,0.295,CCN(CCCCO[*])CCNC(=O)[*],-3.9244530386074694,0
9442,CCOCCNC(=O)C(CO*)NC(=O)*,1.32,463.0,31.0,1.36,6.73e-05,2.06e-08,1.31e-08,1.09e-08,0.228,CCOCCNC(=O)C(CO[*])NC(=O)[*],-4.171984935776023,0
9443,CCCN(CCO*)CCC(C)(C)OC(=O)*,1.36,476.0,17.0,1.18,5.65e-05,4.44e-08,2.33e-08,2.52e-08,0.199,CCCN(CCO[*])CCC(C)(C)OC(=O)[*],-4.247951552180561,1
9444,CCCC(CC)NCC(COC(=O)*)O*,1.33,462.0,31.0,1.17,1.53e-05,3.45e-08,2.57e-08,1.87e-08,0.0134,CCCC(CC)NCC(COC(=O)[*])O[*],-4.815308569182402,0
9445,COCNC(=S)NC(CO*)COC(=O)*,1.45,481.0,26.0,1.47,7.37e-05,2.3e-08,1.87e-08,1.42e-08,-0.101,COCNC(=S)NC(CO[*])COC(=O)[*],-4.132532512140949,3
9446,CCC(C(=O)N(C)CCOC(=O)*)C(C)O*,1.36,476.0,17.0,1.27,3.14e-05,1.78e-08,1.3e-08,1.1e-08,0.192,CCC(C(=O)N(C)CCOC(=O)[*])C(C)O[*],-4.503070351926785,2
9447,CCCC(CC)N(CCN*)CCNC(=O)*,1.36,474.0,19.0,1.17,8.89e-05,3.35e-08,1.95e-08,1.82e-08,0.0403,CCCC(CC)N(CCN[*])CCNC(=O)[*],-4.051098239029787,3
9448,COC(=O)NC(CO*)COC(=O)*,1.36,436.0,26.0,1.47,3.72e-05,1.57e-08,7.27e-09,6.36e-09,-0.0308,COC(=O)NC(CO[*])COC(=O)[*],-4.429457060118103,3
9449,C=C(CO*)C(=O)NC(C)(C)CCOC(=O)*,1.45,474.0,16.0,1.33,5.74e-05,1.47e-08,1.39e-08,1.4e-08,0.42,C=C(CO[*])C(=O)NC(C)(C)CCOC(=O)[*],-4.241088107602026,1
9450,CCCCCC(=O)NC(CO*)COC(=O)*,1.48,476.0,26.0,1.3,4.34e-05,2.19e-08,1.82e-08,1.27e-08,0.302,CCCCCC(=O)NC(CO[*])COC(=O)[*],-4.36251027048749,3
9451,CC(C)C(O*)C(=O)N(C)CCOC(=O)*,1.44,462.0,19.0,1.31,5.73e-05,2.18e-08,1.13e-08,1.21e-08,-0.179,CC(C)C(O[*])C(=O)N(C)CCOC(=O)[*],-4.24184537803261,2
9452,CN(CCO*)C(=O)CCOC(=O)*,1.4,434.0,17.0,1.39,0.000129,4.32e-08,2.62e-08,1.7e-08,0.0737,CN(CCO[*])C(=O)CCOC(=O)[*],-3.889410289700751,3
9453,COC(=O)C(C)N(C)CC(CO*)OC(=O)*,1.48,478.0,31.0,1.33,6.21e-05,3.11e-08,1.77e-08,2.52e-08,-0.0917,COC(=O)C(C)N(C)CC(CO[*])OC(=O)[*],-4.20690839982342,1
9454,CNC(=S)NC(COC(=O)*)C(C)O*,1.34,465.0,26.0,1.39,2.23e-05,1.62e-08,1.94e-08,1.26e-08,0.319,CNC(=S)NC(COC(=O)[*])C(C)O[*],-4.651695136951839,1
9455,CC(CNC(=O)CCCCCN*)NC(=O)*,1.49,474.0,13.0,1.29,6.54e-05,2.13e-08,1.48e-08,1.02e-08,0.12,CC(CNC(=O)CCCCCN[*])NC(=O)[*],-4.184422251675732,1
9456,CC(CN*)C(=O)NC(C)(C)COC(=O)*,1.46,461.0,17.0,1.3,6.64e-05,1.97e-08,1.62e-08,9.87e-09,0.346,CC(CN[*])C(=O)NC(C)(C)COC(=O)[*],-4.1778319206319825,0
9457,CC(COC(=O)*)CS(=O)(=O)CCCO*,1.39,483.0,16.0,1.43,6.93e-05,2.47e-08,1.54e-08,2.01e-08,0.239,CC(COC(=O)[*])CS(=O)(=O)CCCO[*],-4.159266765388193,0
9458,COCC(NC(=O)*)C(=O)NCCC(C)N*,1.36,476.0,17.0,1.35,3.98e-05,1.31e-08,7.4e-09,6.58e-09,0.0803,COCC(NC(=O)[*])C(=O)NCCC(C)N[*],-4.400116927926312,3
9459,CCCCC(NC(=O)*)C(=O)NCCCO*,1.36,475.0,17.0,1.27,4.28e-05,1.7e-08,7.01e-09,9.3e-09,0.141,CCCCC(NC(=O)[*])C(=O)NCCCO[*],-4.368556230986828,0
9460,CC(C)C(O*)C(=O)NC(C#N)COC(=O)*,1.37,473.0,19.0,1.37,2.7e-05,1.19e-08,8.4e-09,6.12e-09,0.168,CC(C)C(O[*])C(=O)NC(C#N)COC(=O)[*],-4.568636235841013,3
9461,CC(CNC(=O)*)N(C)C(=O)COCCN*,1.49,476.0,14.0,1.34,0.000116,2.75e-08,3.09e-08,1.81e-08,0.377,CC(CNC(=O)[*])N(C)C(=O)COCCN[*],-3.9355420107730814,2
9462,CNC(=O)C(CNCC(C)OC(=O)*)O*,1.43,463.0,19.0,1.36,4.89e-05,1.29e-08,8.13e-09,7.94e-09,0.182,CNC(=O)C(CNCC(C)OC(=O)[*])O[*],-4.31069114087638,0
9463,CC(CCOC(=O)*)S(=O)(=O)CCO*,1.4,469.0,17.0,1.47,9.73e-05,3.47e-08,2.03e-08,2.23e-08,0.143,CC(CCOC(=O)[*])S(=O)(=O)CCO[*],-4.011887159731648,0
9464,C=C(Cl)CN(C)CC(CNC(=O)*)O*,1.31,465.0,31.0,1.36,6.15e-05,3.06e-08,1.89e-08,1.66e-08,0.125,C=C(Cl)CN(C)CC(CNC(=O)[*])O[*],-4.211124884224583,0
9465,CCC(C)(CO*)NC(=O)COC(=O)*,1.39,448.0,19.0,1.35,4.19e-05,1.92e-08,8.78e-09,1.13e-08,-0.00734,CCC(C)(CO[*])NC(=O)COC(=O)[*],-4.377785977033705,2
9466,CC(C#N)C(=O)N(C)CC(COC(=O)*)O*,1.26,473.0,31.0,1.37,5.25e-05,2.35e-08,1.32e-08,1.06e-08,0.00614,CC(C#N)C(=O)N(C)CC(COC(=O)[*])O[*],-4.279840696594043,2
9467,CCC(CNC(=O)COCCN*)NC(=O)*,1.49,476.0,14.0,1.35,7.62e-05,1.87e-08,1.6e-08,1.57e-08,0.284,CCC(CNC(=O)COCCN[*])NC(=O)[*],-4.1180450286604,2
9468,C=CC(CCNC(=O)*)O*,1.5,388.0,26.0,1.3,4.14e-05,1.95e-08,1.02e-08,1.26e-08,-0.243,C=CC(CCNC(=O)[*])O[*],-4.382999658879101,2
9469,CC(CC(=O)NCCCO*)NC(=O)*,1.38,447.0,16.0,1.33,4.82e-05,1.6e-08,7.16e-09,8.94e-09,0.0786,CC(CC(=O)NCCCO[*])NC(=O)[*],-4.31695296176115,3
9470,CC#CC(=O)NCC(COC(=O)*)O*,1.46,444.0,31.0,1.42,4.9e-05,2e-08,1.33e-08,8.04e-09,0.407,CC#CC(=O)NCC(COC(=O)[*])O[*],-4.309803919971486,1
9471,CC(CO*)(COC(=O)*)C(=O)OCC(F)F,1.42,485.0,26.0,1.49,3.67e-05,3.2e-08,2.45e-08,1.86e-08,-0.383,CC(CO[*])(COC(=O)[*])C(=O)OCC(F)F,-4.435333935747911,3
9472,CCCC(CC)NCC(CN*)OC(=O)*,1.34,461.0,31.0,1.16,3.7e-05,2.8e-08,1.4e-08,1.36e-08,-0.122,CCCC(CC)NCC(CN[*])OC(=O)[*],-4.431798275933005,0
9473,CC(N*)C(=O)N(C)CCCNC(=O)*,1.43,446.0,17.0,1.33,3.51e-05,1.14e-08,9.48e-09,8.44e-09,0.135,CC(N[*])C(=O)N(C)CCCNC(=O)[*],-4.454692883534176,0
9474,CC(C)(CO*)NC(=O)COC(=O)*,1.37,434.0,19.0,1.39,6.66e-05,1.84e-08,1.14e-08,1.15e-08,0.359,CC(C)(CO[*])NC(=O)COC(=O)[*],-4.176525770829699,3
9475,CC(CCCNC(=O)C(C)OC(=O)*)O*,1.4,462.0,16.0,1.31,5.25e-05,1.55e-08,8.8e-09,1.44e-08,-0.0307,CC(CCCNC(=O)C(C)OC(=O)[*])O[*],-4.279840696594043,1
9476,CC(COC(=O)CCCC(C)OC(=O)*)O*,1.49,477.0,14.0,1.29,3.51e-05,3.03e-08,1.78e-08,3.8e-08,-0.0569,CC(COC(=O)CCCC(C)OC(=O)[*])O[*],-4.454692883534176,2
9477,CCCCC(CN*)NC(=O)CNC(=O)*,1.46,460.0,19.0,1.3,4.51e-05,1.39e-08,8.15e-09,7.05e-09,0.168,CCCCC(CN[*])NC(=O)CNC(=O)[*],-4.345823458122039,3
9478,CCC(C)C(=O)N(C)CC(COC(=O)*)O*,1.49,476.0,31.0,1.29,4.18e-05,2.95e-08,1.6e-08,1.67e-08,-0.182,CCC(C)C(=O)N(C)CC(COC(=O)[*])O[*],-4.3788237182249645,2
9479,CC#CCOC(=O)C(C)(CO*)COC(=O)*,1.29,473.0,26.0,1.32,1.66e-05,1.87e-08,1.7e-08,1.13e-08,-0.0237,CC#CCOC(=O)C(C)(CO[*])COC(=O)[*],-4.779891911959945,0
9480,CSCCN(C)CC(CO*)OC(=O)*,1.3,466.0,31.0,1.31,0.000127,6.16e-08,3.8e-08,4.08e-08,-0.332,CSCCN(C)CC(CO[*])OC(=O)[*],-3.896196279044043,2
9481,CCC(NC(=O)C(C)(C)OC(=O)*)C(C)O*,1.35,476.0,19.0,1.27,7.2e-05,1.99e-08,1.57e-08,1.29e-08,0.139,CCC(NC(=O)C(C)(C)OC(=O)[*])C(C)O[*],-4.142667503568732,0
9482,CCCCCNC(CO*)COC(=O)*,1.46,448.0,26.0,1.22,3.13e-05,3.23e-08,2.02e-08,2.33e-08,0.156,CCCCCNC(CO[*])COC(=O)[*],-4.504455662453552,1
9483,CCNC(C)C(=O)NCC(CN*)OC(=O)*,1.49,476.0,31.0,1.33,4.96e-05,1.92e-08,1.11e-08,8.37e-09,0.173,CCNC(C)C(=O)NCC(CN[*])OC(=O)[*],-4.304518323509803,3
9484,CC(CCOC(=O)*)NC(=O)CCN*,1.38,447.0,16.0,1.33,6.4e-05,1.7e-08,1.22e-08,9.71e-09,0.339,CC(CCOC(=O)[*])NC(=O)CCN[*],-4.1938200260161125,1
9486,CCNC(C)CNC(=O)C(CO*)NC(=O)*,1.49,476.0,31.0,1.33,4.55e-05,1.57e-08,1.05e-08,6.67e-09,0.201,CCNC(C)CNC(=O)C(CO[*])NC(=O)[*],-4.341988603342887,2
9487,CC(COC(=O)C(C)(C)OC(=O)*)O*,1.39,449.0,19.0,1.32,6.34e-05,3.11e-08,2.19e-08,1.8e-08,0.165,CC(COC(=O)C(C)(C)OC(=O)[*])O[*],-4.1979107421182675,3
9488,CC(CCNC(=O)C(OC(=O)*)C(C)C)O*,1.36,476.0,17.0,1.27,4.69e-05,1.76e-08,8.75e-09,1.2e-08,0.0167,CC(CCNC(=O)C(OC(=O)[*])C(C)C)O[*],-4.328827157284917,3
9489,COCC(C)(CO*)NCCC(C)OC(=O)*,1.49,478.0,17.0,1.23,5.93e-05,3.82e-08,2.02e-08,2.6e-08,-0.266,COCC(C)(CO[*])NCCC(C)OC(=O)[*],-4.226945306635737,0
9490,COCC(CNC(C)C(C)OC(=O)*)O*,1.43,464.0,19.0,1.24,9.2e-05,5.74e-08,3.26e-08,3.5e-08,-0.1,COCC(CNC(C)C(C)OC(=O)[*])O[*],-4.036212172654444,2
9491,O=C(O)CCCN(CCNC(=O)*)CCO*,1.34,477.0,19.0,1.36,6.03e-05,2.4e-08,1.07e-08,1.85e-08,-0.158,O=C(O)CCCN(CCNC(=O)[*])CCO[*],-4.219682687859849,3
9492,CC(OC(=O)*)C(=O)NC(CO*)CC(F)F,1.46,484.0,19.0,1.5,5.98e-05,2.78e-08,1.14e-08,1.04e-08,-0.147,CC(OC(=O)[*])C(=O)NC(CO[*])CC(F)F,-4.223298816011589,2
9493,CC(CN*)C(=O)N(C)C(C)CNC(=O)*,1.46,460.0,17.0,1.31,3.18e-05,1.04e-08,6.19e-09,5.36e-09,0.217,CC(CN[*])C(=O)N(C)C(C)CNC(=O)[*],-4.497572880015567,2
9494,CCC(CO*)NCC(OC(=O)*)C(=O)OC,1.34,478.0,19.0,1.31,3.66e-05,2.17e-08,1.39e-08,1.41e-08,0.115,CCC(CO[*])NCC(OC(=O)[*])C(=O)OC,-4.436518914605589,1
9496,COCC(CCO*)NC(C)CCOC(=O)*,1.43,478.0,16.0,1.24,0.000116,6.01e-08,2.72e-08,4.42e-08,0.0278,COCC(CCO[*])NC(C)CCOC(=O)[*],-3.9355420107730814,2
9497,CC(CN(C)C(=O)CC(C)(C)OC(=O)*)O*,1.36,476.0,17.0,1.27,1.17e-05,1.07e-08,6.12e-09,6.71e-09,-0.585,CC(CN(C)C(=O)CC(C)(C)OC(=O)[*])O[*],-4.931814138253839,0
9498,CC(CNC(=O)*)CNC(=O)C(C)(C)N*,1.46,460.0,17.0,1.29,5.95e-05,1.57e-08,1.38e-08,7.93e-09,0.229,CC(CNC(=O)[*])CNC(=O)C(C)(C)N[*],-4.22548303427145,3
9499,CCCCCC(O*)C(OC(=O)*)C(=O)O,1.32,463.0,31.0,1.32,1.04e-05,1.25e-08,1.14e-08,7.56e-09,0.235,CCCCCC(O[*])C(OC(=O)[*])C(=O)O,-4.982966660701219,1
9500,CC(CCN(C)CCN*)OC(=O)*,1.41,433.0,17.0,1.22,9.05e-05,3.85e-08,1.49e-08,2.14e-08,-0.0209,CC(CCN(C)CCN[*])OC(=O)[*],-4.043351420794797,1
9501,CC(C)N(CC(=O)O)CC(CO*)OC(=O)*,1.48,478.0,31.0,1.36,5.78e-05,3.1e-08,3.1e-08,1.84e-08,0.0957,CC(C)N(CC(=O)O)CC(CO[*])OC(=O)[*],-4.2380721615794705,3
9502,CC(C)(CCC(=O)NCCN*)NC(=O)*,1.41,460.0,16.0,1.31,9.01e-05,2.13e-08,1.92e-08,1.09e-08,0.38,CC(C)(CCC(=O)NCCN[*])NC(=O)[*],-4.045275209020937,1
9503,CC(COC(=O)*)N(C)C(=O)CC(C)(C)O*,1.36,476.0,17.0,1.28,3.03e-05,2.37e-08,1.54e-08,1.18e-08,0.00484,CC(COC(=O)[*])N(C)C(=O)CC(C)(C)O[*],-4.518557371497695,3
9504,CCC(CNC(=O)CNCCNC(=O)*)N*,1.38,475.0,14.0,1.32,6.76e-05,1.53e-08,1.27e-08,1.01e-08,0.415,CCC(CNC(=O)CNCCNC(=O)[*])N[*],-4.170053304058364,1
9505,CC(CO*)(COC(=O)*)CSCC(N)=O,1.45,480.0,26.0,1.45,0.000107,2.84e-08,1.88e-08,1.34e-08,0.183,CC(CO[*])(COC(=O)[*])CSCC(N)=O,-3.9706162223147903,1
9506,CC(CNC(=O)*)CNC(=O)CC(C)N*,1.41,460.0,16.0,1.3,4.6e-05,1.44e-08,7.05e-09,8.34e-09,0.0806,CC(CNC(=O)[*])CNC(=O)CC(C)N[*],-4.337242168318426,3
9507,CC(O*)C(=O)N(C)CC(C)(C)OC(=O)*,1.44,462.0,19.0,1.3,2.9e-05,1.66e-08,1.19e-08,8.58e-09,0.0712,CC(O[*])C(=O)N(C)CC(C)(C)OC(=O)[*],-4.5376020021010435,0
9508,CCC(NC(=O)*)C(=O)NCC(C)N*,1.41,446.0,19.0,1.33,3.59e-05,1.2e-08,5.72e-09,6.15e-09,0.341,CCC(NC(=O)[*])C(=O)NCC(C)N[*],-4.444905551421681,3
9509,CC(O*)C(NC(=O)*)C(O)=NO,1.43,421.0,31.0,1.51,3.84e-05,1.06e-08,9.28e-09,7.99e-09,0.321,CC(O[*])C(NC(=O)[*])C(O)=NO,-4.4156687756324695,0
9510,CC#CCC(COC(=O)*)NCC(C)O*,1.47,458.0,19.0,1.24,4.69e-05,4.18e-08,2.28e-08,2.86e-08,-0.367,CC#CCC(COC(=O)[*])NCC(C)O[*],-4.328827157284917,2
9511,CN(CC(=O)O)CC(COC(=O)*)O*,1.41,450.0,31.0,1.43,3.83e-05,2.17e-08,1.71e-08,1.52e-08,0.213,CN(CC(=O)O)CC(COC(=O)[*])O[*],-4.416801226031377,0
9512,CC(C)C(=O)NC(C)(CO*)COC(=O)*,1.36,462.0,26.0,1.3,4.79e-05,2.03e-08,1.43e-08,8.93e-09,0.217,CC(C)C(=O)NC(C)(CO[*])COC(=O)[*],-4.319664486585437,3
9513,CC(OC(=O)*)C(CO*)NC(=O)C(C)(C)C,1.48,476.0,26.0,1.28,4.8e-05,2.24e-08,1.44e-08,8.63e-09,-0.207,CC(OC(=O)[*])C(CO[*])NC(=O)C(C)(C)C,-4.318758762624412,0
9514,CC(CN(C)C(C)CO*)OC(=O)*,1.37,434.0,19.0,1.23,5.51e-05,3.2e-08,2.08e-08,2.84e-08,0.218,CC(CN(C)C(C)CO[*])OC(=O)[*],-4.258848401148215,2
9515,CC(CS(=O)(=O)C(C)CO*)OC(=O)*,1.39,469.0,19.0,1.44,5.32e-05,1.79e-08,9.35e-09,8.04e-09,0.0808,CC(CS(=O)(=O)C(C)CO[*])OC(=O)[*],-4.274088367704952,1
9516,CC(OC(=O)*)C(=O)NCC(F)(F)CO*,1.39,470.0,17.0,1.53,8.33e-05,2.17e-08,1.23e-08,1.11e-08,-0.00336,CC(OC(=O)[*])C(=O)NCC(F)(F)CO[*],-4.079354998593212,1
9517,CCC(CO*)NCC(CC)OC(=O)*,1.39,448.0,19.0,1.2,5.35e-05,4.11e-08,2.61e-08,3.64e-08,-0.246,CCC(CO[*])NCC(CC)OC(=O)[*],-4.2716462179787715,0
9518,CCC(COC(=O)*)NC(=O)C(C)(C)CN*,1.36,475.0,17.0,1.26,3.12e-05,1.37e-08,7.26e-09,6.75e-09,0.195,CCC(COC(=O)[*])NC(=O)C(C)(C)CN[*],-4.505845405981558,1
9519,CC(CNCCCCCCO*)OC(=O)*,1.45,462.0,13.0,1.19,6.31e-05,4.35e-08,2.8e-08,4.39e-08,0.283,CC(CNCCCCCCO[*])OC(=O)[*],-4.199970640755866,1
9521,CCC(CNC(=O)CC(CC)OC(=O)*)O*,1.36,476.0,17.0,1.28,6.51e-05,2.38e-08,2.03e-08,1.14e-08,0.536,CCC(CNC(=O)CC(CC)OC(=O)[*])O[*],-4.186419011431808,3
9522,CCC(C)C(=O)NCC(CN*)OC(=O)*,1.34,461.0,31.0,1.29,2.3e-05,1.17e-08,4.79e-09,4.37e-09,0.0497,CCC(C)C(=O)NCC(CN[*])OC(=O)[*],-4.638272163982407,2
9523,CC(CNC(=O)C(C)CNC(=O)*)N*,1.43,446.0,17.0,1.33,4.16e-05,1.24e-08,5.93e-09,6.6e-09,0.0507,CC(CNC(=O)C(C)CNC(=O)[*])N[*],-4.380906669373258,3
9524,CC(CC(C)(C)CNC(=O)CO*)OC(=O)*,1.44,476.0,16.0,1.29,4.39e-05,1.4e-08,1.05e-08,1.26e-08,0.269,CC(CC(C)(C)CNC(=O)CO[*])OC(=O)[*],-4.357535479757878,0
9525,CC(C)(CC#N)CNC(=O)C(CNC(=O)*)O*,1.43,486.0,31.0,1.33,3.56e-05,9.7e-09,1.05e-08,6.72e-09,0.38,CC(C)(CC#N)CNC(=O)C(CNC(=O)[*])O[*],-4.448550002027125,3
9526,CN(C)CC(=O)NC(C)(CO*)COC(=O)*,1.47,477.0,26.0,1.32,8.43e-05,2.96e-08,1.67e-08,1.56e-08,0.188,CN(C)CC(=O)NC(C)(CO[*])COC(=O)[*],-4.074172425375258,0
9527,CC(CNC(=O)C(C)C(C)NC(=O)*)N*,1.46,460.0,17.0,1.3,3.08e-05,1.02e-08,7.54e-09,6.3e-09,0.182,CC(CNC(=O)C(C)C(C)NC(=O)[*])N[*],-4.511449283499556,0
9529,CC=CC=CC(=O)NC(CO*)C(C)OC(=O)*,1.42,486.0,26.0,1.31,3.7e-05,1.44e-08,1.36e-08,6.33e-09,0.423,CC=CC=CC(=O)NC(CO[*])C(C)OC(=O)[*],-4.431798275933005,1
9530,CC(Cl)(CO*)COC(=O)*,1.41,411.0,26.0,1.48,5.5e-05,2.91e-08,2.13e-08,1.54e-08,0.0207,CC(Cl)(CO[*])COC(=O)[*],-4.259637310505756,1
9531,C=CCNC(=O)CNC(CO*)COC(=O)*,1.49,475.0,26.0,1.37,6.44e-05,1.99e-08,1.36e-08,1.51e-08,0.368,C=CCNC(=O)CNC(CO[*])COC(=O)[*],-4.1911141326401875,0
9532,COCC(C)NC(CN*)CNC(=O)*,1.46,448.0,26.0,1.29,7.29e-05,1.65e-08,1.39e-08,1.43e-08,0.373,COCC(C)NC(CN[*])CNC(=O)[*],-4.137272471682025,2
9533,CCC(C)NCC(CC(C)(C)OC(=O)*)O*,1.48,476.0,26.0,1.19,2.07e-05,2.49e-08,1.38e-08,1.34e-08,-0.594,CCC(C)NCC(CC(C)(C)OC(=O)[*])O[*],-4.684029654543083,3
9534,CC(NC(=O)*)C(C)C(=O)NCCN*,1.43,446.0,17.0,1.34,5.11e-05,1.49e-08,9.21e-09,7.04e-09,0.087,CC(NC(=O)[*])C(C)C(=O)NCCN[*],-4.291579099865287,3
9536,C=CC(CNC(COC(=O)*)C(F)(F)F)O*,1.45,486.0,19.0,1.46,5.66e-05,3.2e-08,1.26e-08,1.26e-08,-0.217,C=CC(CNC(COC(=O)[*])C(F)(F)F)O[*],-4.247183568811729,1
9537,CC(C)C(OC(=O)*)C(=O)NC(C)(C)CO*,1.35,476.0,19.0,1.27,3.22e-05,1.9e-08,7.76e-09,6.49e-09,-0.315,CC(C)C(OC(=O)[*])C(=O)NC(C)(C)CO[*],-4.492144128304169,2
9538,C#CC(CO*)NC(=O)*,1.44,372.0,31.0,1.41,6.1e-05,2.24e-08,1.53e-08,7.82e-09,0.131,C#CC(CO[*])NC(=O)[*],-4.214670164989233,0
9539,CN(CC(C)(C)CN*)C(=O)CCNC(=O)*,1.45,474.0,16.0,1.28,2.57e-05,9.21e-09,7.31e-09,6.95e-09,0.356,CN(CC(C)(C)CN[*])C(=O)CCNC(=O)[*],-4.590066876668706,2
9540,CC(CN(CCCF)CCOC(=O)*)O*,1.41,466.0,19.0,1.31,7.24e-05,5.61e-08,2.11e-08,2.73e-08,-0.344,CC(CN(CCCF)CCOC(=O)[*])O[*],-4.140261433802853,3
9541,CNCC(C)CNC(=O)C(COC(=O)*)N*,1.49,476.0,31.0,1.32,7.64e-05,1.99e-08,2.04e-08,1.1e-08,0.323,CNCC(C)CNC(=O)C(COC(=O)[*])N[*],-4.11690664142431,2
9542,CC(CO*)(COC(=O)*)NC(=O)C(C)(C)C,1.48,476.0,26.0,1.27,6.46e-05,3.45e-08,1.31e-08,1.41e-08,0.0103,CC(CO[*])(COC(=O)[*])NC(=O)C(C)(C)C,-4.189767482004916,3
9543,CCC(C#CC#CC=CCO*)OC(=O)*,1.43,451.0,14.0,1.28,3.3e-05,2.21e-08,1.34e-08,1.61e-08,0.017,CCC(C#CC#CC=CCO[*])OC(=O)[*],-4.481486060122113,2
9544,CC(C)CN(C)C(=O)CC(CNC(=O)*)O*,1.5,475.0,31.0,1.27,1.76e-05,1.18e-08,8.78e-09,7.03e-09,-0.0148,CC(C)CN(C)C(=O)CC(CNC(=O)[*])O[*],-4.7544873321858505,1
9545,CSC=CC(=O)NC(CO*)COC(=O)*,1.47,478.0,26.0,1.47,6.44e-05,2.44e-08,1.81e-08,1.21e-08,0.192,CSC=CC(=O)NC(CO[*])COC(=O)[*],-4.1911141326401875,0
9546,CC=CCC(CO*)NC(=O)C(C)OC(=O)*,1.36,474.0,19.0,1.3,3.47e-05,2.07e-08,6.48e-09,8.71e-09,-0.185,CC=CCC(CO[*])NC(=O)C(C)OC(=O)[*],-4.459670525209126,1
