Trajectory ID,SMILES,Molality,Monomer Molecular Weight,Degree of Polymerization,Density,CONDUCTIVITY,TFSI Diffusivity,Li Diffusivity,Poly Diffusivity,Transference Number,PSMILES,log10_cond,fold
14335,C=CCN(CCOC)CC(COC(=O)*)O*,1.49,476.0,31.0,1.28,0.000175,5.84e-08,2.95e-08,3.13e-08,0.0921,C=CCN(CCOC)CC(COC(=O)[*])O[*],-3.7569619513137056,0
14336,C=C(C)CN(C)CC(CO*)OC(=O)*,1.44,446.0,31.0,1.25,9.36e-05,7.35e-08,3.27e-08,2.81e-08,-0.309,C=C(C)CN(C)CC(CO[*])OC(=O)[*],-4.028724151261895,3
14337,CC(C)(CN(CCO*)CC(F)F)NC(=O)*,1.47,483.0,19.0,1.36,8.67e-05,5.13e-08,1.78e-08,2.29e-08,-0.337,CC(C)(CN(CCO[*])CC(F)F)NC(=O)[*],-4.06198090252379,2
14338,CC(CCOC(=O)*)NCC(C)(C)CO*,1.4,462.0,16.0,1.19,4.91e-05,3.79e-08,1.7e-08,2.25e-08,-0.288,CC(CCOC(=O)[*])NCC(C)(C)CO[*],-4.308918507877031,1
14339,CC(NC(=O)*)C(C)NC(=O)CN*,1.38,432.0,19.0,1.36,4.17e-05,9.4e-09,7.65e-09,5.43e-09,0.377,CC(NC(=O)[*])C(C)NC(=O)CN[*],-4.379863945026242,2
14340,C=C(Cl)CN(CCN*)CCOC(=O)*,1.42,465.0,19.0,1.38,9.95e-05,4.05e-08,2.69e-08,3.16e-08,0.039,C=C(Cl)CN(CCN[*])CCOC(=O)[*],-4.002176919254275,3
14341,CC(C)CCNC(=O)C(COC(=O)*)N*,1.34,461.0,31.0,1.28,5.43e-05,2.37e-08,1.34e-08,6.05e-09,0.125,CC(C)CCNC(=O)C(COC(=O)[*])N[*],-4.265200170411153,1
14342,CSCCC(C)NC(CO*)COC(=O)*,1.45,480.0,26.0,1.3,3.55e-05,3.49e-08,2.17e-08,3.24e-08,-0.243,CSCCC(C)NC(CO[*])COC(=O)[*],-4.449771646944906,2
14343,CN(CCCCCCCO*)CCOC(=O)*,1.47,476.0,12.0,1.18,0.000127,5.79e-08,3.59e-08,5.49e-08,0.231,CN(CCCCCCCO[*])CCOC(=O)[*],-3.896196279044043,3
14344,CC(CN(C)CCC(N*)C(C)C)OC(=O)*,1.36,475.0,17.0,1.15,5.68e-05,3.48e-08,2.12e-08,1.93e-08,-0.126,CC(CN(C)CCC(N[*])C(C)C)OC(=O)[*],-4.245651664288981,3
14345,C=CC(COC(=O)*)O*,1.4,375.0,31.0,1.36,5.08e-05,2.82e-08,1.39e-08,1.88e-08,-0.0741,C=CC(COC(=O)[*])O[*],-4.294136287716081,2
14346,CC(C)CC(CCO*)CNC(=O)*,1.46,432.0,22.0,1.17,4.33e-05,4.63e-08,3.1e-08,1.95e-08,-0.422,CC(C)CC(CCO[*])CNC(=O)[*],-4.363512103646634,1
14347,C=CC(COC(=O)*)NCCOCCO*,1.46,462.0,14.0,1.28,0.000179,4.97e-08,2.33e-08,3.93e-08,0.145,C=CC(COC(=O)[*])NCCOCCO[*],-3.7471469690201067,1
14348,C=CCC(C)NC(=O)C(N*)C(C)OC(=O)*,1.26,473.0,31.0,1.27,4.76e-05,2.95e-08,1.88e-08,8.28e-09,0.00475,C=CCC(C)NC(=O)C(N[*])C(C)OC(=O)[*],-4.3223930472795065,0
14349,CCC(CO*)(COC(=O)*)NC(C)COC,1.47,478.0,26.0,1.25,3.81e-05,2.78e-08,1.47e-08,1.78e-08,-0.123,CCC(CO[*])(COC(=O)[*])NC(C)COC,-4.419075024324381,3
14350,CCCCN(CCCO*)CC(C)NC(=O)*,1.36,475.0,17.0,1.16,5.6e-05,3.37e-08,1.87e-08,1.92e-08,-0.0451,CCCCN(CCCO[*])CC(C)NC(=O)[*],-4.251811972993799,3
14351,CC(CN(C)CCOCCO*)OC(=O)*,1.45,464.0,14.0,1.25,0.000191,4.9e-08,3.15e-08,4.42e-08,0.329,CC(CN(C)CCOCCO[*])OC(=O)[*],-3.7189666327522723,1
14352,C#CCOCCN(C)CC(COC(=O)*)O*,1.26,474.0,31.0,1.28,0.000134,5.19e-08,3.53e-08,3.73e-08,0.321,C#CCOCCN(C)CC(COC(=O)[*])O[*],-3.8728952016351923,1
14353,CC(CCOC(=O)*)NC(C)C(C)(C)CO*,1.44,476.0,16.0,1.19,2.98e-05,2.39e-08,1.79e-08,1.86e-08,0.0641,CC(CCOC(=O)[*])NC(C)C(C)(C)CO[*],-4.525783735923745,2
14354,CCC(CNC(COC(=O)*)CC(F)F)O*,1.46,484.0,19.0,1.35,4.53e-05,4.34e-08,1.71e-08,1.63e-08,-1.08,CCC(CNC(COC(=O)[*])CC(F)F)O[*],-4.343901797987168,2
14355,CC(C)(OC(=O)*)C(=O)OCCOCCO*,1.47,479.0,14.0,1.33,0.000119,3.61e-08,2.25e-08,2.16e-08,0.106,CC(C)(OC(=O)[*])C(=O)OCCOCCO[*],-3.9244530386074694,2
14356,CCC(NCC(C)OC(=O)*)C(C)(C)O*,1.44,462.0,19.0,1.2,3.28e-05,2.74e-08,1.88e-08,1.45e-08,0.0701,CCC(NCC(C)OC(=O)[*])C(C)(C)O[*],-4.484126156288321,2
14357,CCC(C)(O*)C(=O)OCCCOC(=O)*,1.44,463.0,17.0,1.31,5.51e-05,2.62e-08,1.72e-08,2.13e-08,0.143,CCC(C)(O[*])C(=O)OCCCOC(=O)[*],-4.258848401148215,0
14358,CC(C)C(CNC(=O)*)CN(C)C(C)CN*,1.37,474.0,17.0,1.17,4.26e-05,1.91e-08,9.29e-09,9.08e-09,-0.18,CC(C)C(CNC(=O)[*])CN(C)C(C)CN[*],-4.370590400897281,0
14359,CCCN(CCOCCO*)CCOC(=O)*,1.48,478.0,14.0,1.24,0.000176,6.67e-08,4.33e-08,5.47e-08,0.365,CCCN(CCOCCO[*])CCOC(=O)[*],-3.75448733218585,0
14360,CC(CCOC(=O)*)NCCOCCO*,1.44,464.0,13.0,1.25,0.00026,8.47e-08,5.48e-08,6.75e-08,0.269,CC(CCOC(=O)[*])NCCOCCO[*],-3.5850266520291822,0
14361,CSCCCN(CCO*)CCOC(=O)*,1.49,480.0,19.0,1.32,8.98e-05,5.5e-08,2.42e-08,3.94e-08,-0.174,CSCCCN(CCO[*])CCOC(=O)[*],-4.0467236633326955,0
14362,CC(C)CC(CO*)NC(=O)C(C)NC(=O)*,1.35,475.0,19.0,1.26,3.79e-05,1.87e-08,1.38e-08,8.59e-09,0.434,CC(C)CC(CO[*])NC(=O)C(C)NC(=O)[*],-4.421360790031928,0
14363,COCCNC(CO*)COC(=O)*,1.36,436.0,26.0,1.32,9.67e-05,3.76e-08,1.98e-08,2.81e-08,0.194,COCCNC(CO[*])COC(=O)[*],-4.014573525916998,2
14364,CC(C)(CNCCOCCO*)OC(=O)*,1.45,464.0,14.0,1.25,0.000115,4.37e-08,3.26e-08,3.62e-08,0.343,CC(C)(CNCCOCCO[*])OC(=O)[*],-3.939302159646388,0
14365,O=CC(O*)C(C=O)OC(=O)*,1.39,405.0,31.0,1.62,3.82e-05,1.26e-08,1.03e-08,1.02e-08,0.275,O=CC(O[*])C(C=O)OC(=O)[*],-4.4179366370882915,2
14366,CC(CCOC(=O)*)NC(CO*)C(C)C,1.45,462.0,17.0,1.2,3.48e-05,2.42e-08,1.27e-08,2.38e-08,-0.39,CC(CCOC(=O)[*])NC(CO[*])C(C)C,-4.458420756053419,3
14367,CC(CCNC(=O)C(C)O*)OC(=O)*,1.42,448.0,17.0,1.34,6.25e-05,2.14e-08,1.25e-08,1.08e-08,0.046,CC(CCNC(=O)C(C)O[*])OC(=O)[*],-4.204119982655925,0
14368,CC(NC(=O)*)C(=O)NC(CO*)CC(F)F,1.47,483.0,19.0,1.49,4.78e-05,1.59e-08,1.39e-08,7.84e-09,0.171,CC(NC(=O)[*])C(=O)NC(CO[*])CC(F)F,-4.320572103387881,0
14369,CC(NC(=O)*)C(=O)N(CCO*)CC(F)F,1.47,483.0,19.0,1.5,5.38e-05,2.34e-08,1.18e-08,9.45e-09,0.0801,CC(NC(=O)[*])C(=O)N(CCO[*])CC(F)F,-4.269217724333611,2
14370,C=C(C)C(=O)OCC(COC(=O)*)O*,1.44,447.0,31.0,1.38,4.84e-05,4.15e-08,2.26e-08,2.42e-08,0.0118,C=C(C)C(=O)OCC(COC(=O)[*])O[*],-4.315154638355588,2
14371,CC(CCCN(CCO*)C(C)C)OC(=O)*,1.44,476.0,16.0,1.18,4.15e-05,2.81e-08,1.94e-08,2.97e-08,0.0978,CC(CCCN(CCO[*])C(C)C)OC(=O)[*],-4.3819519032879075,1
14372,C=CC(OC(=O)*)C(=O)NCC(CCC)O*,1.36,474.0,19.0,1.29,9.08e-05,3.3e-08,1.73e-08,1.69e-08,0.321,C=CC(OC(=O)[*])C(=O)NCC(CCC)O[*],-4.041914151478915,3
14373,CC(CCOC(=O)C(C)(C)O*)OC(=O)*,1.44,463.0,17.0,1.29,7.17e-05,3.07e-08,1.96e-08,1.99e-08,0.0548,CC(CCOC(=O)C(C)(C)O[*])OC(=O)[*],-4.1444808443322,0
14374,CC(F)(F)CNCC(COC(=O)*)O*,1.37,456.0,31.0,1.4,5.4e-05,3.78e-08,1.51e-08,1.16e-08,-0.245,CC(F)(F)CNCC(COC(=O)[*])O[*],-4.267606240177032,2
14375,CN(CCCO*)C(=O)C(C)(C)COC(=O)*,1.44,476.0,16.0,1.3,4.17e-05,1.73e-08,1.61e-08,1.26e-08,0.202,CN(CCCO[*])C(=O)C(C)(C)COC(=O)[*],-4.379863945026242,0
14376,N#CCN(CCOCCO*)CCOC(=O)*,1.38,475.0,14.0,1.33,0.000205,5.12e-08,3.24e-08,5.08e-08,0.302,N#CCN(CCOCCO[*])CCOC(=O)[*],-3.688246138944246,2
14377,CCCC(CC(=O)NCCOC(=O)*)O*,1.45,462.0,17.0,1.33,7.61e-05,2.88e-08,1.09e-08,1.27e-08,0.00541,CCCC(CC(=O)NCCOC(=O)[*])O[*],-4.118615343229427,1
14378,CCCC(CC(=O)OCCOC(=O)*)O*,1.44,463.0,17.0,1.32,5.57e-05,5.89e-08,1.83e-08,3.33e-08,-0.44,CCCC(CC(=O)OCCOC(=O)[*])O[*],-4.2541448048262716,3
14379,CC(O*)C(=O)OCCCNC(=O)*,1.4,434.0,17.0,1.35,5.5e-05,1.63e-08,1.84e-08,1.77e-08,0.401,CC(O[*])C(=O)OCCCNC(=O)[*],-4.259637310505756,2
14380,CN(CC#N)CC(OC(=O)*)C(C)(C)O*,1.35,459.0,31.0,1.29,5.42e-05,2.33e-08,1.01e-08,1.04e-08,0.107,CN(CC#N)CC(OC(=O)[*])C(C)(C)O[*],-4.266000713461613,2
14381,C#CCN(CC#N)CC(OC(=O)*)C(C)O*,1.29,469.0,31.0,1.31,5.17e-05,2.66e-08,1.06e-08,1.23e-08,0.174,C#CCN(CC#N)CC(OC(=O)[*])C(C)O[*],-4.286509456906058,2
14382,CN(CCCCCN*)CCOC(=O)*,1.46,447.0,14.0,1.21,6.33e-05,2.26e-08,1.43e-08,2.87e-08,0.261,CN(CCCCCN[*])CCOC(=O)[*],-4.198596289982645,0
14383,CC(C)(N*)C(=O)NCCCCNC(=O)*,1.41,460.0,16.0,1.31,8.51e-05,1.52e-08,2.34e-08,1.07e-08,0.468,CC(C)(N[*])C(=O)NCCCCNC(=O)[*],-4.070070439915412,3
14384,COCC(CN(C)CCCO*)OC(=O)*,1.43,464.0,17.0,1.26,0.000149,5.93e-08,2.41e-08,3.81e-08,0.0603,COCC(CN(C)CCCO[*])OC(=O)[*],-3.826813731587726,2
14385,CC(CC(=O)NC(C)CCO*)NC(=O)*,1.41,461.0,16.0,1.3,4.2e-05,1.66e-08,1.15e-08,9.72e-09,0.259,CC(CC(=O)NC(C)CCO[*])NC(=O)[*],-4.376750709602099,3
14386,CCSCCN(CCN*)CCOC(=O)*,1.5,479.0,19.0,1.29,0.000125,5.32e-08,2.95e-08,4.58e-08,0.0489,CCSCCN(CCN[*])CCOC(=O)[*],-3.9030899869919438,3
14387,C=CCCC(CNCCOC(=O)*)O*,1.41,446.0,19.0,1.24,6.96e-05,4.52e-08,1.86e-08,2.75e-08,-0.323,C=CCCC(CNCCOC(=O)[*])O[*],-4.157390760389438,3
14388,COCCN(CCCOC(=O)*)CCO*,1.43,464.0,17.0,1.27,0.000177,5.86e-08,2.45e-08,4.27e-08,0.224,COCCN(CCCOC(=O)[*])CCO[*],-3.7520267336381936,1
14389,CC(O*)C(C)N(C)CC(C)(C)NC(=O)*,1.45,461.0,19.0,1.19,1.59e-05,1.17e-08,6.75e-09,7.57e-09,0.00627,CC(O[*])C(C)N(C)CC(C)(C)NC(=O)[*],-4.798602875679548,3
14390,CCCOCCNCC(COC(=O)*)O*,1.32,464.0,31.0,1.23,7.31e-05,3.68e-08,2.4e-08,3.44e-08,0.185,CCCOCCNCC(COC(=O)[*])O[*],-4.13608262304214,2
14391,CSCCN(CCO*)CCOC(=O)*,1.41,466.0,19.0,1.34,0.000159,6.58e-08,3.04e-08,4.14e-08,-0.0853,CSCCN(CCO[*])CCOC(=O)[*],-3.7986028756795487,3
14392,CC(CCNC(C)CC(C)NC(=O)*)N*,1.41,460.0,16.0,1.19,7.08e-05,1.91e-08,1.97e-08,1.03e-08,0.409,CC(CCNC(C)CC(C)NC(=O)[*])N[*],-4.149966742310231,2
14393,CC(C)C(CNCC(C)(C)COC(=O)*)O*,1.36,476.0,17.0,1.16,2.75e-05,2.74e-08,1.55e-08,1.43e-08,-0.785,CC(C)C(CNCC(C)(C)COC(=O)[*])O[*],-4.560667306169737,1
14394,CCCCCN(CCCNC(=O)*)CCO*,1.36,475.0,17.0,1.16,6.4e-05,4.18e-08,1.56e-08,2.23e-08,-0.0753,CCCCCN(CCCNC(=O)[*])CCO[*],-4.1938200260161125,2
14395,CC(=O)C=C(C)NC(=O)C(CCN*)NC(=O)*,1.42,486.0,26.0,1.41,5.27e-05,1.21e-08,8.87e-09,7.38e-09,0.318,CC(=O)C=C(C)NC(=O)C(CCN[*])NC(=O)[*],-4.278189384787454,1
14396,CC(C)C#CC(=O)NC(C)(CO*)COC(=O)*,1.42,486.0,26.0,1.3,4.1e-05,1.81e-08,7.97e-09,8.23e-09,0.0545,CC(C)C#CC(=O)NC(C)(CO[*])COC(=O)[*],-4.3872161432802645,1
14397,CSCC(CNCCC(C)OC(=O)*)O*,1.48,480.0,17.0,1.29,9.04e-05,5.04e-08,1.61e-08,2.66e-08,-0.285,CSCC(CNCCC(C)OC(=O)[*])O[*],-4.043831569524636,0
14398,C=CCOCC(CNCCCOC(=O)*)O*,1.36,476.0,17.0,1.24,0.000132,5.47e-08,3.18e-08,4.18e-08,0.26,C=CCOCC(CNCCCOC(=O)[*])O[*],-3.87942606879415,1
14399,CCN(CC(C)COC(=O)*)C(C)CO*,1.45,462.0,17.0,1.2,3.88e-05,4.19e-08,1.82e-08,2.62e-08,-0.874,CCN(CC(C)COC(=O)[*])C(C)CO[*],-4.411168274405793,0
14400,CN(CCCCN*)CCCCOC(=O)*,1.46,461.0,13.0,1.19,7e-05,3.16e-08,2.5e-08,3.44e-08,0.275,CN(CCCCN[*])CCCCOC(=O)[*],-4.154901959985743,0
14401,CCC(COC(=O)*)C(=O)NCC(CF)O*,1.48,480.0,17.0,1.39,3.58e-05,1.15e-08,1.01e-08,7.92e-09,0.251,CCC(COC(=O)[*])C(=O)NCC(CF)O[*],-4.446116973356125,3
14402,CCCC(CN(C)C(C)CCO*)OC(=O)*,1.36,476.0,17.0,1.17,5.27e-05,4.39e-08,2.52e-08,3.34e-08,0.0323,CCCC(CN(C)C(C)CCO[*])OC(=O)[*],-4.278189384787454,3
14403,COCCCN(CCO*)CCOC(=O)*,1.43,464.0,19.0,1.28,0.000133,5e-08,1.96e-08,3.82e-08,0.111,COCCCN(CCO[*])CCOC(=O)[*],-3.876148359032914,1
14404,CCCC(O*)C(=O)NCC(CC)OC(=O)*,1.35,476.0,19.0,1.27,3.81e-05,2.02e-08,1.01e-08,9.93e-09,0.316,CCCC(O[*])C(=O)NCC(CC)OC(=O)[*],-4.419075024324381,2
14405,C=CCN(C)CC(OC(=O)*)C(C)O*,1.44,446.0,31.0,1.24,5.39e-05,3.95e-08,2.64e-08,2.33e-08,-0.197,C=CCN(C)CC(OC(=O)[*])C(C)O[*],-4.268411234813262,2
14406,CCC(COC(=O)*)NCC(COC)O*,1.43,464.0,19.0,1.25,5.09e-05,2.84e-08,1.73e-08,2.26e-08,0.198,CCC(COC(=O)[*])NCC(COC)O[*],-4.293282217663242,3
14407,CN(CCO*)CC(C)(C)NC(=O)*,1.38,433.0,19.0,1.22,7.99e-05,2.66e-08,2.08e-08,1.73e-08,0.141,CN(CCO[*])CC(C)(C)NC(=O)[*],-4.097453220686009,3
14408,CC(CO*)(COC(=O)*)NC(=O)C(F)F,1.31,470.0,26.0,1.54,6.72e-05,2.27e-08,1.04e-08,1.07e-08,0.0754,CC(CO[*])(COC(=O)[*])NC(=O)C(F)F,-4.172630726946175,3
14409,CC(C)C(COC(=O)*)NCCOCCO*,1.48,478.0,14.0,1.24,0.000152,5.15e-08,3.25e-08,4.2e-08,0.0267,CC(C)C(COC(=O)[*])NCCOCCO[*],-3.8181564120552274,2
14410,CN(CCO*)C(COC(=O)*)CC(C)(C)C,1.35,476.0,19.0,1.17,3.27e-05,2.85e-08,1.4e-08,1.68e-08,-0.518,CN(CCO[*])C(COC(=O)[*])CC(C)(C)C,-4.485452247339714,3
14411,CC(C)(O*)C(=O)OCCCOC(=O)*,1.41,449.0,17.0,1.33,5.49e-05,2.2e-08,1.57e-08,2.3e-08,0.135,CC(C)(O[*])C(=O)OCCCOC(=O)[*],-4.260427655549908,2
14412,C#CCN(CCOCCO*)CCOC(=O)*,1.38,474.0,14.0,1.29,0.000191,4.89e-08,3.94e-08,5.41e-08,0.404,C#CCN(CCOCCO[*])CCOC(=O)[*],-3.7189666327522723,2
14413,CC(C)(CNCCCO*)OC(=O)*,1.4,434.0,17.0,1.23,6.31e-05,3.36e-08,2.38e-08,2.51e-08,0.065,CC(C)(CNCCCO[*])OC(=O)[*],-4.199970640755866,2
14414,CCC(COC(=O)*)NCCO*,1.49,420.0,19.0,1.28,6.71e-05,2.68e-08,1.84e-08,2.48e-08,0.243,CCC(COC(=O)[*])NCCO[*],-4.1732774798310075,1
14415,COCCCN(CCOC(=O)*)CC(C)O*,1.34,478.0,19.0,1.24,0.000121,5.5e-08,2.31e-08,2.85e-08,-0.21,COCCCN(CCOC(=O)[*])CC(C)O[*],-3.9172146296835497,0
14416,C=CC(COC(=O)*)NCC(COC)O*,1.44,462.0,19.0,1.28,0.00013,5.3e-08,2.88e-08,2.43e-08,0.106,C=CC(COC(=O)[*])NCC(COC)O[*],-3.886056647693163,0
14417,CN(C)CCCN(C)CC(COC(=O)*)O*,1.48,477.0,31.0,1.22,0.000162,6.74e-08,2.43e-08,2.74e-08,0.195,CN(C)CCCN(C)CC(COC(=O)[*])O[*],-3.7904849854573692,1
14418,CC(CNC(C)(CNC(=O)*)C(C)C)N*,1.46,460.0,19.0,1.2,5.01e-05,1.43e-08,1.86e-08,8.1e-09,0.358,CC(CNC(C)(CNC(=O)[*])C(C)C)N[*],-4.300162274132754,1
14419,C=CC(CNCCCCO*)OC(=O)*,1.39,446.0,16.0,1.23,0.000116,5.42e-08,3.46e-08,4.58e-08,0.295,C=CC(CNCCCCO[*])OC(=O)[*],-3.9355420107730814,1
14420,CC(C)C(CO*)NC(=O)COC(=O)*,1.39,448.0,19.0,1.35,6.94e-05,2.7e-08,1e-08,9.53e-09,-0.0818,CC(C)C(CO[*])NC(=O)COC(=O)[*],-4.158640529545145,0
14421,CC(CNCC(F)(F)COC(=O)*)O*,1.49,456.0,17.0,1.41,5.8e-05,2.8e-08,2.12e-08,2.32e-08,-0.117,CC(CNCC(F)(F)COC(=O)[*])O[*],-4.236572006437063,1
14422,CC(OC(=O)*)C(NC(=O)CN*)C(=O)O,1.44,463.0,19.0,1.5,2.64e-05,9.64e-09,6.98e-09,4.29e-09,0.205,CC(OC(=O)[*])C(NC(=O)CN[*])C(=O)O,-4.578396073130169,2
14423,CC(CC(=O)NCC(C)(C)NC(=O)*)N*,1.46,460.0,17.0,1.3,5.32e-05,1.07e-08,1.15e-08,7.24e-09,0.344,CC(CC(=O)NCC(C)(C)NC(=O)[*])N[*],-4.274088367704952,0
14424,CC#CCN(CCO*)CCOC(=O)*,1.42,444.0,19.0,1.28,8.04e-05,3.93e-08,1.58e-08,2.5e-08,0.0552,CC#CCN(CCO[*])CCOC(=O)[*],-4.094743951251549,2
14425,CN(CCOCCN*)CC(C)(C)OC(=O)*,1.49,477.0,14.0,1.23,0.000134,3.46e-08,1.7e-08,2.37e-08,0.253,CN(CCOCCN[*])CC(C)(C)OC(=O)[*],-3.8728952016351923,0
14426,CCN(CCOC(=O)*)C(=O)C(C)(C)O*,1.44,462.0,19.0,1.31,2.5e-05,1.22e-08,1e-08,9.73e-09,0.303,CCN(CCOC(=O)[*])C(=O)C(C)(C)O[*],-4.6020599913279625,1
14427,CC(C)CC(C#N)NCC(COC(=O)*)O*,1.26,473.0,31.0,1.25,3.29e-05,2.99e-08,1.52e-08,1.43e-08,0.246,CC(C)CC(C#N)NCC(COC(=O)[*])O[*],-4.482804102050026,3
14428,CN(C)CCCCNCC(COC(=O)*)O*,1.48,477.0,31.0,1.22,0.000119,5.34e-08,3.01e-08,2.76e-08,0.154,CN(C)CCCCNCC(COC(=O)[*])O[*],-3.9244530386074694,2
14429,CC(N*)C(=O)NCCCCCOC(=O)*,1.47,461.0,14.0,1.3,8.58e-05,2.34e-08,1.99e-08,1.36e-08,0.363,CC(N[*])C(=O)NCCCCCOC(=O)[*],-4.066512712151295,1
14430,C#CCC(CO*)NC(=O)CC(C)(C)OC(=O)*,1.44,486.0,17.0,1.33,3.79e-05,2.12e-08,8.99e-09,9.57e-09,-0.45,C#CCC(CO[*])NC(=O)CC(C)(C)OC(=O)[*],-4.421360790031928,2
14431,CC(N*)C(=O)NCC(F)(F)CNC(=O)*,1.41,468.0,17.0,1.53,4.57e-05,1.06e-08,6.81e-09,7.51e-09,0.193,CC(N[*])C(=O)NCC(F)(F)CNC(=O)[*],-4.34008379993015,2
14432,CCCNC(=O)NCC(COC(=O)*)O*,1.32,463.0,31.0,1.37,9.33e-05,3.13e-08,1.5e-08,1.12e-08,0.242,CCCNC(=O)NCC(COC(=O)[*])O[*],-4.0301183562535,1
14433,CC(CNCCCN(C)CCO*)OC(=O)*,1.47,477.0,13.0,1.21,0.00016,7.46e-08,2.87e-08,4.92e-08,0.139,CC(CNCCCN(C)CCO[*])OC(=O)[*],-3.795880017344075,2
14434,C=CC(C)(CNCCOCCO*)OC(=O)*,1.49,476.0,14.0,1.27,0.000104,3.41e-08,1.7e-08,2.02e-08,0.31,C=CC(C)(CNCCOCCO[*])OC(=O)[*],-3.9829666607012197,3
14435,CN(CCCCCCNC(=O)*)CCCO*,1.48,475.0,12.0,1.18,0.000119,4.71e-08,2.83e-08,3.87e-08,0.241,CN(CCCCCCNC(=O)[*])CCCO[*],-3.9244530386074694,3
14436,CC(C)CNC(=O)C(CO*)NC(=O)*,1.44,447.0,31.0,1.31,3.69e-05,1.64e-08,8.8e-09,8.81e-09,0.0761,CC(C)CNC(=O)C(CO[*])NC(=O)[*],-4.432973633840939,0
14437,CC(CNC(=O)CC(C)NC(=O)*)N*,1.43,446.0,17.0,1.33,5.32e-05,1.36e-08,9.43e-09,6.05e-09,0.271,CC(CNC(=O)CC(C)NC(=O)[*])N[*],-4.274088367704952,1
14438,C=C(Cl)CNC(CN*)CNC(=O)*,1.44,450.0,26.0,1.44,9.67e-05,2.62e-08,1.99e-08,1.12e-08,-0.044,C=C(Cl)CNC(CN[*])CNC(=O)[*],-4.014573525916998,2
14439,CC(NCCCOCCO*)C(C)OC(=O)*,1.46,478.0,13.0,1.23,9.87e-05,3.38e-08,3.12e-08,3.87e-08,0.419,CC(NCCCOCCO[*])C(C)OC(=O)[*],-4.005682847330363,2
14440,C#CCN(CCO*)CCOC(=O)*,1.4,430.0,19.0,1.32,8.06e-05,3.46e-08,2.4e-08,2.75e-08,0.161,C#CCN(CCO[*])CCOC(=O)[*],-4.09366495819491,3
14441,CCN(CC(C)(C)OC(=O)*)C(=O)C(C)O*,1.35,476.0,19.0,1.27,3.38e-05,1.41e-08,1.28e-08,8.61e-09,0.209,CCN(CC(C)(C)OC(=O)[*])C(=O)C(C)O[*],-4.471083299722345,2
14442,CN(CCCCOC(=O)*)CCO*,1.49,434.0,16.0,1.25,0.000143,4.73e-08,3.44e-08,5.82e-08,0.256,CN(CCCCOC(=O)[*])CCO[*],-3.844663962534938,3
14443,CC(OC(=O)*)C(CN(C)C(C)C(=O)O)O*,1.48,478.0,31.0,1.36,3.19e-05,1.97e-08,1.95e-08,1.16e-08,-0.324,CC(OC(=O)[*])C(CN(C)C(C)C(=O)O)O[*],-4.496209316942819,0
14444,C=CCOCCN(CCO*)CCOC(=O)*,1.35,476.0,19.0,1.26,0.000137,4.56e-08,3.01e-08,4.58e-08,0.309,C=CCOCCN(CCO[*])CCOC(=O)[*],-3.8632794328435933,1
14445,CC(C)C(CO*)NC(=O)CNC(=O)*,1.4,447.0,19.0,1.32,4.32e-05,1.46e-08,9.3e-09,9.09e-09,0.214,CC(C)C(CO[*])NC(=O)CNC(=O)[*],-4.364516253185088,0
14446,COCCCN(C)CC(CO*)OC(=O)*,1.32,464.0,31.0,1.25,0.000157,6.67e-08,3.11e-08,3.88e-08,0.231,COCCCN(C)CC(CO[*])OC(=O)[*],-3.8041003475907664,2
14447,CC(CC(C)(C)O*)NCC(C)OC(=O)*,1.45,462.0,17.0,1.2,5.69e-05,6.21e-08,1.99e-08,2.16e-08,-0.688,CC(CC(C)(C)O[*])NCC(C)OC(=O)[*],-4.244887733604929,0
14448,CCCC(CCNC(=O)CCO*)OC(=O)*,1.44,476.0,16.0,1.3,4.37e-05,1.76e-08,1.07e-08,1.16e-08,0.0563,CCCC(CCNC(=O)CCO[*])OC(=O)[*],-4.359518563029578,1
14449,COCCN(CCO*)CCC(C)OC(=O)*,1.49,478.0,17.0,1.25,0.000101,4.78e-08,2.98e-08,4.2e-08,0.189,COCCN(CCO[*])CCC(C)OC(=O)[*],-3.9956786262173574,0
14450,CC(C)C(CNC(=O)*)CN(C)CCN*,1.46,460.0,17.0,1.2,5.46e-05,1.89e-08,9.55e-09,9.43e-09,0.131,CC(C)C(CNC(=O)[*])CN(C)CCN[*],-4.262807357295263,0
14451,CCCC(O*)C(=O)NCC(C)NC(=O)*,1.45,461.0,19.0,1.29,2.97e-05,1.52e-08,9.47e-09,8.43e-09,0.1,CCCC(O[*])C(=O)NCC(C)NC(=O)[*],-4.527243550682788,3
14452,CC(CCNC(=O)*)NC(=O)CCN*,1.39,446.0,16.0,1.34,6.18e-05,1.47e-08,1e-08,1.09e-08,0.237,CC(CCNC(=O)[*])NC(=O)CCN[*],-4.209011524911184,2
14453,CC(C)CC(CO*)NCC(C)(C)OC(=O)*,1.35,476.0,19.0,1.15,3.39e-05,4.02e-08,2e-08,1.61e-08,-0.548,CC(C)CC(CO[*])NCC(C)(C)OC(=O)[*],-4.4698003017969175,1
14454,CN(CCCN*)CCOCCNC(=O)*,1.45,462.0,13.0,1.25,0.000163,3.68e-08,2.43e-08,3.33e-08,0.344,CN(CCCN[*])CCOCCNC(=O)[*],-3.7878123955960423,1
