condition,n,mae_cond,rmse_cond,mae_log10,rmse_log10,mae_factor_approx,rmse_factor_approx
CONDUCTIVITY >= 0.0001,701,5.254578384886072e-05,0.00010037210355745057,0.17046764568738756,0.2088205345214634,1.4807019409991269,1.6174115292250661
