model_id,bin_left,bin_right,count
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_10,0.8250000000000002,0.8500000000000001,3
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_10,0.8500000000000001,0.875,1
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_10,0.875,0.9000000000000001,1
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_10,0.9000000000000001,0.925,2
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_10,0.925,0.9500000000000002,0
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_10,0.9500000000000002,0.9750000000000001,0
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_10,0.9750000000000001,1.0,0
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-1.0,-0.975,0
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.975,-0.95,0
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.95,-0.925,0
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.925,-0.9,0
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.9,-0.875,0
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.875,-0.85,0
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.85,-0.825,0
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.825,-0.8,0
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.8,-0.775,0
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.775,-0.75,0
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.75,-0.725,0
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.725,-0.7,0
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.7,-0.675,0
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.675,-0.6499999999999999,1
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.6499999999999999,-0.625,0
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.625,-0.6,0
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.6,-0.575,1
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.575,-0.55,0
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.55,-0.5249999999999999,2
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.5249999999999999,-0.5,2
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.5,-0.475,5
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.475,-0.44999999999999996,3
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.44999999999999996,-0.42499999999999993,4
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.42499999999999993,-0.3999999999999999,12
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.3999999999999999,-0.375,15
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.375,-0.35,10
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.35,-0.32499999999999996,20
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.32499999999999996,-0.29999999999999993,27
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.29999999999999993,-0.2749999999999999,33
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.2749999999999999,-0.25,69
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.25,-0.22499999999999998,76
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.22499999999999998,-0.19999999999999996,87
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.19999999999999996,-0.17499999999999993,143
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.17499999999999993,-0.1499999999999999,165
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.1499999999999999,-0.125,203
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.125,-0.09999999999999998,280
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.09999999999999998,-0.07499999999999996,283
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.07499999999999996,-0.04999999999999993,323
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.04999999999999993,-0.02499999999999991,373
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,-0.02499999999999991,0.0,399
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.0,0.025000000000000133,388
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.025000000000000133,0.050000000000000044,376
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.050000000000000044,0.07499999999999996,327
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.07499999999999996,0.10000000000000009,387
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.10000000000000009,0.125,349
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.125,0.15000000000000013,330
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.15000000000000013,0.17500000000000004,255
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.17500000000000004,0.20000000000000018,253
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.20000000000000018,0.2250000000000001,215
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.2250000000000001,0.25,149
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.25,0.27500000000000013,147
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.27500000000000013,0.30000000000000004,101
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.30000000000000004,0.3250000000000002,82
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.3250000000000002,0.3500000000000001,71
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.3500000000000001,0.375,51
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.375,0.40000000000000013,50
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.40000000000000013,0.42500000000000004,38
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.42500000000000004,0.4500000000000002,26
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.4500000000000002,0.4750000000000001,31
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.4750000000000001,0.5,21
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.5,0.5250000000000001,11
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.5250000000000001,0.55,15
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.55,0.5750000000000002,4
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.5750000000000002,0.6000000000000001,15
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.6000000000000001,0.625,11
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.625,0.6500000000000001,4
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.6500000000000001,0.675,4
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.675,0.7000000000000002,7
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.7000000000000002,0.7250000000000001,3
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.7250000000000001,0.75,3
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.75,0.7750000000000001,1
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.7750000000000001,0.8,1
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.8,0.8250000000000002,2
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.8250000000000002,0.8500000000000001,1
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.8500000000000001,0.875,1
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.875,0.9000000000000001,1
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.9000000000000001,0.925,1
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.925,0.9500000000000002,1
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.9500000000000002,0.9750000000000001,0
smooth_sigmoid_tail_a6_t0p05__ridge_alpha_100,0.9750000000000001,1.0,0
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-1.0,-0.975,0
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.975,-0.95,0
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.95,-0.925,0
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.925,-0.9,0
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.9,-0.875,0
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.875,-0.85,0
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.85,-0.825,0
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.825,-0.8,0
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.8,-0.775,0
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.775,-0.75,0
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.75,-0.725,0
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.725,-0.7,0
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.7,-0.675,1
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.675,-0.6499999999999999,0
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.6499999999999999,-0.625,0
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.625,-0.6,0
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.6,-0.575,1
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.575,-0.55,0
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.55,-0.5249999999999999,0
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.5249999999999999,-0.5,2
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.5,-0.475,2
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.475,-0.44999999999999996,7
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.44999999999999996,-0.42499999999999993,4
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.42499999999999993,-0.3999999999999999,1
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.3999999999999999,-0.375,16
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.375,-0.35,15
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.35,-0.32499999999999996,16
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.32499999999999996,-0.29999999999999993,18
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.29999999999999993,-0.2749999999999999,37
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.2749999999999999,-0.25,54
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.25,-0.22499999999999998,84
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.22499999999999998,-0.19999999999999996,86
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.19999999999999996,-0.17499999999999993,130
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.17499999999999993,-0.1499999999999999,162
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.1499999999999999,-0.125,198
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.125,-0.09999999999999998,272
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.09999999999999998,-0.07499999999999996,290
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.07499999999999996,-0.04999999999999993,322
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.04999999999999993,-0.02499999999999991,388
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,-0.02499999999999991,0.0,381
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.0,0.025000000000000133,384
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.025000000000000133,0.050000000000000044,408
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.050000000000000044,0.07499999999999996,360
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.07499999999999996,0.10000000000000009,356
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.10000000000000009,0.125,359
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.125,0.15000000000000013,323
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.15000000000000013,0.17500000000000004,273
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.17500000000000004,0.20000000000000018,247
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.20000000000000018,0.2250000000000001,192
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.2250000000000001,0.25,172
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.25,0.27500000000000013,139
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.27500000000000013,0.30000000000000004,113
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.30000000000000004,0.3250000000000002,77
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.3250000000000002,0.3500000000000001,66
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.3500000000000001,0.375,56
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.375,0.40000000000000013,55
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.40000000000000013,0.42500000000000004,35
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.42500000000000004,0.4500000000000002,29
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.4500000000000002,0.4750000000000001,26
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.4750000000000001,0.5,23
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.5,0.5250000000000001,12
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.5250000000000001,0.55,12
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.55,0.5750000000000002,10
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.5750000000000002,0.6000000000000001,11
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.6000000000000001,0.625,15
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.625,0.6500000000000001,5
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.6500000000000001,0.675,3
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.675,0.7000000000000002,5
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.7000000000000002,0.7250000000000001,4
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.7250000000000001,0.75,3
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.75,0.7750000000000001,1
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.7750000000000001,0.8,0
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.8,0.8250000000000002,0
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.8250000000000002,0.8500000000000001,4
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.8500000000000001,0.875,1
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.875,0.9000000000000001,1
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.9000000000000001,0.925,1
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.925,0.9500000000000002,1
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.9500000000000002,0.9750000000000001,0
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_100,0.9750000000000001,1.0,0
