repeat,run,batch_size,decode_policy_mode,decode_temperature,decode_top_k,decode_top_p,valid,valid_unique,valid_unique_novel,invalid_or_empty,output_path,all_novel_unique,fcd_all_novel_vs_original
1,1,1024,shared,1.0,,0.95,1023,194,83,1,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_low/repeat_01/run_01_novel_smiles_condz_low.csv,151,3.348945835293769
1,2,1024,shared,1.0,,0.95,1023,175,69,1,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_low/repeat_01/run_02_novel_smiles_condz_low.csv,151,3.348945835293769
1,3,1024,shared,1.0,,0.95,1023,187,76,1,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_low/repeat_01/run_03_novel_smiles_condz_low.csv,151,3.348945835293769
1,4,1024,shared,1.0,,0.95,1023,184,70,1,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_low/repeat_01/run_04_novel_smiles_condz_low.csv,151,3.348945835293769
1,5,1024,shared,1.0,,0.95,1021,189,76,3,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_low/repeat_01/run_05_novel_smiles_condz_low.csv,151,3.348945835293769
1,6,1024,shared,1.0,,0.95,1022,187,80,2,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_low/repeat_01/run_06_novel_smiles_condz_low.csv,151,3.348945835293769
1,7,1024,shared,1.0,,0.95,1020,187,78,4,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_low/repeat_01/run_07_novel_smiles_condz_low.csv,151,3.348945835293769
1,8,1024,shared,1.0,,0.95,1022,192,79,2,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_low/repeat_01/run_08_novel_smiles_condz_low.csv,151,3.348945835293769
1,9,1024,shared,1.0,,0.95,1019,182,71,5,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_low/repeat_01/run_09_novel_smiles_condz_low.csv,151,3.348945835293769
1,10,1024,shared,1.0,,0.95,1023,192,83,1,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_low/repeat_01/run_10_novel_smiles_condz_low.csv,151,3.348945835293769
1,11,1024,shared,1.0,,0.95,1022,194,86,2,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_low/repeat_01/run_11_novel_smiles_condz_low.csv,151,3.348945835293769
1,12,1024,shared,1.0,,0.95,1020,191,82,4,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_low/repeat_01/run_12_novel_smiles_condz_low.csv,151,3.348945835293769
1,13,1024,shared,1.0,,0.95,1018,196,83,6,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_low/repeat_01/run_13_novel_smiles_condz_low.csv,151,3.348945835293769
1,14,1024,shared,1.0,,0.95,1022,184,76,2,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_low/repeat_01/run_14_novel_smiles_condz_low.csv,151,3.348945835293769
1,15,1024,shared,1.0,,0.95,1022,186,75,2,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_low/repeat_01/run_15_novel_smiles_condz_low.csv,151,3.348945835293769
1,16,1024,shared,1.0,,0.95,1022,182,73,2,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_low/repeat_01/run_16_novel_smiles_condz_low.csv,151,3.348945835293769
1,17,1024,shared,1.0,,0.95,1021,191,80,3,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_low/repeat_01/run_17_novel_smiles_condz_low.csv,151,3.348945835293769
1,18,1024,shared,1.0,,0.95,1022,187,79,2,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_low/repeat_01/run_18_novel_smiles_condz_low.csv,151,3.348945835293769
1,19,1024,shared,1.0,,0.95,1021,193,82,3,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_low/repeat_01/run_19_novel_smiles_condz_low.csv,151,3.348945835293769
1,20,1024,shared,1.0,,0.95,1024,189,79,0,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_low/repeat_01/run_20_novel_smiles_condz_low.csv,151,3.348945835293769
1,21,1024,shared,1.0,,0.95,1022,194,81,2,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_low/repeat_01/run_21_novel_smiles_condz_low.csv,151,3.348945835293769
1,22,1024,shared,1.0,,0.95,1023,199,84,1,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_low/repeat_01/run_22_novel_smiles_condz_low.csv,151,3.348945835293769
1,23,1024,shared,1.0,,0.95,1020,194,81,4,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_low/repeat_01/run_23_novel_smiles_condz_low.csv,151,3.348945835293769
1,24,1024,shared,1.0,,0.95,1018,177,67,6,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_low/repeat_01/run_24_novel_smiles_condz_low.csv,151,3.348945835293769
1,25,1024,shared,1.0,,0.95,1021,181,71,3,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_low/repeat_01/run_25_novel_smiles_condz_low.csv,151,3.348945835293769
1,26,1024,shared,1.0,,0.95,1022,190,75,2,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_low/repeat_01/run_26_novel_smiles_condz_low.csv,151,3.348945835293769
1,27,1024,shared,1.0,,0.95,1022,186,73,2,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_low/repeat_01/run_27_novel_smiles_condz_low.csv,151,3.348945835293769
1,28,1024,shared,1.0,,0.95,1020,194,79,4,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_low/repeat_01/run_28_novel_smiles_condz_low.csv,151,3.348945835293769
1,29,1024,shared,1.0,,0.95,1023,189,76,1,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_low/repeat_01/run_29_novel_smiles_condz_low.csv,151,3.348945835293769
1,30,1024,shared,1.0,,0.95,1020,188,74,4,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_low/repeat_01/run_30_novel_smiles_condz_low.csv,151,3.348945835293769
1,31,1024,shared,1.0,,0.95,1023,189,81,1,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_low/repeat_01/run_31_novel_smiles_condz_low.csv,151,3.348945835293769
