decode_policy_mode,decode_temperature,decode_top_k,decode_top_p,model_name,model_key,cond_criterion,cond_key,repeat_evals,batch_size,num_rounds,original_valid_unique,fcd_all_mean,fcd_all_std,all_novel_unique_mean,all_novel_unique_std,repeats_path
shared,1.0,,0.95,Encoder_Only,Encoder_Only,condz_high,HIGH,5,1024,50,6026,6.272551374738869,0.1542895962274142,68.2,3.492849839314596,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_high/fcd_repeats_condz_high.csv
