run,batch_size,valid_unique,invalid_or_empty,novel_unique,output_path,all_novel_unique,fcd_all_novel_vs_original,model_name,cond_criterion
30,1024,186,7,168,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_high/run_30_novel_smiles_condz_high.csv,2230,10.339878406396931,Encoder_Only,condz_high
31,1024,199,4,173,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_high/run_31_novel_smiles_condz_high.csv,2230,10.339878406396931,Encoder_Only,condz_high
32,1024,197,1,170,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_high/run_32_novel_smiles_condz_high.csv,2230,10.339878406396931,Encoder_Only,condz_high
33,1024,195,3,172,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_high/run_33_novel_smiles_condz_high.csv,2230,10.339878406396931,Encoder_Only,condz_high
34,1024,187,8,162,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_high/run_34_novel_smiles_condz_high.csv,2230,10.339878406396931,Encoder_Only,condz_high
35,1024,195,2,172,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_high/run_35_novel_smiles_condz_high.csv,2230,10.339878406396931,Encoder_Only,condz_high
36,1024,200,5,174,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_high/run_36_novel_smiles_condz_high.csv,2230,10.339878406396931,Encoder_Only,condz_high
37,1024,189,4,168,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_high/run_37_novel_smiles_condz_high.csv,2230,10.339878406396931,Encoder_Only,condz_high
38,1024,188,4,169,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_high/run_38_novel_smiles_condz_high.csv,2230,10.339878406396931,Encoder_Only,condz_high
39,1024,196,5,174,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_high/run_39_novel_smiles_condz_high.csv,2230,10.339878406396931,Encoder_Only,condz_high
40,1024,181,3,155,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_high/run_40_novel_smiles_condz_high.csv,2230,10.339878406396931,Encoder_Only,condz_high
41,1024,205,2,177,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_high/run_41_novel_smiles_condz_high.csv,2230,10.339878406396931,Encoder_Only,condz_high
42,1024,197,4,171,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_high/run_42_novel_smiles_condz_high.csv,2230,10.339878406396931,Encoder_Only,condz_high
43,1024,188,6,164,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_high/run_43_novel_smiles_condz_high.csv,2230,10.339878406396931,Encoder_Only,condz_high
44,1024,209,4,187,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_high/run_44_novel_smiles_condz_high.csv,2230,10.339878406396931,Encoder_Only,condz_high
45,1024,198,2,176,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_high/run_45_novel_smiles_condz_high.csv,2230,10.339878406396931,Encoder_Only,condz_high
46,1024,213,4,189,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_high/run_46_novel_smiles_condz_high.csv,2230,10.339878406396931,Encoder_Only,condz_high
47,1024,181,5,155,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_high/run_47_novel_smiles_condz_high.csv,2230,10.339878406396931,Encoder_Only,condz_high
48,1024,194,0,168,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_high/run_48_novel_smiles_condz_high.csv,2230,10.339878406396931,Encoder_Only,condz_high
49,1024,174,5,154,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_high/run_49_novel_smiles_condz_high.csv,2230,10.339878406396931,Encoder_Only,condz_high
50,1024,196,2,172,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only/condz_high/run_50_novel_smiles_condz_high.csv,2230,10.339878406396931,Encoder_Only,condz_high
