decode_policy_mode,decode_temperature,decode_top_k,decode_top_p,model_name,model_key,cond_criterion,cond_key,repeat_evals,batch_size,num_rounds,original_valid_unique,fcd_all_mean,fcd_all_std,all_novel_unique_mean,all_novel_unique_std,repeats_path
shared,1.0,,0.95,Encoder_Only_PSMILES,Encoder_Only_PSMILES,condz_high,HIGH,5,1024,50,6026,16.851710073803424,0.041985256593711225,18.0,0.7071067811865476,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only_PSMILES/condz_high/fcd_repeats_condz_high.csv
