run,batch_size,valid_unique,invalid_or_empty,novel_unique,output_path,all_novel_unique,fcd_all_novel_vs_original,model_name,cond_criterion
38,1024,185,21,170,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only_PSMILES/condz_high/run_38_novel_smiles_condz_high.csv,1128,17.79577405096075,Encoder_Only_PSMILES,condz_high
39,1024,177,13,159,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only_PSMILES/condz_high/run_39_novel_smiles_condz_high.csv,1128,17.79577405096075,Encoder_Only_PSMILES,condz_high
40,1024,173,13,161,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only_PSMILES/condz_high/run_40_novel_smiles_condz_high.csv,1128,17.79577405096075,Encoder_Only_PSMILES,condz_high
41,1024,159,18,148,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only_PSMILES/condz_high/run_41_novel_smiles_condz_high.csv,1128,17.79577405096075,Encoder_Only_PSMILES,condz_high
42,1024,164,16,152,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only_PSMILES/condz_high/run_42_novel_smiles_condz_high.csv,1128,17.79577405096075,Encoder_Only_PSMILES,condz_high
43,1024,171,16,158,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only_PSMILES/condz_high/run_43_novel_smiles_condz_high.csv,1128,17.79577405096075,Encoder_Only_PSMILES,condz_high
44,1024,168,18,153,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only_PSMILES/condz_high/run_44_novel_smiles_condz_high.csv,1128,17.79577405096075,Encoder_Only_PSMILES,condz_high
45,1024,161,14,150,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only_PSMILES/condz_high/run_45_novel_smiles_condz_high.csv,1128,17.79577405096075,Encoder_Only_PSMILES,condz_high
46,1024,167,16,156,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only_PSMILES/condz_high/run_46_novel_smiles_condz_high.csv,1128,17.79577405096075,Encoder_Only_PSMILES,condz_high
47,1024,159,15,145,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only_PSMILES/condz_high/run_47_novel_smiles_condz_high.csv,1128,17.79577405096075,Encoder_Only_PSMILES,condz_high
48,1024,176,18,163,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only_PSMILES/condz_high/run_48_novel_smiles_condz_high.csv,1128,17.79577405096075,Encoder_Only_PSMILES,condz_high
49,1024,182,14,166,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only_PSMILES/condz_high/run_49_novel_smiles_condz_high.csv,1128,17.79577405096075,Encoder_Only_PSMILES,condz_high
50,1024,162,16,151,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/Encoder_Only_PSMILES/condz_high/run_50_novel_smiles_condz_high.csv,1128,17.79577405096075,Encoder_Only_PSMILES,condz_high
