run,batch_size,valid_unique,invalid_or_empty,novel_unique,output_path,all_novel_unique,fcd_all_novel_vs_original,model_name,cond_criterion
37,1024,12,6,6,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE_PSMILES/condz_high/run_37_novel_smiles_condz_high.csv,42,20.701236907956527,LSTM_CVAE_PSMILES,condz_high
38,1024,17,5,11,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE_PSMILES/condz_high/run_38_novel_smiles_condz_high.csv,42,20.701236907956527,LSTM_CVAE_PSMILES,condz_high
39,1024,16,5,10,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE_PSMILES/condz_high/run_39_novel_smiles_condz_high.csv,42,20.701236907956527,LSTM_CVAE_PSMILES,condz_high
40,1024,19,3,13,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE_PSMILES/condz_high/run_40_novel_smiles_condz_high.csv,42,20.701236907956527,LSTM_CVAE_PSMILES,condz_high
41,1024,18,2,12,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE_PSMILES/condz_high/run_41_novel_smiles_condz_high.csv,42,20.701236907956527,LSTM_CVAE_PSMILES,condz_high
42,1024,17,3,11,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE_PSMILES/condz_high/run_42_novel_smiles_condz_high.csv,42,20.701236907956527,LSTM_CVAE_PSMILES,condz_high
43,1024,18,5,12,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE_PSMILES/condz_high/run_43_novel_smiles_condz_high.csv,42,20.701236907956527,LSTM_CVAE_PSMILES,condz_high
44,1024,13,2,8,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE_PSMILES/condz_high/run_44_novel_smiles_condz_high.csv,42,20.701236907956527,LSTM_CVAE_PSMILES,condz_high
45,1024,17,6,11,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE_PSMILES/condz_high/run_45_novel_smiles_condz_high.csv,42,20.701236907956527,LSTM_CVAE_PSMILES,condz_high
46,1024,14,3,8,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE_PSMILES/condz_high/run_46_novel_smiles_condz_high.csv,42,20.701236907956527,LSTM_CVAE_PSMILES,condz_high
47,1024,15,8,9,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE_PSMILES/condz_high/run_47_novel_smiles_condz_high.csv,42,20.701236907956527,LSTM_CVAE_PSMILES,condz_high
48,1024,13,4,7,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE_PSMILES/condz_high/run_48_novel_smiles_condz_high.csv,42,20.701236907956527,LSTM_CVAE_PSMILES,condz_high
49,1024,20,5,14,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE_PSMILES/condz_high/run_49_novel_smiles_condz_high.csv,42,20.701236907956527,LSTM_CVAE_PSMILES,condz_high
50,1024,16,8,10,/home/kiket/Desktop/test/MY_PAPER_RELATED/MODELS/FCD_runs/LSTM_CVAE_PSMILES/condz_high/run_50_novel_smiles_condz_high.csv,42,20.701236907956527,LSTM_CVAE_PSMILES,condz_high
