row_id,canonical_structure,canonical_group_id,conductivity_S_cm,log10_conductivity_S_cm,stratification_bin,fold,source_file
9425,[*]CNCC(CF)OC(=O)OC([*])COC,sha256:b5513ed051aee1c0ba721cfe6fa1c4bcf6e14a415a3cf362019e9ce49ac7d5b5,7.57e-05,-4.120904120499927,4,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9426,[*]CCNC(=O)COC(=O)NCCNC([*])=O,sha256:143c6c45047214c5e6e542d1fd4caee4e22fe4820c74ada58049027fa31ab0f2,6.95e-05,-4.158015195409886,4,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9427,[*]COC(=O)OCCC(=O)NC([*])C(N)=O,sha256:50ddf793dc7ae3acbf2575dff8c0a29dd994488e953d8f96be35f70486c13c97,0.000104,-3.98296666070122,5,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9428,[*]COC(=O)OCC(C)(C)C(=O)OCC([*])C,sha256:73d99edc7a67e654a6f9c989234ab9163d836aa38a17cacbb95476e6e507f22f,2.65e-05,-4.576754126063192,0,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9429,[*]COC(=O)OCC([*])NC(=O)CC(=O)OC,sha256:42d5632e744dd53e353e678e708477839d33ee6febc0aa1e461e1aea64460c62,3.85e-05,-4.414539270491499,1,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9430,[*]COC(=O)OC([*])CNC(=O)CC(=O)OC,sha256:b22414cff409139adbdf0854c0d2637a825f1cbf737957c751b4f37be4666548,4.11e-05,-4.386158178123931,1,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9431,[*]OC(=O)OC(C)(C)C(C)NC(=O)C([*])C,sha256:88bb6525cb1a71ac986c7eff83d6766bbcf5e9e77151e8a12dfa029129ebea86,2.77e-05,-4.557520230935552,0,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9432,[*]CCN(C)C(=O)CCNC(=O)OC([*])C,sha256:2df77ef8adb15d8caf18980168badffb4ca0a1ecc07c2954be95899c3bdedd97,3.18e-05,-4.497572880015567,0,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9433,[*]CNC(COC(=O)OC([*])C)C(N)=O,sha256:14e962376c1590da7262bfae8cb603bbc7e851c5c583fdf4b04a540e491ef086,8.46e-05,-4.0726296369609765,4,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9434,[*]COC(=O)OC([*])CNC(=O)NC(C)C,sha256:b5b868befdfcc8887d68d738e3e93e4bc425c0b92fa23fb104bb5ae615579578,7.25e-05,-4.139661993429006,4,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9435,[*]COC(=O)OCC([*])(C)NC(=O)CC#N,sha256:fa3bbdf8acac62c12c99acc154294dec69161b28c96376adec8bfab5df37c28e,5.64e-05,-4.248720896016658,3,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9436,[*]CNCC(C)OC(=O)OC([*])CSC,sha256:df645fe237cde9ad3fa3a0dcaab5b448ccc7e8097684ad3219d6391e43ec97e7,6.82e-05,-4.166215625343521,4,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9437,[*]NC(=O)NCCNC(=O)C([*])CC#C,sha256:0281983db1c07977240262af6894af0271123e3500a14c290e8b9fabf0c0409e,7.16e-05,-4.145086977692144,4,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9438,[*]CC(C)OC(=O)OCC(C)N([*])CCC,sha256:fe7975b04dd4cf40c3a4000383c709a697bdc3ab01bffcd2d480133db45797ec,3.39e-05,-4.4698003017969175,1,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9439,[*]COC(=O)OCCC(=O)NC([*])CCOC,sha256:577578e0d1d91d8ed229e60e4c991f57a601b288465e516bf1da9380f646ba0b,6.46e-05,-4.189767482004916,3,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9440,[*]CN(C)CC(C)(OC(=O)OC([*])C)C(F)F,sha256:3580294a82d2960756de591ee279550f60e875d048fa7f63ae68c93c58c3e6aa,8.85e-05,-4.053056729302175,4,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9441,[*]CCCCOC(=O)NCCN([*])CC,sha256:8d382136a5102791db6c4e47d7d8744563c9073e950b8a0fdb199b7d7247b0bb,0.000119,-3.924453038607469,5,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9442,[*]COC(=O)NC([*])C(=O)NCCOCC,sha256:43ed7493aa3081187dc4eb31268aeead38f173550aaffd232130213265eaef6b,6.73e-05,-4.171984935776023,4,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9443,[*]CCOC(=O)OC(C)(C)CCN([*])CCC,sha256:eb89f35828b1d3c647a01880610c4de701b837f09ec133d13ebb8faa1af86a10,5.65e-05,-4.247951552180561,3,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9444,[*]COC(=O)OC([*])CNC(CC)CCC,sha256:28e738f4a9ce5d60dd23dc2cb4a532bc9da48d31e5dc3956f37e9b9d0986db26,1.53e-05,-4.815308569182402,0,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9445,[*]COC(=O)OCC([*])NC(=S)NCOC,sha256:9b5019cd28224a264fe00135904b51cf930962f617e8569cfe85e19d80b83d52,7.37e-05,-4.132532512140949,4,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9446,[*]C(=O)N(C)CCOC(=O)OC(C)C([*])CC,sha256:1020d315db81ab19425f4dfc4ac1cca1e7b7bdf3059a63208765b5cbc041dc74,3.14e-05,-4.503070351926785,0,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9447,[*]CCNC(=O)NCCN([*])C(CC)CCC,sha256:57d1df6353623e12f00ff70215fca131365dfb067443c0f1cd49e6e4f0e3626a,8.89e-05,-4.051098239029787,5,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9448,[*]COC(=O)OCC([*])NC(=O)OC,sha256:d6a76569712af45fe85cd54c3f41d4960988432e364fccecbd82df7e94934179,3.72e-05,-4.429457060118103,1,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9449,[*]COC(=O)OCCC(C)(C)NC(=O)C([*])=C,sha256:f1779032829bb13bd31958e6ae469fdf52e2c7db92f87fe8a7a41d0f8dcd5abe,5.74e-05,-4.241088107602026,3,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9450,[*]COC(=O)OCC([*])NC(=O)CCCCC,sha256:9e3bd06b65c458387ebf568fb183d99aef9e0761e13b21311f500c8471e94c6e,4.34e-05,-4.36251027048749,1,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9451,[*]OC(=O)OCCN(C)C(=O)C([*])C(C)C,sha256:01227c0815d3fbf9afaa0fad768e61a3d52d10cce926d2146570aa462acb9955,5.73e-05,-4.24184537803261,3,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9452,[*]CCOC(=O)OCCC(=O)N([*])C,sha256:9656868219a225a07fa49f0bb9d60b381c124a1f2e1d67eee6db6dbbf02f3097,0.000129,-3.889410289700751,5,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9453,[*]COC(=O)OC([*])CN(C)C(C)C(=O)OC,sha256:fb99902af0456624c72928cbfb92996324a92d415e4b8a8ba37acff9615e9021,6.21e-05,-4.20690839982342,3,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9454,[*]COC(=O)OC(C)C([*])NC(=S)NC,sha256:d7bdcf26578382a9030b45d0a6efd62b9158a02c266a0f7e4d92b00dffd98b96,2.23e-05,-4.651695136951839,0,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9455,[*]CNC(=O)CCCCCNC(=O)NC([*])C,sha256:3507908577a7d064ec8bc45c7f83d6780e8997c678c66911666c899a3423efdc,6.54e-05,-4.184422251675732,3,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9456,[*]CNC(=O)OCC(C)(C)NC(=O)C([*])C,sha256:b071cd84f8bd2fd6620d03449bcd236ac46c89cd963bad42c1599d37135c31c5,6.64e-05,-4.177831920631983,4,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9457,[*]COC(=O)OCCCS(=O)(=O)CC([*])C,sha256:403f2f11eb410c94f45e3655b25bd1539c5e7afae05a2646ac0653ac2c252a41,6.93e-05,-4.159266765388193,4,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9458,[*]NC(=O)NC(C)CCNC(=O)C([*])COC,sha256:0eb9ae772a8b806dfa831eb0ce9c299f6d870c9243e0502c18284ff4c73753e6,3.98e-05,-4.400116927926312,1,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9459,[*]NC(=O)OCCCNC(=O)C([*])CCCC,sha256:633c272a4995d5235af2999d3a89bcc2c95e271aeeb912289ba34579336a9d9e,4.28e-05,-4.368556230986828,1,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9460,[*]OC(=O)OCC(C#N)NC(=O)C([*])C(C)C,sha256:86c7bfd19c5489e7f2a628a1c576647e2819f698682dd689fc480a3f37869d5a,2.7e-05,-4.568636235841013,0,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9461,[*]CNC(=O)NCCOCC(=O)N(C)C([*])C,sha256:a26e040b7ad119885628c8c580d9df645733a1ec8829c01447c5526a90867091,0.000116,-3.9355420107730814,5,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9462,[*]CNCC(C)OC(=O)OC([*])C(=O)NC,sha256:2715110fc79527b6a65ed82b702e8728acc0e5d3840f40ce1a2a2369febb76ae,4.89e-05,-4.31069114087638,2,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9463,[*]CCOC(=O)OCCS(=O)(=O)C([*])C,sha256:0a76b42f799a2c5a7edf5cfc47db944c78e3f37607e6981f5cd7c6290163a856,9.73e-05,-4.011887159731648,5,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9464,[*]CNC(=O)OC([*])CN(C)CC(=C)Cl,sha256:ab63245626e80b82f0c722c491d40f4e8ede7e1b0227d31d5353d9ffeca5c80d,6.15e-05,-4.211124884224583,3,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9465,[*]COC(=O)OCC(=O)NC([*])(C)CC,sha256:1c76d4c9cd70fe33ecde466ebadf8e6a15332ca63736a66839c1ddb5b7cc8b84,4.19e-05,-4.377785977033705,1,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9466,[*]COC(=O)OC([*])CN(C)C(=O)C(C)C#N,sha256:e963280b3aaaadc35f17efa59b9f0625212dc6b2519fc23315ad6607702cee0e,5.25e-05,-4.279840696594043,2,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9467,[*]CNC(=O)COCCNC(=O)NC([*])CC,sha256:cebb9d97a1eba2300f16e33b9bf300bcaf89c388678312bc0e8ca2d4eccf13d0,7.62e-05,-4.1180450286604,4,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9468,[*]CCNC(=O)OC([*])C=C,sha256:3550bdd83c7b324dc4afbe7040f057782d93d8e1f62671e00eac285f4911aa1e,4.14e-05,-4.382999658879101,1,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9469,[*]CC(=O)NCCCOC(=O)NC([*])C,sha256:a3a1d4501ecec3ec070d5d1de9a885a33d4c06f7a7bd8b76bc22bdf5334e1099,4.82e-05,-4.31695296176115,2,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9470,[*]COC(=O)OC([*])CNC(=O)C#CC,sha256:d4668a00a0fcfa2514e6add66553930fb801481ace35e532e7e02a13be69da5b,4.9e-05,-4.309803919971486,2,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9471,[*]COC(=O)OCC([*])(C)C(=O)OCC(F)F,sha256:a35bb3363af278cf910b786eaba5cbddab69c561cfc936bb663c0a43b080220b,3.67e-05,-4.435333935747911,1,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9472,[*]CNC(=O)OC([*])CNC(CC)CCC,sha256:479ec2dd03254e18f12a012ad599a5bdca170bbe5a6c629535458de7f0419b7a,3.7e-05,-4.431798275933005,1,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9473,[*]NC(=O)NCCCN(C)C(=O)C([*])C,sha256:79b6616b6d2333de89168b1b82eed8cb0438d4e2838a997701e48343eabf6218,3.51e-05,-4.454692883534176,1,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9474,[*]COC(=O)OCC(=O)NC([*])(C)C,sha256:88f68dbe5ba74b07afc3e3535ca6404d15cae30eec5ba7004e53147ece24628c,6.66e-05,-4.176525770829699,4,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9475,[*]CCCNC(=O)C(C)OC(=O)OC([*])C,sha256:0df4773fe69193b40d517d106c0cd6af3e1320b2f7b25d80a707c840ff8b445c,5.25e-05,-4.279840696594043,2,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9476,[*]CCCC(=O)OCC(C)OC(=O)OC([*])C,sha256:cd7e1fac389c35e329fdf049e4a6f529182f3ca31b6d7d27644fcdaca72ce596,3.51e-05,-4.454692883534176,1,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9477,[*]CNC(=O)NCC(=O)NC([*])CCCC,sha256:0bc97d54745417af774a5cca59ba6b766590c68907544703c5f5164b24b2af40,4.51e-05,-4.345823458122039,2,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9478,[*]COC(=O)OC([*])CN(C)C(=O)C(C)CC,sha256:ef5cba382dea41c91d70cb74c03b4d2996eba38673ce0acabf124fd181844944,4.18e-05,-4.3788237182249645,1,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9479,[*]COC(=O)OCC([*])(C)C(=O)OCC#CC,sha256:307a10b9d772499609804eee89ee3d4d9fbedb67edc11df86fc72aed9251c884,1.66e-05,-4.779891911959945,0,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9480,[*]COC(=O)OC([*])CN(C)CCSC,sha256:46a85215f6329e46cb4264386b3529362bbe57bf9c467b42313bae9346f7cd8e,0.000127,-3.896196279044043,5,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9481,[*]NC(=O)C(C)(C)OC(=O)OC(C)C([*])CC,sha256:86062c26b1cb8035b6b1d8949cdb35cb96bb9c1867925ebe4cd528e46dcca774,7.2e-05,-4.142667503568732,4,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9482,[*]COC(=O)OCC([*])NCCCCC,sha256:0abf475d4402308ac0857be3a4ccc00211dff7fe27d40654af79a1f55f9b2c7e,3.13e-05,-4.504455662453552,0,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9483,[*]CNC(=O)OC([*])CNC(=O)C(C)NCC,sha256:63226fd32547fba904293b3e3e192cf89acfb02157521bb395a73ca39df194ff,4.96e-05,-4.304518323509803,2,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9484,[*]CCOC(=O)NCCC(=O)NC([*])C,sha256:355961b60263aff5b351596f820ac3aa0716715493a01dbe4727ee91480ee3dd,6.4e-05,-4.1938200260161125,3,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9486,[*]COC(=O)NC([*])C(=O)NCC(C)NCC,sha256:34146e7966618bce3dc0d155ff166a1b8015814df4717ed39e8b4afbcaa4c5e0,4.55e-05,-4.341988603342887,2,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9487,[*]COC(=O)C(C)(C)OC(=O)OC([*])C,sha256:0d8337ecf56bf1e0a338b6dc247466db96bd48a0d7585e4611ac61fbea7ea16c,6.34e-05,-4.197910742118268,3,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9488,[*]CCNC(=O)C(OC(=O)OC([*])C)C(C)C,sha256:e0f75f4ac221c0246c7ae091bdf2cfcc96cf5455bc75c47dc4fae905c5b73f37,4.69e-05,-4.328827157284917,2,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9489,[*]COC(=O)OC(C)CCNC([*])(C)COC,sha256:e0a0204f550c365849c409e77b695d564453305a0a0cdca9c38f4769e73c93ad,5.93e-05,-4.226945306635737,3,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9490,[*]CNC(C)C(C)OC(=O)OC([*])COC,sha256:cbba9f4cece02ecec29837de5c66c9b7dd047f03bda13d0c828a95fd824e0614,9.2e-05,-4.036212172654444,5,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9491,[*]CCNC(=O)OCCN([*])CCCC(=O)O,sha256:286e50ed1228c1cb3a63094d793fa9f40caf9f5a057607fff7d2211d5b7cdebc,6.03e-05,-4.219682687859849,3,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9492,[*]OC(=O)OCC(CC(F)F)NC(=O)C([*])C,sha256:563982eb6bae8316669898465ebd619ee1c8379043e42b0444b3188c3950f50c,5.98e-05,-4.223298816011589,3,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9493,[*]CNC(=O)NCC(C)N(C)C(=O)C([*])C,sha256:65e7bc9d5246eeb6b1ababd7029d00cb1f876e57f2afd25e4256a509e73f8b0a,3.18e-05,-4.497572880015567,0,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9494,[*]COC(=O)OC(CNC([*])CC)C(=O)OC,sha256:931696603fa0b8e06c25dbff5dd773d725988d18ed7f92ce406f787933aed39e,3.66e-05,-4.436518914605589,1,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9496,[*]CCOC(=O)OCCC(C)NC([*])COC,sha256:d36aa8788e2eb6dd7c19b7eb88498d0ebbc7eb6b72c9b1ecbc2acc401e3486bb,0.000116,-3.9355420107730814,5,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9497,[*]CN(C)C(=O)CC(C)(C)OC(=O)OC([*])C,sha256:b64f7783a05351b717075e92e8719ef43bd9c401f92f296618673c9625b1eb97,1.17e-05,-4.931814138253839,0,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9498,[*]CNC(=O)NC(C)(C)C(=O)NCC([*])C,sha256:a65b9c0874859b33ee255de6f8f0a090abd6c5215a40870a07487792eafacf48,5.95e-05,-4.22548303427145,3,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9499,[*]OC(=O)OC(C(=O)O)C([*])CCCCC,sha256:30378ae1b847ae09f85a3a29fc9f648550dc78a8ed433e5ad7d66a161ba8832c,1.04e-05,-4.982966660701219,0,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9500,[*]CCN(C)CCNC(=O)OC([*])C,sha256:a32a6d0552f6c6b2ef62bfd45e29ae97ab07d7e03f5747bddb5c38763be26208,9.05e-05,-4.043351420794797,5,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9501,[*]COC(=O)OC([*])CN(CC(=O)O)C(C)C,sha256:201e5d843abc80ccf657d233a903a69a2b3ae0a44d2eed44ec919c02a10ca08e,5.78e-05,-4.238072161579471,3,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9502,[*]CCC(=O)NCCNC(=O)NC([*])(C)C,sha256:6083f1f5938a56f0141f0e94e69c73747cfa66115c076981c30b2d075d8ff3ba,9.01e-05,-4.045275209020937,5,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9503,[*]COC(=O)OC(C)(C)CC(=O)N(C)C([*])C,sha256:b52fd4e6c41079bbee0016072953e8af0d3cd178ded4b7a035fa0f922e2fa3bd,3.03e-05,-4.518557371497695,0,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9504,[*]CNC(=O)CNCCNC(=O)NC([*])CC,sha256:e8b467ca3c6d69f5928d2d6bab8e82159f0778d157cefcb9a5f2a4eb1f7b39b5,6.76e-05,-4.170053304058364,4,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9505,[*]COC(=O)OCC([*])(C)CSCC(N)=O,sha256:8baaf5842c63556063e382f8f6f756ded9e109ecc27affd5d8b1578a74495c09,0.000107,-3.9706162223147903,5,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9506,[*]CNC(=O)CC(C)NC(=O)NCC([*])C,sha256:32423a225bdbfb238fb586e703f43643018d94cc830602f31b62d1914ff2958e,4.6e-05,-4.337242168318426,2,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9507,[*]OC(=O)OC(C)(C)CN(C)C(=O)C([*])C,sha256:39a764155bf6f94735cc8446de1b0739d0e0e791167f3934e3a5d079bea0042a,2.9e-05,-4.537602002101044,0,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9508,[*]NC(=O)NC(C)CNC(=O)C([*])CC,sha256:3c0678e7be29919919c59e5aab40cef9ae196b6aacd778dd98cb13f7e6ab197f,3.59e-05,-4.444905551421681,1,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9509,[*]OC(=O)NC(C(O)=NO)C([*])C,sha256:c665f0fa9feceffa502386b9ad25bbc0a7b8474c123fa629d75e311878d5158e,3.84e-05,-4.4156687756324695,1,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9510,[*]COC(=O)OC(C)CNC([*])CC#CC,sha256:5fd8cd47f4af8889d138822cdc80bf6d9cc489d1040f92d10b02eb3104bbfa3e,4.69e-05,-4.328827157284917,2,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9511,[*]COC(=O)OC([*])CN(C)CC(=O)O,sha256:bb5f58549eec463e4fec2d7a3affcfeaffbf51dad8f76d9ef43955b5f3a8c122,3.83e-05,-4.416801226031377,1,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9512,[*]COC(=O)OCC([*])(C)NC(=O)C(C)C,sha256:fd79b7c0cf307cbbd5db732e5a562c9810169d5c029ba2b85604146b1389b356,4.79e-05,-4.319664486585437,2,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9513,[*]OC(=O)OCC(NC(=O)C(C)(C)C)C([*])C,sha256:f242f95b3100242a316f81d18c927391950a51e448822386a6d43b880359ba2f,4.8e-05,-4.318758762624412,2,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9514,[*]CN(C)C(C)COC(=O)OC([*])C,sha256:0a60a3c217b60428fab26da57118504fbab5323d966a6fb6c9f98682d43432ea,5.51e-05,-4.258848401148215,3,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9515,[*]CS(=O)(=O)C(C)COC(=O)OC([*])C,sha256:bd614b6fcee9908a737d009aa7777aee8e9bebfcbec06fde8e01ee3087799381,5.32e-05,-4.274088367704952,2,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9516,[*]OC(=O)OCC(F)(F)CNC(=O)C([*])C,sha256:6c4ebdaf87ba853fd76a060b0475c916d14df2e6d88ecec20099e6d4f05e1373,8.33e-05,-4.079354998593212,4,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9517,[*]COC(=O)OC(CC)CNC([*])CC,sha256:765189636a8021b26752e07fd22924225a2db787c1e4b6fb234abe4cf4611386,5.35e-05,-4.271646217978772,2,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9518,[*]COC(=O)NCC(C)(C)C(=O)NC([*])CC,sha256:ba2381896a2ff2894d31505503a5a6a0e89baca3933d59427b7b63c9495b0395,3.12e-05,-4.505845405981558,0,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9519,[*]CNCCCCCCOC(=O)OC([*])C,sha256:072c90ce9b7f36d69b2243295e2b8a64375fd18a9693d43aba7d03db3b8a3a3b,6.31e-05,-4.199970640755866,3,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9521,[*]CNC(=O)CC(CC)OC(=O)OC([*])CC,sha256:a3c93535e5be723f2aa7446056962718251ff369f1446c2901f472d5d3920035,6.51e-05,-4.186419011431808,3,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9522,[*]CNC(=O)OC([*])CNC(=O)C(C)CC,sha256:5edf9c0f5406559165028864590c94e671efb1a5babba75e925797aff8a4b14d,2.3e-05,-4.638272163982407,0,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9523,[*]CNC(=O)C(C)CNC(=O)NC([*])C,sha256:54bfdea18c9874b80ab5f5a5bdd517e276c61264ec4aab8aa1a5264481bbebad,4.16e-05,-4.380906669373258,1,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9524,[*]CC(C)(C)CNC(=O)COC(=O)OC([*])C,sha256:e922a24ba9874224a50feb37707fe607a56afc9b8a483ef012506e0b89c3052e,4.39e-05,-4.357535479757878,2,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9525,[*]CNC(=O)OC([*])C(=O)NCC(C)(C)CC#N,sha256:901342a9c3bef3709c0b5bdf0f8b7b747edc7e2626b25402cb7e55182083d8e5,3.56e-05,-4.448550002027125,1,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9526,[*]COC(=O)OCC([*])(C)NC(=O)CN(C)C,sha256:c4681823669e724b8349865610c66aa1c0143bf2db15d20daecc9270754187c3,8.43e-05,-4.074172425375258,4,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9527,[*]CNC(=O)C(C)C(C)NC(=O)NC([*])C,sha256:ed7d355497917b7fbf07b0adcb906de3c3e22c9ea8a4008ab6e4b669c2957824,3.08e-05,-4.511449283499556,0,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9529,[*]COC(=O)OC(C)C([*])NC(=O)C=CC=CC,sha256:eba81d9151cc70d329a470f22b97e3313a21106b7a09ae3228bd734aef0ba36c,3.7e-05,-4.431798275933005,1,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9530,[*]COC(=O)OCC([*])(C)Cl,sha256:69a431d07d729f111e98431bba899d95afbcdb9a2a18d6e72802c39277c8d8c8,5.5e-05,-4.259637310505756,3,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9531,[*]COC(=O)OCC([*])NCC(=O)NCC=C,sha256:35a57fcf8f72bb941abf6c4c67738c6f25126b4d6a55ded3f66900e1559054d7,6.44e-05,-4.191114132640188,3,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9532,[*]CNC(=O)NCC([*])NC(C)COC,sha256:b1c4f5f924e4e583dc434178643a23c587938475d130ca16949dbc786623068d,7.29e-05,-4.137272471682025,4,0,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9533,[*]CC(C)(C)OC(=O)OC([*])CNC(C)CC,sha256:09d61dd6a8f6c9281f75cdb6574758b93bcec72744b8163c73668cd15025a85c,2.07e-05,-4.684029654543083,0,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9534,[*]NC(=O)NCCNC(=O)C(C)C([*])C,sha256:3fc01373838810ef98db8bb3aac756863d73665d757ad4314c3ba9767d141467,5.11e-05,-4.291579099865287,2,3,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9536,[*]CNC(COC(=O)OC([*])C=C)C(F)(F)F,sha256:62bcb46684eefb84a8cb5fda11d0fe6bfc33fa03407ee8243086d8d6e3fb23ec,5.66e-05,-4.247183568811729,3,1,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9537,[*]OC(=O)OCC(C)(C)NC(=O)C([*])C(C)C,sha256:21484610ff6e2c4e2e49d2fc9ad488629fc5c80c6b1642695f2440c4ae768bfb,3.22e-05,-4.492144128304169,0,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
9538,[*]COC(=O)NC([*])C#C,sha256:4262af707158a7cc8ad19f779433a8eb9116cbdddf54b41633f1a0b244c5cf85,6.1e-05,-4.214670164989233,3,2,MY_PAPER_RELATED/polybert_con/fold_assignment.csv
